market_code,code,所属概念,股票代码,所属概念数量
33,002782,高压快充;消费电子概念;5G;数据中心(AIDC);光伏概念;充电桩;储能;比亚迪概念;华为概念;新能源汽车;小米汽车;机器人概念;低空经济;融资融券;深股通,002782.SZ,15
17,603369,白酒概念;国企改革;回购增持再贷款概念;沪股通;融资融券,603369.SH,5
33,002534,核电;大飞机;光热发电;光伏概念;商业航天;储能;高端装备;钙钛矿电池;燃料电池;碳中和;创投;绿色电力;一带一路;固废处理;钒电池;回购增持再贷款概念;融资融券;深股通,002534.SZ,18
33,002353,核电;海工装备;数据中心(AIDC);高端装备;同花顺出海50;页岩气;一带一路;中俄贸易概念;储能;天然气;污水处理;动力电池回收;土壤修复;锂电池概念;回购增持再贷款概念;深股通;融资融券,002353.SZ,17
33,300327,MCU芯片;汽车芯片;芯片概念;消费电子概念;OLED;智能穿戴;物联网;无人机;汽车电子;柔性屏(折叠屏);锂电池概念;机器人概念;智能家居;储能;家用电器;深股通;股权转让(并购重组);融资融券,300327.SZ,18
17,600360,汽车电子;先进封装;小米概念;新能源汽车;军工;华为概念;第三代半导体;芯片概念;充电桩;汽车芯片;国企改革;摘帽;股权转让(并购重组),600360.SH,13
17,605117,2026一季报预增;储能;光伏概念;同花顺出海50;一带一路;人民币贬值受益;共同富裕示范区;家用电器;融资融券;沪股通,605117.SH,10
33,300394,共封装光学(CPO);光纤概念;先进封装;英伟达概念;5G;数据中心(AIDC);专精特新;无人驾驶;华为概念;同花顺新质50;人民币贬值受益;深股通;融资融券,300394.SZ,13
33,002638,智慧灯杆;储能;人民币贬值受益;智慧城市;华为概念;5G;车联网(车路协同),002638.SZ,7
33,301120,柔性直流输电;智能电网;风电;核电;绿色电力;储能;光伏概念;军工;海工装备;水利;专精特新;机器人概念;钠离子电池;深股通;融资融券,301120.SZ,15
33,003036,固态电池;锂电池概念;新型工业化;机器人概念;共同富裕示范区;高端装备;参股银行,003036.SZ,7
17,600236,绿色电力;风电;碳交易;央企国企改革;沪股通;融资融券;国企改革;高股息精选;西部大开发,600236.SH,9
33,300069,特高压;燃料电池;智能电网;核电;文化传媒概念,300069.SZ,5
33,301563,存储芯片;汽车芯片;MCU芯片;PCB概念;芯片概念;注册制次新股;汽车电子;专精特新;传感器;2026一季报预增;物联网;AI智能体;机器人概念;数据要素;工业互联网;商业航天;人工智能;DeepSeek概念;智能物流;深股通;新股与次新股;融资融券,301563.SZ,22
17,600310,超超临界发电;抽水蓄能;绿色电力;风电;参股券商;国企改革;储能;西部大开发;创投;DeepSeek概念;人工智能;沪股通;融资融券,600310.SH,13
33,000593,青蒿素;信托概念;天然气;地下管网;股权转让(并购重组);碳中和;氢能源;西部大开发;储能;融资融券,000593.SZ,10
33,002079,BC电池;TOPCON电池;HJT电池;钙钛矿电池;第三代半导体;芯片概念;汽车芯片;先进封装;光伏概念;消费电子概念;比亚迪概念;苹果概念;无线耳机;小米概念;传感器;智能穿戴;储能;5G;人形机器人;华为概念;机器人概念;物联网;汽车电子;虚拟现实;创投;深股通;融资融券;股权转让(并购重组),002079.SZ,28
33,300408,共封装光学(CPO);消费电子概念;5G;光纤概念;小米概念;数据中心(AIDC);燃料电池;华为概念;深股通;证金持股;融资融券,300408.SZ,11
22,600340,ST板块;特色小镇;PPP概念;雄安新区;新型城镇化;京津冀一体化;智慧城市;DeepSeek概念;人工智能;低空经济;股权转让(并购重组),600340.SH,11
33,002024,农村电商;超级品牌;乡村振兴;ST板块;无人零售;跨境电商;互联网金融;智能医疗;智能物流;区块链;独角兽概念;DeepSeek概念;人工智能;AI智能体;家用电器;阿里巴巴概念;智能家居,002024.SZ,17
33,002406,长安汽车概念;中俄贸易概念;机器人概念;工业互联网;新能源汽车;军工;军民融合;深股通,002406.SZ,8
33,002655,苹果概念;智能音箱;无线充电;消费电子概念;新能源汽车;汽车电子;无人机;小米概念;元宇宙;智能穿戴;新型烟草(电子烟);毫米波雷达;无线耳机;传感器;华为概念;一带一路;智能家居;芯片概念,002655.SZ,18
33,002745,MicroLED概念;MiniLED;光伏概念;PCB概念;小米概念;储能;粤港澳大湾区;智能家居;人民币贬值受益;机器人概念;人工智能;DeepSeek概念;深股通;融资融券,002745.SZ,14
17,600906,期货概念;国企改革;京津冀一体化;雄安新区;百度概念;融资融券;沪股通,600906.SH,7
22,603377,ST板块;职业教育;人工智能;虚拟现实,603377.SH,4
17,688190,无线充电;专精特新;新能源汽车;央企国企改革;国企改革;沪股通;融资融券,688190.SH,7
33,002726,猪肉;预制菜;ST板块,002726.SZ,3
33,002277,NMN概念;免税店;农村电商;第三代半导体;跨境电商;参股银行;乡村振兴;机器人概念;芯片概念;互联网金融;证金持股;深股通;融资融券;股权转让(并购重组),002277.SZ,14
17,601958,小金属概念;军工;OLED;西部大开发;国企改革;沪股通;融资融券,601958.SH,7
33,301028,比亚迪概念;专精特新;海峡两岸;福建自贸区;雅下水电概念;核电;PCB概念;深股通;融资融券,301028.SZ,9
151,920491,飞行汽车(eVTOL);汽车电子;专精特新;物联网;新能源汽车;无人驾驶;液冷服务器;低空经济;芯片概念;无人机;消费电子概念;机器人概念;智能家居;融资融券;安防;人形机器人;传感器;医疗器械概念,920491.BJ,18
22,603021,ST板块;地下管网;跨境电商,603021.SH,3
33,002528,ST板块;深圳国企改革;国企改革;智慧灯杆;人民币贬值受益;智能家居;数字经济;军民融合;智慧城市;安防;数字孪生;国资云;物联网;区块链;人工智能;人脸识别;机器视觉;智能医疗;数据要素;智慧政务;华为概念;信创;5G;华为鲲鹏;东数西算(算力),002528.SZ,25
33,300046,芯片概念;第三代半导体;专精特新;光伏概念;2025年报预增;储能;充电桩;海工装备;特高压;柔性直流输电;国企改革;股权转让(并购重组);深股通;融资融券,300046.SZ,14
33,000056,租售同权;物业管理;ST板块;智能物流;物联网;固态电池;芯片概念,000056.SZ,7
22,600381,白酒概念;ST板块;西部大开发,600381.SH,3
33,002199,股权转让(并购重组);ST板块,002199.SZ,2
22,600265,算力租赁;农业种植;ST板块;西部大开发,600265.SH,4
22,603272,ST板块;共同富裕示范区;专精特新;回购增持再贷款概念;工业互联网;长三角一体化,603272.SH,6
17,600693,免税店;物业管理;福建自贸区;统一大市场;旅游概念;跨境电商;冷链物流;IP经济(谷子经济);海峡两岸;数字经济;阿里巴巴概念;沪股通,600693.SH,12
151,920181,芯片概念;专精特新;新股与次新股;融资融券,920181.BJ,4
33,002856,新型城镇化;垃圾分类;粤港澳大湾区;国企改革;ST板块,002856.SZ,5
151,920786,三胎概念;玉米;乡村振兴;西部大开发;农机;农业种植;融资融券;乳业,920786.BJ,8
22,600745,同花顺漂亮100;ST板块;人民币贬值受益;车联网(车路协同);虚拟现实;智能座舱;华为概念;小米概念;无线耳机;智能穿戴;AI PC;汽车电子;AI手机;数据中心(AIDC);英伟达概念;消费电子概念;5G;苹果概念;液冷服务器;汽车芯片;同花顺果指数;芯片概念;先进封装;第三代半导体;股权转让(并购重组),600745.SH,25
33,002082,仿制药一致性评价;创新药;生物疫苗;阿尔茨海默概念;肝炎概念;医药电商;流感;医疗器械概念;ST板块;共同富裕示范区;一带一路;2026一季报预增,002082.SZ,12
33,300982,电力物联网;虚拟电厂;智能电网;数据中心(AIDC);储能;充电桩;工业互联网;光伏概念;融资融券,300982.SZ,9
33,000600,超超临界发电;生物质能发电;抽水蓄能;绿色电力;碳交易;虚拟电厂;风电;碳中和;储能;氢能源;国企改革;核电;DeepSeek概念;京津冀一体化;证金持股;人工智能;2025年报预增;深股通;融资融券,000600.SZ,19
17,600460,汽车芯片;国家大基金持股;MCU芯片;第三代半导体;先进封装;芯片概念;OLED;消费电子概念;智能穿戴;小米概念;传感器;汽车电子;MiniLED;华为概念;光伏概念;比亚迪概念;新能源汽车;2025年报预增;储能;家用电器;长三角一体化;风电;共同富裕示范区;沪股通;融资融券,600460.SH,25
33,000811,中芯国际概念;液冷服务器;超导概念;数据中心(AIDC);可控核聚变;3D打印;核电;储能;军工;海工装备;海峡两岸;新能源汽车;机器人概念;碳中和;水利;氢能源;人工智能;雅下水电概念;空气能热泵;燃料电池;创投;智能物流;固态电池;回购增持再贷款概念;中俄贸易概念;国企改革;冷链物流;体育产业;天然气;宠物经济;融资融券;冰雪产业;深股通,000811.SZ,33
33,300835,消费电子概念;稀土永磁;数据中心(AIDC);专精特新;新能源汽车;光伏概念;深股通,300835.SZ,7
17,600667,存储芯片;先进封装;OLED;芯片概念;数据中心(AIDC);光伏建筑一体化;绿色电力;回购增持再贷款概念;国企改革;沪股通;融资融券,600667.SH,11
151,920371,2025年报预增;预制菜;融资融券,920371.BJ,3
33,002552,PCB概念;5G;汽车电子;黄金概念;股权转让(并购重组);2026一季报预增;互联网金融;国企改革;深股通,002552.SZ,9
17,600563,超级电容;高压快充;数据中心(AIDC);光伏概念;储能;特高压;新能源汽车;柔性直流输电;人形机器人;军工;海峡两岸;高铁;福建自贸区;沪股通;融资融券,600563.SH,15
17,601231,共封装光学(CPO);同花顺果指数;苹果概念;WiFi 6;5G;消费电子概念;芯片概念;AI眼镜;汽车电子;智能穿戴;无线耳机;智能座舱;新能源汽车;物联网;元宇宙;一带一路;医疗器械概念;沪股通;融资融券,601231.SH,19
33,002733,钠离子电池;动力电池回收;固态电池;石墨烯;锂电池概念;5G;燃料电池;储能;数据中心(AIDC);氢能源;新能源汽车;东数西算(算力);粤港澳大湾区;人民币贬值受益;专精特新;无人机;军工;一带一路;阿里巴巴概念;百度概念;深股通;融资融券,002733.SZ,22
17,603919,白酒概念;啤酒概念;西部大开发;回购增持再贷款概念;沪股通;融资融券,603919.SH,6
17,600105,共封装光学(CPO);光纤概念;5G;芯片概念;超导概念;数据中心(AIDC);3D打印;商业航天;可控核聚变;东数西算(算力);专精特新;华为概念;军工;比亚迪概念;新能源汽车;网络安全;2025年报预增;长三角一体化;海工装备;核电;低空经济;华为汽车;数据安全;工业互联网;风电;一带一路;沪股通;参股银行;融资融券,600105.SH,29
17,600703,共封装光学(CPO);MicroLED概念;第三代半导体;MiniLED;汽车芯片;先进封装;5G;AI眼镜;芯片概念;数据中心(AIDC);消费电子概念;苹果概念;光伏概念;小米概念;卫星导航;商业航天;充电桩;无人驾驶;比亚迪概念;低空经济;数字经济;新能源汽车;金属回收;海峡两岸;福建自贸区;华为汽车;沪股通;融资融券;同花顺漂亮100,600703.SH,29
17,688416,存储芯片;MCU芯片;芯片概念;中芯国际概念;消费电子概念;小米概念;语音技术;人工智能;回购增持再贷款概念;融资融券,688416.SH,10
33,300710,物联网;芯片概念;拼多多概念;5G;创投;WiFi 6;电子竞技;无人驾驶;阿里巴巴概念;水利;手机游戏;毫米波雷达;光纤概念;股权转让(并购重组),300710.SZ,14
33,002323,数字乡村;智慧城市;光伏建筑一体化;ST板块;绿色电力;国企改革;一带一路;储能;HJT电池;光伏概念,002323.SZ,10
33,002617,第三代半导体;芯片概念;5G;电力物联网;新能源汽车;智能家居;机器人概念;人形机器人;绿色电力;特斯拉概念;跨境电商;深股通;融资融券,002617.SZ,13
17,603103,短剧游戏;文化传媒概念;IP经济(谷子经济);AI应用;虚拟现实;共同富裕示范区;沪股通;融资融券,603103.SH,8
33,300433,同花顺果指数;AI手机;无线耳机;汽车电子;苹果概念;柔性屏(折叠屏);人形机器人;智能穿戴;智能座舱;AI眼镜;传感器;小米汽车;OLED;新型工业化;消费电子概念;减速器;小米概念;商业航天;3D打印;虚拟现实;特斯拉概念;液冷服务器;机器人概念;比亚迪概念;新能源汽车;华为概念;元宇宙;充电桩;新型烟草(电子烟);工业互联网;智能家居;光伏概念;宁德时代概念;蚂蚁集团概念;人民币贬值受益;TOPCON电池;智能物流;回购增持再贷款概念;深股通;同花顺漂亮100;融资融券,300433.SZ,41
33,000716,粮食概念;农业种植;锂电池概念;PPP概念;乡村振兴;西部大开发;网红经济;一带一路;跨境电商;国企改革;养老概念;新能源汽车;储能;股权转让(并购重组);深股通;融资融券,000716.SZ,16
17,603203,先进封装;第三代半导体;共封装光学(CPO);中芯国际概念;存储芯片;富士康概念;OLED;PCB概念;苹果概念;芯片概念;液冷服务器;AI眼镜;消费电子概念;汽车电子;无线耳机;智能穿戴;专精特新;机器视觉;比亚迪概念;新能源汽车;新型工业化;宁德时代概念;华为概念;高端装备;机器人概念;工业互联网;人工智能;沪股通,603203.SH,28
33,300863,铜缆高速连接;商业航天;数据中心(AIDC);小米汽车;特斯拉概念;新能源汽车;人形机器人;储能;机器人概念;华为汽车;长安汽车概念;深股通;融资融券,300863.SZ,13
17,688260,光纤概念;消费电子概念;汽车电子;华为概念;无人驾驶;融资融券,688260.SH,6
33,301419,共封装光学(CPO);富士康概念;液冷服务器;5G;汽车热管理;人形机器人;机器人概念;人民币贬值受益;融资融券,301419.SZ,9
33,002056,BC电池;稀土永磁;小金属概念;TOPCON电池;锂电池概念;钙钛矿电池;华为数字能源;储能;光伏概念;光伏建筑一体化;无线充电;氢能源;特斯拉概念;比亚迪概念;新能源汽车;5G;工业互联网;东数西算(算力);机器人概念;华为概念;深股通;融资融券;军工;低空经济;数字经济,002056.SZ,25
33,000690,超超临界发电;绿色电力;风电;参股券商;创投;高股息精选;深股通;融资融券,000690.SZ,8
17,600557,医药电商;创新药;禽流感;毛发医疗;减肥药;流感;证金持股;养老概念;智能医疗;沪股通;融资融券,600557.SH,11
17,603637,碳中和;氢能源;国企改革;天然气,603637.SH,4
