股票代码,所属概念数量,code,所属概念,market_code
601208.SH,21,601208,PET铜箔;PCB概念;OLED;光刻胶;芯片概念;BC电池;柔性屏(折叠屏);苹果概念;消费电子概念;光伏概念;商业航天;特高压;新能源汽车;军工;燃料电池;氢能源;西部大开发;MLCC概念;2026中报预增;沪股通;融资融券,17
000026.SZ,8,000026,减速器;商业航天;人形机器人;机器人概念;智能穿戴;央企国企改革;国企改革;深股通,33
688071.SH,15,688071,人形机器人;华为汽车;长安汽车概念;机器人概念;车联网(车路协同);比亚迪概念;无人驾驶;专精特新;新能源汽车;高端装备;无人机;燃料电池;宁德时代概念;人工智能;融资融券,17
603626.SH,20,603626,智能音箱;特斯拉概念;机器人概念;虚拟现实;柔性屏(折叠屏);苹果概念;元宇宙;智能穿戴;富士康概念;消费电子概念;人民币贬值受益;华为概念;无线耳机;海峡两岸;新型烟草(电子烟);AI PC;储能;固态电池;沪股通;融资融券,17
300953.SZ,16,300953,人形机器人;小米汽车;比亚迪概念;小米概念;新能源汽车;机器人概念;宁德时代概念;飞行汽车(eVTOL);低空经济;锂电池概念;储能;2026一季报预增;一带一路;2026中报预增;深股通;融资融券,33
300404.SZ,11,300404,幽门螺杆菌概念;CRO概念;细胞免疫治疗;肝炎概念;减肥药;创新药;阿尔茨海默概念;智能医疗;人工智能;DeepSeek概念;专精特新,33
300718.SZ,10,300718,人形机器人;汽车热管理;特斯拉概念;机器人概念;专精特新;长三角一体化;风电;核电;融资融券;深股通,33
603119.SH,16,603119,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;无人驾驶;新能源汽车;专精特新;人民币贬值受益;共同富裕示范区;长三角一体化;宁德时代概念;一带一路;储能;沪股通;融资融券,17
603926.SH,5,603926,机器人概念;新能源汽车;长安汽车概念;农机;燃料电池,17
300580.SZ,13,300580,工业母机;人形机器人;新型工业化;华为汽车;机器视觉;机器人概念;特斯拉概念;新能源汽车;比亚迪概念;燃料电池;氢能源;PCB概念;深股通,33
301312.SZ,27,301312,共封装光学(CPO);先进封装;华为海思概念股;AI PC;苹果概念;MiniLED;MicroLED概念;芯片概念;消费电子概念;AI眼镜;汽车电子;新型烟草(电子烟);MR(混合现实);数据中心(AIDC);机器视觉;比亚迪概念;专精特新;虚拟现实;华为概念;新型工业化;机器人概念;高端装备;粤港澳大湾区;空间计算;元宇宙;深股通;融资融券,33
688717.SH,8,688717,虚拟电厂;锂电池概念;储能;充电桩;光伏概念;人民币贬值受益;沪股通;融资融券,17
002703.SZ,10,002703,长安汽车概念;小米汽车;无人驾驶;汽车电子;新能源汽车;小米概念;共同富裕示范区;比亚迪概念;深股通;融资融券,33
001233.SZ,11,001233,注册制次新股;海峡两岸;人民币贬值受益;中俄贸易概念;一带一路;专精特新;高端装备;俄乌冲突概念;深股通;新股与次新股;融资融券,33
002425.SZ,18,002425,手机游戏;网络游戏;IP经济(谷子经济);文化传媒概念;NFT概念;AIGC概念;元宇宙;AI应用;云游戏;人工智能;创投;快手概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);虚拟现实;华为概念;摘帽,33
601789.SH,18,601789,国资云;东数西算(算力);腾讯概念;阿里巴巴概念;数据中心(AIDC);区块链;百度概念;房屋检测;水利;新型城镇化;装配式建筑;PPP概念;低空经济;地下管网;国企改革;参股券商;沪股通;融资融券,17
300013.SZ,11,300013,跨境电商;统一大市场;冷链物流;智能物流;一带一路;国企改革;车联网(车路协同);物联网;比亚迪概念;卫星导航;股权转让(并购重组),33
920553.BJ,4,920553,融资融券;高端装备;烟草;工业母机,151
300661.SZ,14,300661,存储芯片;共封装光学(CPO);汽车芯片;OLED;芯片概念;消费电子概念;汽车电子;无线耳机;传感器;专精特新;锂电池概念;人工智能;融资融券;深股通,33
001234.SZ,5,001234,三胎概念;体育产业;长三角一体化;国企改革;股权转让(并购重组),33
301047.SZ,13,301047,细胞免疫治疗;肝炎概念;猴痘概念;流感;重组蛋白;合成生物;CRO概念;智能医疗;京津冀一体化;人民币贬值受益;人工智能;深股通;融资融券,33
601886.SH,13,601886,高股息精选;眼科医疗;民营医院;医美概念;装配式建筑;建筑节能;一带一路;光伏建筑一体化;绿色电力;融资融券;数字经济;光伏概念;沪股通,17
600381.SH,3,600381,白酒概念;ST板块;西部大开发,22
300005.SZ,23,300005,露营经济;三胎概念;足球概念;跨境电商;冰雪产业;体育产业;MicroLED概念;柔性屏(折叠屏);AI眼镜;MiniLED;OLED;机器人概念;消费电子概念;智能穿戴;芯片概念;京津冀一体化;商业航天;汽车芯片;MCU芯片;融资融券;先进封装;2026中报预增;深股通,33
300634.SZ,45,300634,云办公;华为昇腾;智谱AI;华为鲲鹏;数据安全;云计算;ChatGPT概念;多模态AI;智慧政务;信创;网络安全;百度概念;抖音概念(字节概念);AIGC概念;鸿蒙概念;阿里巴巴概念;算力租赁;AI智能体;腾讯概念;数据要素;AI应用;虚拟数字人;东数西算(算力);区块链;元宇宙;智慧城市;DeepSeek概念;数据中心(AIDC);车联网(车路协同);数字经济;人工智能;华为概念;虚拟现实;智能医疗;低空经济;5G;无人驾驶;机器人概念;IP经济(谷子经济);6G概念;创投;粤港澳大湾区;飞行汽车(eVTOL);融资融券;深股通,33
300626.SZ,7,300626,特斯拉概念;机器人概念;家用电器;军工;新能源汽车;医药电商;国企改革,33
001301.SZ,8,001301,石墨电极;锂电池概念;宁德时代概念;储能;京津冀一体化;专精特新;融资融券;深股通,33
002226.SZ,21,002226,新疆振兴;AI语料;水利;多模态AI;民爆概念;人工智能;独角兽概念;工业互联网;雅下水电概念;一带一路;创投;专精特新;国企改革;央企国企改革;军民融合;风电;绿色电力;军工;比亚迪概念;新能源汽车;深股通,33
688418.SH,33,688418,卫星导航;6G概念;商业航天;WiFi 6;无人机;军工;F5G概念;5G;低空经济;量子科技;飞行汽车(eVTOL);网络安全;数据中心(AIDC);物联网;华为概念;智慧灯杆;车联网(车路协同);光纤概念;无人驾驶;机器人概念;智慧政务;智慧城市;华为数字能源;人工智能;AI智能体;储能;工业互联网;DeepSeek概念;一带一路;养老概念;东数西算(算力);沪股通;融资融券,17
603501.SH,21,603501,汽车芯片;AI眼镜;MCU芯片;传感器;OLED;汽车电子;英伟达概念;无线耳机;机器视觉;芯片概念;消费电子概念;小米概念;无人驾驶;华为概念;中芯国际概念;华为手机;人民币贬值受益;医疗器械概念;同花顺漂亮100;融资融券;沪股通,17
688807.SH,11,688807,共封装光学(CPO);科创次新股;汽车芯片;5G;MCU芯片;芯片概念;数据中心(AIDC);注册制次新股;海峡两岸;新股与次新股;融资融券,17
301117.SZ,26,301117,军工信息化;军民融合;卫星导航;商业航天;网络安全;军工;数据安全;华为昇腾;智慧政务;DRG/DIP;AI智能体;东数西算(算力);移动支付;安防;人工智能;区块链;数据中心(AIDC);数字经济;华为概念;DeepSeek概念;智能医疗;西部大开发;芯片概念;汽车芯片;深股通;融资融券,33
301259.SZ,13,301259,算力租赁;东数西算(算力);数据中心(AIDC);人工智能;新型城镇化;垃圾分类;污水处理;芯片概念;土壤修复;固废处理;乡村振兴;深股通;融资融券,33
000661.SZ,12,000661,生物疫苗;创新药;阿尔茨海默概念;流感;辅助生殖;医美概念;证金持股;智能医疗;国企改革;AI智能体;深股通;融资融券,33
688321.SH,12,688321,创新药;减肥药;肝炎概念;猴痘概念;医药电商;智能医疗;AI应用;中俄贸易概念;DeepSeek概念;粤港澳大湾区;沪股通;融资融券,17
603912.SH,13,603912,算力租赁;东数西算(算力);液冷服务器;数据中心(AIDC);抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;5G;华为概念;专精特新;DeepSeek概念;沪股通,17
688322.SH,32,688322,人形机器人;新型工业化;同花顺新质50;MLOps概念;机器视觉;空间计算;传感器;英伟达概念;智能座舱;数字孪生;机器人概念;无人驾驶;3D打印;新能源汽车;人脸识别;虚拟现实;元宇宙;专精特新;消费电子概念;华为概念;智能物流;移动支付;虚拟数字人;东数西算(算力);阿里巴巴概念;人工智能;在线教育;芯片概念;蚂蚁集团概念;粤港澳大湾区;沪股通;融资融券,17
688320.SH,16,688320,人形机器人;工业母机;新型工业化;机器人概念;比亚迪概念;传感器;工业互联网;专精特新;人工智能;华为概念;富士康概念;宁德时代概念;锂电池概念;芯片概念;沪股通;融资融券,17
002175.SZ,11,002175,股权转让(并购重组);物业管理;ST板块;智能物流;工业互联网;物联网;西部大开发;新能源汽车;高端装备;芯片概念;超级电容,33
002150.SZ,10,002150,储能;风电;充电桩;光伏概念;乡村振兴;一带一路;农机;人民币贬值受益;深股通;融资融券,33
600619.SH,18,600619,光刻机;上海自贸区;汽车热管理;比亚迪概念;空气能热泵;新能源汽车;上海国企改革;芯片概念;家用电器;小米概念;一带一路;储能;高压快充;冷链物流;国企改革;2026中报预增;沪股通;融资融券,17
603175.SH,21,603175,PCB概念;消费电子概念;存储芯片;毫米波雷达;汽车电子;OLED;芯片概念;东数西算(算力);注册制次新股;数据中心(AIDC);智能座舱;无人驾驶;海峡两岸;比亚迪概念;新能源汽车;特斯拉概念;机器人概念;人民币贬值受益;一带一路;新股与次新股;融资融券,17
601199.SH,10,601199,PPP概念;水利;污水处理;绿色电力;参股银行;国企改革;智慧城市;沪股通;融资融券;地下管网,17
688023.SH,23,688023,数据安全;华为昇腾;网络安全;信创;云计算;ChatGPT概念;AI智能体;数据要素;百度概念;AI应用;阿里巴巴概念;区块链;智慧城市;车联网(车路协同);DeepSeek概念;物联网;人工智能;量子科技;华为概念;低空经济;无人机;沪股通;融资融券,17
688513.SH,6,688513,创新药;仿制药一致性评价;智能医疗;西部大开发;沪股通;融资融券,17
603530.SH,9,603530,抽水蓄能;柔性直流输电;智能电网;特高压;绿色电力;风电;核电;沪股通;融资融券,17
003031.SZ,22,003031,共封装光学(CPO);光刻机;第三代半导体;6G概念;华为海思概念股;芯片概念;5G;消费电子概念;汽车电子;卫星导航;商业航天;专精特新;比亚迪概念;新能源汽车;华为概念;军工;充电桩;央企国企改革;国企改革;中字头股票;融资融券;深股通,33
002364.SZ,30,002364,中国AI 50;5G;数据中心(AIDC);高压快充;东数西算(算力);特高压;智能电网;充电桩;华为概念;虚拟电厂;储能;换电概念;新能源汽车;宁德时代概念;核电;阿里巴巴概念;百度概念;风电;数字孪生;腾讯概念;海工装备;工业互联网;氢能源;拼多多概念;碳中和;水利;两轮车;数据要素;深股通;融资融券,33
688109.SH,19,688109,物业管理;水利;雅下水电概念;数字经济;共同富裕示范区;数字孪生;AIGC概念;数据要素;机器人概念;人工智能;DeepSeek概念;AI智能体;无人驾驶;机器视觉;华为昇腾;智能穿戴;AI眼镜;沪股通;融资融券,17
688068.SH,13,688068,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;京津冀一体化;人工智能;沪股通;融资融券,17
300503.SZ,23,300503,减速器;工业母机;人形机器人;新型工业化;机器人概念;传感器;富士康概念;高端装备;新能源汽车;比亚迪概念;商业航天;专精特新;燃料电池;人工智能;PCB概念;海峡两岸;粤港澳大湾区;芯片概念;氢能源;光伏概念;MLCC概念;融资融券;深股通,33
002747.SZ,19,002747,工业母机;人形机器人;新型工业化;机器视觉;长安汽车概念;机器人概念;比亚迪概念;高端装备;农机;专精特新;工业互联网;宁德时代概念;智能医疗;光伏概念;养老概念;医疗器械概念;深股通;2026中报预增;融资融券,33
603790.SH,4,603790,染料;PEEK材料;换电概念;股权转让(并购重组),17
002552.SZ,10,002552,PCB概念;5G;股权转让(并购重组);汽车电子;黄金概念;互联网金融;2026一季报预增;国企改革;2026中报预增;深股通,33
600265.SH,4,600265,ST板块;农业种植;西部大开发;算力租赁,22
002384.SZ,24,002384,共封装光学(CPO);光纤概念;同花顺果指数;PCB概念;MiniLED;苹果概念;AI手机;芯片概念;5G;消费电子概念;智能穿戴;2026一季报预增;数据中心(AIDC);小米概念;高压快充;华为概念;特斯拉概念;人形机器人;新能源汽车;机器人概念;深股通;人民币贬值受益;2026中报预增;融资融券,33
000700.SZ,13,000700,人形机器人;华为汽车;特斯拉概念;小米汽车;比亚迪概念;小米概念;新能源汽车;机器人概念;融资融券;智能医疗;参股银行;民营医院;深股通,33
603023.SH,10,603023,EDR概念;车联网(车路协同);黑龙江自贸区;新能源汽车;无人驾驶;国企改革;智能座舱;传感器;汽车电子;股权转让(并购重组),17
300331.SZ,22,300331,光刻机;中芯国际概念;OLED;芯片概念;柔性屏(折叠屏);3D打印;电子纸;智能穿戴;专精特新;光伏概念;小米概念;烟草;华为概念;AI PC;虚拟现实;元宇宙;人工智能;IP经济(谷子经济);体育产业;2026中报预增;深股通;融资融券,33
688500.SH,24,688500,小红书概念;算力租赁;AI语料;智慧政务;抖音概念(字节概念);虚拟数字人;AIGC概念;烟草;阿里巴巴概念;AI智能体;东数西算(算力);数据要素;AI应用;华为概念;数字乡村;数据中心(AIDC);智慧城市;人形机器人;数字经济;人工智能;DeepSeek概念;机器人概念;乡村振兴;融资融券,17
603667.SH,15,603667,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;高端装备;新能源汽车;大飞机;商业航天;无人机;军工;风电;特钢概念;沪股通;融资融券,17
000610.SZ,6,000610,旅游概念;ST板块;创投;一带一路;国企改革;西部大开发,33
603063.SH,10,603063,光伏概念;智能电网;储能;抽水蓄能;风电;粤港澳大湾区;海工装备;氢能源;沪股通;融资融券,17
605196.SH,8,605196,一带一路;中俄贸易概念;人民币贬值受益;工业互联网;海工装备;智能电网;光伏概念;沪股通,17
002759.SZ,10,002759,氟化工概念;磷化工;钠离子电池;固态电池;锂电池概念;宁德时代概念;新能源汽车;家用电器;比亚迪概念;ST板块,33
600136.SH,4,600136,ST板块;物业管理;国企改革;文化传媒概念,22
002514.SZ,21,002514,ST板块;养老概念;换电概念;人形机器人;充电桩;机器人概念;智能电网;高压快充;碳中和;华为概念;华为数字能源;一带一路;污水处理;新能源汽车;储能;HJT电池;高端装备;光伏概念;钙钛矿电池;工业母机;TOPCON电池,33
