股票代码,所属概念,所属概念数量,code,market_code
603045.SH,数据中心;智能电网;汽车电子;5G;2025年报预增;工业互联网;充电桩;HJT电池;比亚迪概念;新能源汽车;智能家居;储能;高铁;BC电池;TOPCON电池;金属回收;黄金概念;股权转让(并购重组);融资融券,19,603045,17
688112.SH,苹果概念;芯片概念;英伟达概念;华为概念;专精特新;粤港澳大湾区;人民币贬值受益;沪股通;融资融券,9,688112,17
301095.SZ,共封装光学(CPO);光刻机;存储芯片;第三代半导体;芯片概念;专精特新;信创;AI智能体;人工智能;DeepSeek概念;深股通;融资融券,12,301095,33
920015.BJ,芯片概念;有机硅概念;光刻胶;专精特新;新股与次新股;融资融券;国企改革,7,920015,151
920036.BJ,多模态AI;物联网;AI应用;AI智能体;新股与次新股;融资融券;人民币贬值受益,7,920036,151
688028.SH,培育钻石;OLED;工业母机;核电;芯片概念;新能源汽车;人形机器人;沪股通;融资融券,9,688028,17
300136.SZ,商业航天;卫星导航;6G概念;无人机;WiFi 6;低空经济;毫米波雷达;芯片概念;5G;车联网(车路协同);柔性屏(折叠屏);华为概念;虚拟现实;同花顺果指数;物联网;富士康概念;智能穿戴;智能音箱;AI眼镜;无线充电;消费电子概念;机器人概念;汽车电子;无线耳机;苹果概念;特斯拉概念;海峡两岸;粤港澳大湾区;一带一路;人民币贬值受益;回购增持再贷款概念;深股通;融资融券,33,300136,33
920368.BJ,一带一路;融资融券;光伏概念;第三代半导体;TOPCON电池;BC电池;HJT电池;硅能源,8,920368,151
920394.BJ,风电;融资融券;高铁;低空经济;大飞机;比亚迪概念;特高压;无人机;国企改革;新能源汽车;专精特新,11,920394,151
301002.SZ,商业航天;智慧灯杆;人形机器人;智慧城市;机器人概念;体育产业;储能;光伏概念;融资融券,9,301002,33
920914.BJ,商业航天;小金属概念;回购增持再贷款概念;融资融券;宁德时代概念;卫星导航;氢能源;锂电池概念;专精特新;金属镍;军工;比亚迪概念,12,920914,151
300632.SZ,MiniLED;第三代半导体;柔性屏(折叠屏);先进封装;富士康概念;OLED;AI眼镜;汽车电子;PET铜箔;5G;消费电子概念;PCB概念;智能穿戴;芯片概念;无线耳机;传感器;无人机;脑机接口;人形机器人;无人驾驶;比亚迪概念;机器人概念;福建自贸区;海峡两岸;鸿蒙概念;医美概念;充电桩;家用电器;固态电池;储能;人民币贬值受益;锂电池概念;养老概念;一带一路;消毒剂,35,300632,33
600776.SH,AI智能体;信创;网络安全;卫星导航;数字经济;商业航天;华为概念;5G;2025年报预增;央企国企改革;国企改革;融资融券;沪股通,13,600776,17
300735.SZ,毫米波雷达;智能座舱;智能穿戴;无人驾驶;小米概念;汽车电子;人形机器人;传感器;消费电子概念;5G;机器人概念;MCU芯片;安防;华为概念;低空经济;车联网(车路协同);华为手机;卫星导航;物联网;商业航天;小米汽车;华为汽车;新能源汽车;EDR概念;工业互联网;智能家居;粤港澳大湾区;东数西算(算力);移动支付;光伏概念;充电桩;储能;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券,37,300735,33
000967.SZ,储能;充电桩;新能源汽车;智能电网;核电;污水处理;垃圾分类;固废处理;机器人概念;回购增持再贷款概念;华为概念;物联网;特色小镇;无人驾驶;PPP概念;智慧城市;云计算;数据要素;深股通;融资融券,20,000967,33
920116.BJ,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;卫星导航;商业航天;数据要素;国企改革,12,920116,151
002723.SZ,短剧游戏;空气能热泵;露营经济;PPP概念;新型烟草(电子烟);家用电器;跨境电商;储能;液冷服务器;医疗器械概念;军工;宠物经济,12,002723,33
301270.SZ,Sora概念(文生视频);AIGC概念;知识产权保护;抖音概念(字节概念);数字水印;数据要素;阿里巴巴概念;云计算;鸿蒙概念;腾讯概念;DeepSeek概念;人工智能;IP经济(谷子经济);AI应用;华为概念;小米概念;华为汽车;融资融券,18,301270,33
688399.SH,猴痘概念;基因测序;肝炎概念;流感;智能医疗;医药电商;医疗器械概念;维生素;专精特新;沪股通;融资融券,11,688399,17
920510.BJ,芯片概念;机器人概念;融资融券;专精特新;人形机器人;减速器;新能源汽车,7,920510,151
300747.SZ,光纤概念;商业航天;先进封装;航空发动机;5G;OLED;芯片概念;无人机;PCB概念;3D打印;工业母机;低空经济;高端装备;新能源汽车;数字水印;光伏概念;BC电池;TOPCON电池;风电;央企国企改革;国企改革;融资融券;深股通,23,300747,33
920961.BJ,卫星导航;芯片概念;股权转让(并购重组);军工信息化;商业航天;华为概念;无人驾驶;太赫兹;车联网(车路协同);星闪概念;融资融券;毫米波雷达;军工;专精特新;5G;6G概念;低空经济,17,920961,151
688678.SH,富士康概念;消费电子概念;苹果概念;特斯拉概念;比亚迪概念;人形机器人;新能源汽车;2026一季报预增;机器人概念;光伏概念;TOPCON电池;海峡两岸;医疗器械概念;沪股通;融资融券,15,688678,17
300773.SZ,数字货币;移动支付;蚂蚁集团概念;跨境支付(CIPS);云计算;数据确权;区块链;AI智能体;互联网金融;数据要素;鸿蒙概念;腾讯概念;数字经济;DeepSeek概念;人工智能;华为概念;AI应用;跨境电商;智能物流;智能穿戴;小米概念;2025年报预增;参股保险;深股通;融资融券,25,300773,33
301183.SZ,F5G概念;共封装光学(CPO);华为手机;6G概念;消费电子概念;汽车电子;小米概念;虚拟现实;专精特新;2025年报预增;华为概念;无人驾驶;深股通;融资融券,14,301183,33
002963.SZ,新型城镇化;智慧灯杆;雄安新区;换电概念;充电桩;物联网;智慧城市;华为概念;物业管理;数据中心;储能;旅游概念;高压快充;数字孪生;液冷服务器;碳中和;腾讯概念;阿里巴巴概念,18,002963,33
002708.SZ,汽车电子;消费电子概念;智能穿戴;比亚迪概念;智能座舱;长安汽车概念;人形机器人;PCB概念;股权转让(并购重组);新能源汽车;机器人概念;无人驾驶;AI眼镜;减速器;飞行汽车(eVTOL);2025年报预增;低空经济;军工;回购增持再贷款概念;国企改革;深股通,21,002708,33
920139.BJ,上海自贸区;融资融券;芯片概念;中芯国际概念;汽车芯片;MCU芯片;存储芯片;先进封装;专精特新,9,920139,151
920640.BJ,2025年报预增;军工;铜缆高速连接;无人机;卫星导航;融资融券;西部大开发;商业航天;华为概念;毫米波雷达;量子科技;芯片概念;国企改革;央企国企改革;军民融合;5G;军工信息化;低空经济;专精特新,19,920640,151
688611.SH,电力物联网;芯片概念;传感器;物联网;存储芯片;智能电网;机器人概念;人形机器人;特高压;光伏概念;钙钛矿电池;虚拟电厂;储能;区块链;沪股通;融资融券,16,688611,17
920060.BJ,商业航天;一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,13,920060,151
603130.SH,共同富裕示范区;沪股通,2,603130,17
300473.SZ,汽车电子;传感器;比亚迪概念;新能源汽车;长安汽车概念;人民币贬值受益;华为概念;汽车热管理;2025年报预增;华为汽车;锂电池概念;燃料电池;固态电池;氢能源;股权转让(并购重组),15,300473,33
300809.SZ,人形机器人;工业母机;第三代半导体;新型工业化;光刻机;专精特新;机器人概念;高端装备;2025年报预增;一带一路;深股通,11,300809,33
605222.SH,柔性直流输电;特高压;核电;海工装备;商业航天;大飞机;军工;风电;机器人概念;光伏概念;特斯拉概念;充电桩;数据中心;可控核聚变;沪股通,15,605222,17
301148.SZ,核污染防治;海峡两岸;专精特新;福建自贸区;核电;新型城镇化;污水处理;融资融券,8,301148,33
688518.SH,先进封装;共封装光学(CPO);MicroLED概念;芯片概念;消费电子概念;3D打印;光纤概念;宁德时代概念;固态电池;钙钛矿电池;工业母机;新型工业化;新能源汽车;锂电池概念;华为概念;光伏概念;机器人概念;燃料电池;储能;氢能源;沪股通;融资融券,22,688518,17
300394.SZ,共封装光学(CPO);光纤概念;先进封装;英伟达概念;5G;数据中心;无人驾驶;同花顺新质50;华为概念;专精特新;人民币贬值受益;深股通;融资融券,13,300394,33
300561.SZ,语音技术;ST板块;人脸识别;网络安全;物联网;粤港澳大湾区;信创;互联网金融;数据安全;人工智能;区块链;物业管理;百度概念;AI应用;股权转让(并购重组),15,300561,33
002565.SZ,卫星导航;商业航天;东数西算(算力);土壤修复;工业大麻;一带一路;新型烟草(电子烟);生态农业;回购增持再贷款概念;跨境电商;深股通;融资融券,12,002565,33
000973.SZ,固态电池;锂电池概念;宁德时代概念;2026一季报预增;比亚迪概念;国企改革;OLED;航运概念;融资融券;粤港澳大湾区;证金持股;特高压;AI眼镜;深股通;股权转让(并购重组),15,000973,33
920346.BJ,飞行汽车(eVTOL);车联网(车路协同);长安汽车概念;融资融券;机器人概念;长三角一体化;智能家居;新能源汽车;智能物流;无人驾驶;数据中心;小米汽车;净水概念;家用电器;华为汽车;充电桩;PCB概念;人民币贬值受益;低空经济;人形机器人;储能,21,920346,151
920690.BJ,人形机器人;飞行汽车(eVTOL);军工;芯片概念;特斯拉概念;机器人概念;低空经济;专精特新;新能源汽车;汽车电子;汽车热管理;融资融券,12,920690,151
920011.BJ,家用电器;机器人概念;小米概念;一带一路;智能家居;参股银行;新股与次新股;融资融券,8,920011,151
688226.SH,共封装光学(CPO);数据中心;东数西算(算力);智能电网;华为概念;特斯拉概念;专精特新;光伏概念;储能;HJT电池;风电;钠离子电池;沪股通;融资融券,14,688226,17
688375.SH,军工信息化;卫星导航;6G概念;商业航天;军民融合;军工;DeepSeek概念;无人机;毫米波雷达;5G;芯片概念;第三代半导体;先进封装;央企国企改革;回购增持再贷款概念;国企改革;沪股通;融资融券,18,688375,17
688416.SH,存储芯片;MCU芯片;中芯国际概念;芯片概念;消费电子概念;小米概念;语音技术;人工智能;回购增持再贷款概念;融资融券,10,688416,17
600773.SH,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,7,600773,17
300456.SZ,共封装光学(CPO);光刻机;先进封装;太赫兹;6G概念;华为海思概念股;第三代半导体;5G;芯片概念;国家大基金持股;消费电子概念;汽车电子;数据中心;华为概念;传感器;无人驾驶;新型工业化;东数西算(算力);卫星导航;物联网;百度概念;人民币贬值受益;无人机;独角兽概念;时空大数据;创投;京津冀一体化;融资融券;深股通,29,300456,33
920932.BJ,AI应用;知识产权保护;华为盘古;人形机器人;智慧城市;ERP概念;工业互联网;储能;新型工业化;机器人概念;数字经济;换电概念;碳中和;钠离子电池;融资融券;华为鲲鹏;无人驾驶;机器视觉;智慧政务;专精特新;华为概念;DeepSeek概念;充电桩;人工智能;信创;物联网;5G,27,920932,151
920578.BJ,新能源汽车;融资融券;新型工业化;机器人概念;西部大开发;工业互联网;专精特新;工业母机,8,920578,151
000819.SZ,POE胶膜;消毒剂;国企改革;央企国企改革;深股通;融资融券,6,000819,33
688170.SH,共封装光学(CPO);PET铜箔;光纤概念;先进封装;PCB概念;第三代半导体;存储芯片;OLED;MicroLED概念;柔性屏(折叠屏);华为海思概念股;芯片概念;3D打印;商业航天;BC电池;钙钛矿电池;宁德时代概念;光伏概念;固态电池;碳纤维;高端装备;专精特新;锂电池概念;华为概念;融资融券,25,688170,17
600577.SH,超导概念;可控核聚变;人形机器人;高压快充;新能源汽车;比亚迪概念;特斯拉概念;智能电网;机器人概念;军工;铜缆高速连接;数据中心;工业互联网;移动支付;ERP概念;跨境支付(CIPS);沪股通;股权转让(并购重组);融资融券,19,600577,17
605286.SH,东数西算(算力);虚拟电厂;人工智能;绿色电力;新型城镇化;储能;风电;氢能源;沪股通,9,605286,17
688205.SH,共封装光学(CPO);F5G概念;5G;芯片概念;数据中心;东数西算(算力);专精特新;沪股通;融资融券,9,688205,17
300629.SZ,军工信息化;卫星导航;商业航天;军民融合;大飞机;军工;无人机;低空经济;国产操作系统;碳纤维;芯片概念;新能源汽车;深股通;融资融券,14,300629,33
920274.BJ,2025年报预增;海峡两岸;国企改革;专精特新;融资融券;锂电池概念,6,920274,151
688667.SH,2025年报预增;汽车电子;新能源汽车;专精特新;长安汽车概念;车联网(车路协同);融资融券,7,688667,17
301479.SZ,AI眼镜;虚拟现实;小米概念;智能座舱;消费电子概念;机器视觉;智能家居;无人驾驶;专精特新;粤港澳大湾区;比亚迪概念;机器人概念;人形机器人;深股通;融资融券,15,301479,33
688585.SH,人形机器人;机器人概念;燃料电池;风电;一带一路;氢能源;可降解塑料;沪股通;股权转让(并购重组);融资融券,10,688585,17
688115.SH,WiFi 6;虚拟现实;机器视觉;华为概念;数字孪生;新型工业化;芯片概念;工业互联网;军工;苹果概念;股权转让(并购重组);融资融券,12,688115,17
300970.SZ,合成生物;农业种植;乡村振兴;融资融券,4,300970,33
603829.SH,智能电网;光伏概念;储能,3,603829,17
300351.SZ,军工;无人机;液冷服务器;高压快充;商业航天;军民融合;5G;海工装备;低空经济;充电桩;高铁;数据中心;卫星导航;比亚迪概念;换电概念;人形机器人;新能源汽车;机器人概念;储能;华为汽车;华为概念;风电;长安汽车概念;光纤概念;共封装光学(CPO);锂电池概念;一带一路;共同富裕示范区;深股通;融资融券,30,300351,33
605255.SH,汽车热管理;长安汽车概念;新能源汽车;燃料电池;沪股通;股权转让(并购重组),6,605255,17
603090.SH,液冷服务器;数据中心;2025年报预增;新能源汽车;锂电池概念;储能;人民币贬值受益;农机;牙科医疗;数据要素;氢能源;风电;碳中和;乡村振兴;煤化工概念,15,603090,17
301617.SZ,固态电池;专精特新;金属回收;深股通;融资融券,5,301617,33
