股票代码,code,所属概念数量,所属概念,market_code
002354.SZ,002354,44,AI视频;虚拟数字人;AI语料;Web3.0;小红书概念;在线教育;快手概念;手机游戏;短剧游戏;ChatGPT概念;文化传媒概念;AIGC概念;网络游戏;电子竞技;元宇宙;多模态AI;数据确权;数字孪生;AI应用;IP经济(谷子经济);云计算;数据要素;抖音概念(字节概念);AI智能体;百度概念;信创;腾讯概念;数字经济;DeepSeek概念;人工智能;算力租赁;跨境电商;智能医疗;虚拟现实;机器视觉;MR(混合现实);乡村振兴;人形机器人;机器人概念;东数西算(算力);虚拟电厂;芯片概念;深股通;融资融券,33
600596.SH,600596,19,草甘膦;有机硅概念;硅能源;锂电池概念;大豆;2026一季报预增;光伏概念;转基因;玉米;华为概念;液冷服务器;乡村振兴;农业种植;共同富裕示范区;光纤概念;东数西算(算力);人形机器人;沪股通;融资融券,17
600703.SH,600703,30,共封装光学(CPO);第三代半导体;MicroLED概念;MiniLED;汽车芯片;先进封装;AI眼镜;芯片概念;5G;消费电子概念;苹果概念;光伏概念;数据中心(AIDC);小米概念;卫星导航;商业航天;充电桩;比亚迪概念;无人驾驶;新能源汽车;华为汽车;安防;低空经济;海峡两岸;数字经济;福建自贸区;金属回收;沪股通;融资融券;同花顺漂亮100,17
605277.SH,605277,16,东数西算(算力);数据中心(AIDC);充电桩;华为概念;储能;F5G概念;5G;铜缆高速连接;液冷服务器;光伏概念;机器人概念;新能源汽车;汽车电子;消费电子概念;融资融券;沪股通,17
000032.SZ,000032,45,中芯国际概念;可控核聚变;算力租赁;数据安全;国产操作系统;东数西算(算力);商业航天;云计算;数据确权;国资云;智谱AI;信创;华为鲲鹏;智慧政务;数据中心(AIDC);芯片概念;安防;低空经济;数字乡村;AI智能体;数据要素;智慧城市;阿里巴巴概念;专精特新;DeepSeek概念;AI语料;人工智能;抖音概念(字节概念);粤港澳大湾区;AI应用;柔性屏(折叠屏);智能医疗;数字孪生;碳中和;工业互联网;元宇宙;数字经济;高铁;绿色电力;央企国企改革;国企改革;乡村振兴;体育产业;融资融券;深股通,33
002452.SZ,002452,15,智能电网;柔性直流输电;充电桩;特高压;储能;数据中心(AIDC);风电;光伏概念;军工;新能源汽车;专精特新;绿色电力;新疆振兴;深股通;融资融券,33
000967.SZ,000967,21,算力租赁;云计算;智能电网;储能;华为概念;充电桩;物联网;核电;无人驾驶;智慧城市;数据要素;新能源汽车;绿色电力;机器人概念;垃圾分类;固废处理;污水处理;PPP概念;特色小镇;深股通;融资融券,33
002584.SZ,002584,19,光刻胶;氟化工概念;芯片概念;消毒剂;磷化工;光伏概念;锂电池概念;PCB概念;专精特新;核污染防治;粤港澳大湾区;食品安全;核电;创投;碳中和;煤化工概念;辅助生殖;重组蛋白;深股通,33
600877.SH,600877,24,卫星导航;商业航天;WiFi 6;无人机;MCU芯片;6G概念;星闪概念;无线充电;传感器;毫米波雷达;5G;汽车芯片;芯片概念;汽车电子;消费电子概念;光伏概念;数据要素;储能;长安汽车概念;西部大开发;央企国企改革;国企改革;沪股通;融资融券,17
002687.SZ,002687,1,创投,33
600379.SH,600379,15,光热发电;氢能源;燃料电池;虚拟电厂;西部大开发;高铁;智能电网;国企改革;风电;储能;央企国企改革;特高压;军工;芯片概念;融资融券,17
002643.SZ,002643,17,光刻胶;OLED;芯片概念;钙钛矿电池;PEEK材料;光伏概念;锂电池概念;固态电池;光纤概念;燃料电池;人民币贬值受益;供销社;国企改革;肝炎概念;仿制药一致性评价;深股通;融资融券,33
002427.SZ,002427,4,国企改革;海工装备;新能源汽车;深股通,33
002303.SZ,002303,11,人造肉;工业大麻;一带一路;预制菜;绿色电力;区块链;军民融合;海峡两岸;高股息精选;深股通;融资融券,33
000818.SZ,000818,22,算力租赁;云计算;东数西算(算力);数据中心(AIDC);英伟达概念;卫星导航;DeepSeek概念;5G;军工;人工智能;军民融合;创投;燃料电池;氢能源;芯片概念;国企改革;铜缆高速连接;共封装光学(CPO);环氧丙烷;存储芯片;深股通;融资融券,33
002550.SZ,002550,5,仿制药一致性评价;创新药;肝炎概念;合成生物;深股通,33
002169.SZ,002169,16,芯片概念;光伏概念;宁德时代概念;特高压;充电桩;数据中心(AIDC);储能;智能电网;电力物联网;工业互联网;虚拟电厂;碳中和;钒电池;绿色电力;深股通;融资融券,33
300120.SZ,300120,15,安防;智慧灯杆;风电;海工装备;人民币贬值受益;PET铜箔;柔性直流输电;特高压;柔性屏(折叠屏);汽车电子;消费电子概念;芯片概念;OLED;股权转让(并购重组);深股通,33
300687.SZ,300687,28,华为昇腾;算力租赁;华为欧拉;华为盘古;华为鲲鹏;信创;财税数字化;多模态AI;ERP概念;鸿蒙概念;C2M概念;AI智能体;华为概念;ChatGPT概念;AIGC概念;DeepSeek概念;人工智能;AI应用;PCB概念;新型工业化;粤港澳大湾区;工业互联网;机器人概念;创投;智能医疗;宁德时代概念;融资融券;深股通,33
000960.SZ,000960,9,金属锌;金属铅;金属铜;小金属概念;2026一季报预增;西部大开发;国企改革;深股通;融资融券,33
688001.SH,688001,14,MicroLED概念;OLED;苹果概念;汽车电子;智能穿戴;消费电子概念;无线耳机;5G;芯片概念;智能音箱;特斯拉概念;人形机器人;沪股通;融资融券,17
301209.SZ,301209,6,光刻胶;专精特新;染料;光刻机;深股通;融资融券,33
688808.SH,688808,10,科创次新股;共封装光学(CPO);存储芯片;芯片概念;注册制次新股;专精特新;高端装备;2026一季报预增;新股与次新股;融资融券,17
300174.SZ,300174,7,超级电容;PM2.5;储能;海峡两岸;股权转让(并购重组);深股通;融资融券,33
002367.SZ,002367,7,新型城镇化;一带一路;创投;长三角一体化;物联网;深股通;融资融券,33
920186.BJ,920186,13,存储芯片;量子科技;5G;中字头股票;国家大基金持股;中芯国际概念;第三代半导体;芯片概念;专精特新;新股与次新股;融资融券;国企改革;2026一季报预增,151
300843.SZ,300843,19,铜缆高速连接;富士康概念;液冷服务器;消费电子概念;新型烟草(电子烟);高压快充;小米概念;数据中心(AIDC);比亚迪概念;智能座舱;新能源汽车;无人机;充电桩;储能;机器人概念;低空经济;人形机器人;飞行汽车(eVTOL);深股通,33
301251.SZ,301251,13,共封装光学(CPO);PCB概念;富士康概念;MiniLED;5G;汽车电子;专精特新;新型工业化;机器人概念;工业互联网;一带一路;深股通;融资融券,33
300990.SZ,300990,14,光刻机;液冷服务器;芯片概念;数据中心(AIDC);宁德时代概念;专精特新;新能源汽车;高端装备;储能;换电概念;2025年报预增;氢能源;深股通;融资融券,33
301162.SZ,301162,12,虚拟电厂;碳交易;绿色电力;智能电网;AI应用;风电;储能;人工智能;光伏概念;专精特新;深股通;融资融券,33
002173.SZ,002173,15,高压氧舱;脑机接口;华为昇腾;智能医疗;人工智能;DeepSeek概念;医疗器械概念;养老概念;医美概念;共同富裕示范区;眼科医疗;民营医院;三胎概念;深股通;融资融券,33
301448.SZ,301448,5,专精特新;锂电池概念;人民币贬值受益;跨境电商;融资融券,33
300751.SZ,300751,15,钙钛矿电池;HJT电池;存储芯片;MicroLED概念;第三代半导体;芯片概念;先进封装;MiniLED;光伏概念;OLED;高端装备;新型工业化;锂电池概念;融资融券;深股通,33
300131.SZ,300131,26,第三代半导体;存储芯片;共封装光学(CPO);汽车芯片;OLED;芯片概念;AI眼镜;汽车电子;传感器;小米概念;数据中心(AIDC);新能源汽车;智能座舱;无人驾驶;智能家居;物联网;机器人概念;粤港澳大湾区;ERP概念;长安汽车概念;车联网(车路协同);阿里巴巴概念;腾讯概念;智慧城市;深股通;融资融券,33
600531.SH,600531,12,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属回收;核电;锂电池概念;固废处理;国企改革;沪股通;融资融券,17
002156.SZ,002156,25,国家大基金持股;存储芯片;先进封装;共封装光学(CPO);汽车芯片;华为海思概念股;第三代半导体;芯片概念;AI PC;汽车电子;消费电子概念;智能穿戴;智能座舱;毫米波雷达;传感器;同花顺新质50;比亚迪概念;特斯拉概念;物联网;2025年报预增;海峡两岸;深股通;人民币贬值受益;创投;融资融券,33
300845.SZ,300845,15,机器视觉;高铁;专精特新;元宇宙;数字孪生;虚拟现实;军工信息化;车联网(车路协同);职业教育;军工;人工智能;军民融合;一带一路;航空发动机;大飞机,33
688449.SH,688449,7,存储芯片;汽车芯片;芯片概念;AI PC;物联网;沪股通;融资融券,17
688728.SH,688728,14,芯片概念;国家大基金持股;OLED;传感器;AI眼镜;消费电子概念;汽车电子;智能穿戴;安防;人民币贬值受益;智慧城市;AI PC;融资融券;沪股通,17
002653.SZ,002653,7,创新药;仿制药一致性评价;医疗器械概念;西部大开发;深股通;融资融券;2026一季报预增,33
300412.SZ,300412,15,共同富裕示范区;医疗器械概念;智能医疗;人工智能;数字孪生;智能物流;合成生物;光伏建筑一体化;机器人概念;专精特新;新型工业化;CRO概念;创新药;啤酒概念;光刻胶,33
301055.SZ,301055,11,物联网;2025年报预增;家用电器;AI智能体;DeepSeek概念;NFT概念;露营经济;IP经济(谷子经济);跨境电商;超级品牌;融资融券,33
000703.SZ,000703,8,可降解塑料;参股银行;西部大开发;一带一路;互联网金融;融资融券;深股通;阿里巴巴概念,33
300900.SZ,300900,19,卫星导航;成飞概念;航空发动机;商业航天;大飞机;军民融合;军工;无人机;低空经济;海工装备;专精特新;飞行汽车(eVTOL);高端装备;碳纤维;机器人概念;人形机器人;黑龙江自贸区;深股通;融资融券,33
300382.SZ,300382,13,人形机器人;新能源汽车;专精特新;宁德时代概念;储能;机器人概念;C2M概念;工业互联网;锂电池概念;减速器;绿色电力;融资融券;深股通,33
001229.SZ,001229,16,军工信息化;智慧城市;智慧政务;商业航天;信创;在线教育;数字经济;智能电网;AI应用;人工智能;车联网(车路协同);安防;粤港澳大湾区;专精特新;光纤概念;芯片概念,33
688332.SH,688332,19,芯片概念;AI眼镜;智能音箱;共封装光学(CPO);语音技术;消费电子概念;专精特新;智能穿戴;无线耳机;星闪概念;小米概念;物联网;2025年报预增;独角兽概念;抖音概念(字节概念);人工智能;百度概念;沪股通;融资融券,17
600552.SH,600552,20,柔性屏(折叠屏);MiniLED;先进封装;OLED;汽车电子;消费电子概念;PCB概念;无线充电;芯片概念;新能源汽车;商业航天;华为概念;光伏概念;有机硅概念;锂电池概念;固态电池;国企改革;央企国企改革;沪股通;融资融券,17
301021.SZ,301021,18,第三代半导体;PCB概念;培育钻石;MicroLED概念;消费电子概念;芯片概念;先进封装;3D打印;光伏概念;钙钛矿电池;高端装备;2025年报预增;TOPCON电池;BC电池;医疗器械概念;CRO概念;深股通;融资融券,33
300522.SZ,300522,8,光刻胶;染料;PCB概念;5G;石墨烯;固态电池;储能;股权转让(并购重组),33
300151.SZ,300151,10,芯片概念;机器人概念;人民币贬值受益;创投;医疗器械概念;基因测序;辅助生殖;医药电商;融资融券;深股通,33
688519.SH,688519,11,PCB概念;存储芯片;共封装光学(CPO);MiniLED;5G;新能源汽车;专精特新;华为概念;2025年报预增;沪股通;融资融券,17
301217.SZ,301217,11,PET铜箔;PCB概念;固态电池;宁德时代概念;5G;锂电池概念;比亚迪概念;储能;国企改革;深股通;融资融券,33
603757.SH,603757,14,液冷服务器;数据中心(AIDC);空气能热泵;专精特新;储能;商业航天;新能源汽车;高端装备;核电;海工装备;燃料电池;氢能源;水利;沪股通,17
300938.SZ,300938,15,AI眼镜;军工;比亚迪概念;军民融合;小米概念;汽车拆解概念;特斯拉概念;华为概念;华为汽车;机器人概念;低空经济;食品安全;DeepSeek概念;深股通;融资融券,33
603259.SH,603259,8,创新药;CRO概念;同花顺出海50;同花顺漂亮100;人民币贬值受益;2025年报预增;融资融券;沪股通,17
300978.SZ,300978,10,长安汽车概念;华为汽车;百度概念;新能源汽车;比亚迪概念;智能座舱;毫米波雷达;汽车电子;深股通;融资融券,33
603629.SH,603629,14,算力租赁;英伟达概念;东数西算(算力);液冷服务器;腾讯概念;云计算;消费电子概念;华为概念;芯片概念;军工;2025年报预增;小米概念;OLED;沪股通,17
301213.SZ,301213,27,军工信息化;军民融合;航空发动机;数字孪生;电子身份证;卫星导航;军工;Web3.0;商业航天;信创;高端装备;机器视觉;低空经济;物联网;无人机;人工智能;专精特新;AI应用;机器人概念;区块链;虚拟现实;传感器;东数西算(算力);西部大开发;第三代半导体;深股通;融资融券,33
000811.SZ,000811,32,中芯国际概念;液冷服务器;超导概念;数据中心(AIDC);可控核聚变;3D打印;储能;核电;新能源汽车;军工;海峡两岸;固态电池;机器人概念;海工装备;燃料电池;人工智能;氢能源;空气能热泵;碳中和;水利;创投;雅下水电概念;智能物流;中俄贸易概念;国企改革;体育产业;融资融券;冷链物流;宠物经济;天然气;冰雪产业;深股通,33
600353.SH,600353,25,光刻机;第三代半导体;先进封装;可控核聚变;5G;特高压;柔性直流输电;核电;航空发动机;东数西算(算力);无人机;军工;智能电网;2025年报预增;无人驾驶;军民融合;人形机器人;风电;智慧城市;虚拟电厂;信创;西部大开发;DeepSeek概念;沪股通;融资融券,17
301536.SZ,301536,34,汽车芯片;芯片概念;消费电子概念;AI眼镜;卫星导航;智能穿戴;汽车电子;传感器;毫米波雷达;东数西算(算力);无人机;小米概念;星闪概念;专精特新;虚拟现实;网络安全;低空经济;机器视觉;海峡两岸;腾讯概念;安防;数据安全;无人驾驶;多模态AI;车联网(车路协同);移动支付;人脸识别;福建自贸区;新能源汽车;人工智能;机器人概念;智能家居;融资融券;深股通,33
001203.SZ,001203,16,小金属概念;金属铅;金属锌;固态电池;金属回收;锂电池概念;参股银行;西部大开发;乡村振兴;旅游概念;储能;绿色电力;创投;职业教育;融资融券;深股通,33
