股票代码,code,所属概念,market_code,所属概念数量
600536.SH,600536,华为欧拉;电子身份证;智慧政务;数据安全;华为鲲鹏;云计算;财税数字化;信创;国产操作系统;数字经济;网络安全;智慧城市;阿里巴巴概念;人工智能;DeepSeek概念;水利;中国AI 50;京津冀一体化;机器人概念;华为概念;数据中心(AIDC);AI PC;低空经济;乡村振兴;商业航天;国企改革;央企国企改革;中字头股票;沪股通;融资融券,17,30.0
603301.SH,603301,医疗器械概念;跨境电商;人民币贬值受益;医药电商;沪股通;融资融券,17,6.0
603980.SH,603980,染料;医疗器械概念;有机硅概念;家用电器;阿尔茨海默概念;仿制药一致性评价;创新药;2026中报预增;股权转让(并购重组),17,9.0
000791.SZ,000791,超超临界发电;绿色电力;风电;东数西算(算力);数据中心(AIDC);国企改革;西部大开发;股权转让(并购重组);融资融券;深股通,33,10.0
920571.BJ,920571,碳中和;一带一路;碳交易;福建自贸区;海峡两岸;航运概念;融资融券;低空经济;人民币贬值受益,151,9.0
920208.BJ,920208,抽水蓄能;高股息精选;AI应用;雅下水电概念;雄安新区;融资融券;水利;新型城镇化;小米概念;化债概念(AMC概念);军工;人工智能;乡村振兴;一带一路;AI智能体;DeepSeek概念,151,16.0
600309.SH,600309,煤化工概念;环氧丙烷;丙烯酸;POE胶膜;证金持股;可降解塑料;国企改革;同花顺漂亮100;绿色电力;同花顺出海50;锂电池概念;AIGC概念;碳纤维;低空经济;沪股通;融资融券;2026中报预增,17,17.0
601398.SH,601398,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,17,6.0
300738.SZ,300738,算力租赁;云计算;东数西算(算力);智谱AI;快手概念;网络安全;腾讯概念;数据中心(AIDC);阿里巴巴概念;百度概念;数据要素;华为概念;DeepSeek概念;人工智能;粤港澳大湾区;芯片概念;光伏概念;创投;一带一路;绿色电力;融资融券;深股通,33,22.0
600759.SH,600759,俄乌冲突概念;天然气;ST板块;土地流转;海南自贸区;一带一路;人民币贬值受益,22,7.0
000543.SZ,000543,超超临界发电;抽水蓄能;绿色电力;碳交易;风电;参股券商;天然气;新疆振兴;国企改革;参股银行;高股息精选;核电;充电桩;储能;深股通;融资融券,33,16.0
600337.SH,600337,ST板块;数字经济;新疆振兴;跨境电商;智能家居;工业互联网;AIGC概念;智能物流;C2M概念;华为概念;AI智能体;AI应用;人工智能;铜缆高速连接,22,14.0
600023.SH,600023,超超临界发电;绿色电力;高股息精选;虚拟电厂;国企改革;核电;可控核聚变;沪股通;融资融券,17,9.0
601678.SH,601678,环氧丙烷;氟化工概念;煤化工概念;消毒剂;氢能源;锂电池概念;参股银行;参股保险;燃料电池;绿色电力;芯片概念;沪股通;融资融券;碳交易;2026中报预增,17,15.0
600979.SH,600979,绿色电力;碳交易;天然气;虚拟电厂;风电;光伏建筑一体化;新疆振兴;碳中和;国企改革;地下管网;充电桩;污水处理;西部大开发;储能;乡村振兴;光伏概念;参股银行;创投;智慧城市;液冷服务器;新能源汽车;生物质能发电;沪股通;融资融券,17,24.0
920608.BJ,920608,融资融券;乡村振兴;农机;专精特新,151,4.0
600116.SH,600116,绿色电力;虚拟电厂;国企改革;央企国企改革;水利;西部大开发;充电桩;储能;小金属概念;沪股通;融资融券;2026中报预增,17,12.0
688030.SH,688030,数据安全;信创;网络安全;AI智能体;量子科技;华为概念;阿里巴巴概念;AI应用;芯片概念;DeepSeek概念;工业互联网;比亚迪概念;融资融券,17,13.0
601107.SH,601107,高股息精选;国企改革;西部大开发;创投;氢能源;沪股通;融资融券;DeepSeek概念;充电桩,17,9.0
002141.SZ,002141,动物疫苗;广东自贸区;锂电池概念;粤港澳大湾区;创投;独角兽概念;PCB概念;横琴新区;消费电子概念,33,9.0
920069.BJ,920069,减肥药;医疗器械概念;新股与次新股;融资融券;人民币贬值受益,151,5.0
920438.BJ,920438,玻璃基板;商业航天;无人驾驶;6G概念;融资融券;芯片概念;消费电子概念;海工装备;比亚迪概念;核电;核污染防治;先进封装;军工;专精特新,151,14.0
603350.SH,603350,两轮车;机器人概念;专精特新;传感器;融资融券,17,5.0
600282.SH,600282,特钢概念;高股息精选;煤化工概念;国企改革;C2M概念;污水处理;一带一路;可燃冰;创投;数字经济;工业互联网;数据要素;人工智能;融资融券;海工装备;机器人概念;人形机器人;核电;商业航天;沪股通,17,20.0
002173.SZ,002173,高压氧舱;脑机接口;华为昇腾;智能医疗;人工智能;DeepSeek概念;医疗器械概念;养老概念;医美概念;共同富裕示范区;眼科医疗;民营医院;三胎概念;深股通;融资融券,33,15.0
000902.SZ,000902,化肥;磷化工;农村电商;大豆;生态农业;氟化工概念;乡村振兴;数字乡村;锂电池概念;深股通;融资融券,33,11.0
600674.SH,600674,证金持股;绿色电力;国企改革;西部大开发;沪股通;融资融券;光纤概念;东数西算(算力),17,8.0
600004.SH,600004,同花顺中特估100;免税店;国企改革;沪股通;融资融券;粤港澳大湾区,17,6.0
601728.SH,601728,高股息精选;同花顺中特估100;国资云;国企改革;智慧政务;央企国企改革;数据要素;AI应用;DeepSeek概念;云计算;区块链;物联网;量子科技;中国AI 50;卫星导航;商业航天;数据中心(AIDC);6G概念;5G;中字头股票;融资融券;沪股通,17,22.0
002608.SZ,002608,超超临界发电;碳交易;信托概念;虚拟电厂;参股保险;国企改革;储能;工业互联网;深股通;融资融券,33,10.0
603201.SH,603201,跨境电商;专精特新;人民币贬值受益;比亚迪概念;新能源汽车;汽车电子,17,6.0
600900.SH,600900,高股息精选;同花顺中特估100;同花顺漂亮100;参股银行;国企改革;央企国企改革;绿色电力;沪股通;融资融券;水利;创投;核电;储能,17,13.0
600012.SH,600012,高股息精选;沪股通;融资融券;PPP概念;国企改革;DeepSeek概念,17,6.0
000096.SZ,000096,国企改革;国资云;虚拟电厂;粤港澳大湾区;东数西算(算力);数据中心(AIDC);深股通;2026中报预增;风电,33,9.0
603162.SH,603162,航运概念;统一大市场;福建自贸区;海峡两岸;人民币贬值受益;2026中报预增;沪股通,17,7.0
601991.SH,601991,绿色电力;风电;储能;核电;雅下水电概念;沪股通;融资融券;央企国企改革;国企改革,17,9.0
300140.SZ,300140,生物质能发电;绿色电力;垃圾分类;雄安新区;智能电网;固废处理;土壤修复;污水处理;乡村振兴;国企改革;央企国企改革;特高压;空气能热泵;西部大开发;高端装备;深股通,33,16.0
002599.SZ,002599,在线教育;AI应用;手机游戏;虚拟数字人;职业教育;体育产业;语音技术;元宇宙;跨境电商;鸿蒙概念;文化传媒概念;京津冀一体化;人脸识别;人工智能;DeepSeek概念;云办公;数字孪生;三胎概念;智谱AI;腾讯概念;机器人概念;人形机器人;物联网;虚拟现实;机器视觉;海峡两岸;无人机,33,27.0
002966.SZ,002966,高股息精选;国企改革;移动支付;融资融券;深股通,33,5.0
600901.SH,600901,高股息精选;国企改革;融资融券;沪股通,17,4.0
000838.SZ,000838,租售同权;ST板块;固废处理;西部大开发;污水处理;股权转让(并购重组),33,6.0
600562.SH,600562,大飞机;军民融合;军工信息化;航空发动机;军工;低空经济;央企国企改革;卫星导航;商业航天;无人机;国企改革;无人驾驶;PPP概念;可控核聚变;毫米波雷达;信创;华为概念;5G;沪股通;融资融券,17,20.0
000600.SZ,000600,超超临界发电;抽水蓄能;生物质能发电;绿色电力;碳交易;虚拟电厂;风电;超级电容;碳中和;储能;核电;国企改革;氢能源;证金持股;京津冀一体化;深股通;融资融券;DeepSeek概念;人工智能,33,19.0
600886.SH,600886,同花顺中特估100;证金持股;绿色电力;国企改革;央企国企改革;抽水蓄能;沪股通;融资融券,17,8.0
603983.SH,603983,重组蛋白;合成生物;DeepSeek概念;沪股通,17,4.0
002039.SZ,002039,绿色电力;央企国企改革;国企改革;乡村振兴;西部大开发;2026一季报预增;2026中报预增;深股通;融资融券,33,9.0
601519.SH,601519,互联网金融;AI应用;鸿蒙概念;数据中心(AIDC);股权转让(并购重组);沪股通;融资融券,17,7.0
920725.BJ,920725,比亚迪概念;融资融券;芯片概念;第三代半导体;培育钻石;6G概念;专精特新,151,7.0
601225.SH,601225,煤炭概念;高股息精选;证金持股;同花顺漂亮100;国企改革;西部大开发;沪股通;融资融券,17,8.0
920961.BJ,920961,融资融券;车联网(车路协同);芯片概念;股权转让(并购重组);毫米波雷达;星闪概念;无人驾驶;太赫兹;商业航天;卫星导航;华为概念;军工信息化;低空经济;军工;专精特新;6G概念;5G,151,17.0
920221.BJ,920221,高压快充;融资融券;新能源汽车;减速器;专精特新,151,5.0
001322.SZ,001322,养老概念;智能家居;鸿蒙概念;粤港澳大湾区;华为概念;深股通,33,6.0
301669.SZ,301669,虚拟电厂;新能源汽车;储能;一带一路;专精特新;注册制次新股;芯片概念;钠离子电池;新股与次新股;融资融券,33,10.0
600795.SH,600795,超超临界发电;抽水蓄能;证金持股;绿色电力;央企国企改革;国企改革;风电;沪股通;融资融券,17,9.0
002493.SZ,002493,煤化工概念;POE胶膜;同花顺中特估100;同花顺漂亮100;一带一路;碳纤维;数字经济;深股通;融资融券;光伏概念;2026中报预增,33,11.0
920701.BJ,920701,专精特新;智能穿戴;融资融券;消费电子概念;华为概念;小米概念,151,6.0
601816.SH,601816,同花顺中特估100;国企改革;高铁;沪股通;融资融券,17,5.0
000777.SZ,000777,高端装备;核电;商业航天;可控核聚变;水利;一带一路;燃料电池;储能;氢能源;央企国企改革;国企改革;抽水蓄能;幽门螺杆菌概念;超超临界发电;天然气;煤化工概念;融资融券;深股通;中字头股票,33,19.0
600177.SH,600177,高股息精选;证金持股;冰雪产业;参股保险;参股银行;养老概念;三胎概念;互联网金融;沪股通;融资融券,17,10.0
600660.SH,600660,证金持股;同花顺漂亮100;同花顺出海50;福建自贸区;小米汽车;沪股通;融资融券;特斯拉概念;光伏概念,17,9.0
002001.SZ,002001,青蒿素;氟化工概念;维生素;合成生物;人民币贬值受益;深股通;融资融券;商业航天,33,8.0
603766.SH,603766,两轮车;农机;DeepSeek概念;乡村振兴;人民币贬值受益;新能源汽车;西部大开发;军工;沪股通;融资融券;充电桩;高压快充;储能;股权转让(并购重组),17,14.0
002165.SZ,002165,环氧丙烷;水泥概念;建筑节能;医疗器械概念;深股通;融资融券,33,6.0
920206.BJ,920206,柔性屏(折叠屏);专精特新;染料;新股与次新股;融资融券,151,5.0
600642.SH,600642,高股息精选;证金持股;参股保险;抽水蓄能;绿色电力;天然气;上海国企改革;国企改革;虚拟电厂;钒电池;风电;沪股通;融资融券;氢能源;核电;储能,17,16.0
601233.SH,601233,互联网金融;长三角一体化;煤炭概念;沪股通;融资融券;2026中报预增,17,6.0
601088.SH,601088,煤炭概念;煤化工概念;高股息精选;中字头股票;同花顺中特估100;证金持股;同花顺漂亮100;国企改革;绿色电力;央企国企改革;沪股通;融资融券,17,12.0
920023.BJ,920023,ST板块;西部大开发;土地流转;创投;农业种植;乡村振兴,151,6.0
600025.SH,600025,绿色电力;同花顺漂亮100;央企国企改革;国企改革;西部大开发;风电;水利;沪股通;DeepSeek概念;华为概念;融资融券,17,11.0
003816.SZ,003816,同花顺中特估100;绿色电力;央企国企改革;国企改革;一带一路;DeepSeek概念;核电;核污染防治;中字头股票;融资融券;深股通,33,11.0
600428.SH,600428,中字头股票;高股息精选;航运概念;自由贸易港;国企改革;央企国企改革;人民币贬值受益;DeepSeek概念;粤港澳大湾区;沪股通;比亚迪概念;2026中报预增;融资融券,17,13.0
600027.SH,600027,超超临界发电;煤炭概念;绿色电力;抽水蓄能;证金持股;虚拟电厂;风电;国企改革;央企国企改革;氢能源;储能;沪股通;融资融券;股权转让(并购重组),17,14.0
000926.SZ,000926,装配式建筑;新型城镇化;文化传媒概念;碳交易;碳中和;融资融券;华为概念,33,7.0
603505.SH,603505,氟化工概念;民爆概念;锂电池概念;乡村振兴;液冷服务器;数据中心(AIDC);一带一路;融资融券;沪股通,17,9.0
002318.SZ,002318,特钢概念;海工装备;同花顺出海50;核电;可控核聚变;超超临界发电;融资融券;深股通,33,8.0
600990.SH,600990,军工信息化;军民融合;大飞机;国产航母;军工;低空经济;卫星导航;商业航天;安防;核电;水利;DeepSeek概念;量子科技;可控核聚变;央企国企改革;新能源汽车;比亚迪概念;国企改革;毫米波雷达;PCB概念;沪股通;融资融券,17,22.0
000537.SZ,000537,绿色电力;风电;光热发电;储能;新疆振兴;央企国企改革;国企改革;京津冀一体化;深股通;融资融券,33,10.0
920856.BJ,920856,参股银行;融资融券;物联网;机器人概念;无人驾驶;无人机;专精特新;一带一路,151,8.0
000429.SZ,000429,高股息精选;参股券商;国企改革;绿色电力;深股通;粤港澳大湾区;充电桩;融资融券,33,8.0
601018.SH,601018,同花顺中特估100;航运概念;证金持股;自由贸易港;国企改革;沪股通;融资融券,17,7.0
920634.BJ,920634,风电;海工装备;金属锌;储能;融资融券;专精特新,151,6.0
600822.SH,600822,统一大市场;上海国企改革;国企改革;上海自贸区;智能物流;数据要素;融资融券,17,7.0
300435.SZ,300435,煤化工概念;俄乌冲突概念;新疆振兴;天然气;共同富裕示范区;氢能源;一带一路;碳中和;可控核聚变;海峡两岸;高端装备;商业航天;储能;芯片概念;深股通,33,15.0
603177.SH,603177,固废处理;碳中和;一带一路;燃料电池;氢能源;充电桩;钠离子电池;超超临界发电,17,8.0
301004.SZ,301004,三胎概念;C2M概念;跨境电商;人民币贬值受益;深股通;融资融券,33,6.0
301217.SZ,301217,PET铜箔;PCB概念;固态电池;宁德时代概念;5G;锂电池概念;比亚迪概念;储能;国企改革;深股通;融资融券,33,11.0
301448.SZ,301448,专精特新;锂电池概念;人民币贬值受益;跨境电商;融资融券,33,5.0
301372.SZ,301372,净水概念;新型城镇化;水利;污水处理;地下管网;融资融券,33,6.0
601288.SH,601288,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,17,6.0
920188.BJ,920188,海工装备;天然气;参股银行;新股与次新股;融资融券,151,5.0
920871.BJ,920871,数据中心(AIDC);消费电子概念;无人机;3D打印;锂电池概念;风电;融资融券;海工装备;固态电池;军工,151,10.0
603021.SH,603021,ST板块;地下管网;跨境电商,22,3.0
