所属概念,market_code,code,所属概念数量,股票代码
医药电商;家庭医生;沪股通;融资融券,17,603939,4,603939.SH
中船系;国产航母;海工装备;军工;风电;央企国企改革;商业航天;数据中心;工业互联网;国企改革;2025年报预增;同花顺中特估100;2026一季报预增;沪股通;中字头股票;融资融券,17,600685,16,600685.SH
国产操作系统;信创;东数西算(算力);汽车芯片;MCU芯片;百度概念;鸿蒙概念;商业航天;芯片概念;DeepSeek概念;机器人概念;沪股通;融资融券,17,688047,13,688047.SH
生物质能发电;碳交易;医疗废物处理;固废处理;绿色电力;国企改革;污水处理;垃圾分类;氢能源;碳中和;数字经济;百度概念;深股通;融资融券,33,000885,14,000885.SZ
移动支付;信创;5G;百度概念;阿里巴巴概念;华为概念;数据中心;物联网;车联网(车路协同);云计算;数字经济;鸿蒙概念;华为鲲鹏;ChatGPT概念;DeepSeek概念;毫米波雷达;智能座舱;汽车电子;军工;光纤概念;长安汽车概念;传感器;跨境电商;储能;新能源汽车;汽车热管理;深股通,33,300292,27,300292.SZ
新能源汽车;西部大开发;融资融券;专精特新;两轮车,151,920833,5,920833.BJ
汽车电子;高端装备;新能源汽车;比亚迪概念;数据中心;农机;无人驾驶;燃料电池;同花顺出海50;储能;人民币贬值受益;锂电池概念;氢能源;固态电池;智能物流;车联网(车路协同);DeepSeek概念;AI智能体;国企改革;深股通;融资融券;同花顺漂亮100;高股息精选;证金持股,33,000338,24,000338.SZ
基因测序;NMN概念;环氧丙烷;融资融券;合成生物;京津冀一体化;可降解塑料,151,920471,7,920471.BJ
短剧游戏;Sora概念(文生视频);知识产权保护;AI语料;文化传媒概念;手机游戏;抖音概念(字节概念);虚拟数字人;NFT概念;AIGC概念;多模态AI;智谱AI;腾讯概念;元宇宙;百度概念;IP经济(谷子经济);阿里巴巴概念;AI智能体;算力租赁;数据要素;网红经济;东数西算(算力);DeepSeek概念;人工智能;旅游概念;华为概念;冰雪产业;AI应用;融资融券;深股通,33,300133,30,300133.SZ
人造肉;网红经济;乡村振兴;海峡两岸;一带一路;回购增持再贷款概念;深股通,33,003000,7,003000.SZ
绿色电力;风电;国企改革;注册制次新股;央企国企改革;储能;一带一路;核电;人工智能;新股与次新股;融资融券,17,600930,11,600930.SH
俄乌冲突概念;页岩气;煤化工概念;煤炭概念;天然气;新疆振兴;氢能源;碳中和;西部大开发;融资融券;一带一路;沪股通,17,600256,12,600256.SH
高铁;一带一路;新能源汽车;国企改革;西部大开发;央企国企改革;融资融券,17,688285,7,688285.SH
绿色电力;智能电网;风电;碳中和;央企国企改革;国企改革;西部大开发;深股通,33,000862,8,000862.SZ
华为手机;苹果概念;虚拟现实;深圳国企改革;消费电子概念;AI手机;华为汽车;智能穿戴;新型烟草(电子烟);创投;华为概念;独角兽概念;粤港澳大湾区;人工智能;抖音概念(字节概念);Web3.0;腾讯概念;百度概念;一带一路;数据确权;鸿蒙概念;国企改革;AI智能体;拼多多概念;深股通;融资融券,33,000829,26,000829.SZ
生物质能发电;抽水蓄能;绿色电力;风电;国企改革;充电桩;化债概念(AMC概念);福建自贸区;海峡两岸;沪股通;融资融券,17,600163,11,600163.SH
人民币贬值受益;家用电器;海峡两岸;传感器;智能物流;福建自贸区;新型工业化;毫米波雷达;智能家居;机器人概念;跨境电商;一带一路;物联网;安防;华为概念;人工智能;鸿蒙概念;沪股通,17,605365,18,605365.SH
生物质能发电;绿色电力;抽水蓄能;充电桩;储能;东数西算(算力);数据中心;回购增持再贷款概念;新能源汽车;长安汽车概念;比亚迪概念;减速器;深股通;融资融券,33,000601,14,000601.SZ
EDR概念;汽车芯片;MCU芯片;无线耳机;芯片概念;消费电子概念;汽车电子;网络安全;数据安全;车联网(车路协同);华为概念;物联网;量子科技;人脸识别;人形机器人;移动支付;智能家居;3D打印;机器人概念;无人机;工业互联网;新能源汽车;光伏概念;数字货币;石墨电极;区块链;粤港澳大湾区;宁德时代概念;充电桩;锂电池概念;储能;知识产权保护;医疗器械概念;深股通;融资融券,33,300077,35,300077.SZ
ST板块;期货概念;区块链;参股银行;碳交易;碳中和;污水处理;国企改革,33,000488,8,000488.SZ
人民币贬值受益;深股通;融资融券,33,300910,3,300910.SZ
绿色电力;风电;国企改革;证金持股;沪股通;融资融券,17,600780,6,600780.SH
ST板块;国企改革,22,600608,2,600608.SH
俄乌冲突概念;天然气;固态电池;新疆振兴;氢能源;中芯国际概念;碳中和;锂电池概念;存储芯片;光伏概念;第三代半导体;冷链物流;燃料电池;回购增持再贷款概念;可控核聚变;商业航天;长三角一体化;芯片概念;核电;专精特新;沪股通;融资融券,17,688106,22,688106.SH
煤炭概念;超超临界发电;航运概念;国企改革;沪股通;融资融券,17,600546,6,600546.SH
互联网金融;ST板块;创投;高铁;芯片概念;存储芯片;股权转让(并购重组),33,000609,7,000609.SZ
ST板块;氢能源;燃料电池;统一大市场;粤港澳大湾区;冷链物流;智能物流;数字经济,22,603813,8,603813.SH
小红书概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;数据要素;人工智能;跨境电商;AI应用;三胎概念;宠物经济;2026一季报预增;深股通;融资融券,33,301110,13,301110.SZ
ST板块;算力租赁;西部大开发;农业种植,22,600265,4,600265.SH
芯片概念;专精特新;新股与次新股;融资融券,151,920181,4,920181.BJ
新能源汽车;2025年报预增,17,603655,2,603655.SH
ST板块;互联网金融;人民币贬值受益,22,600599,3,600599.SH
农业种植;冷链物流;一带一路;乡村振兴;国企改革;股权转让(并购重组),17,603336,6,603336.SH
粮食概念;预制菜;国企改革;深圳国企改革;冷链物流;一带一路;数字乡村;深股通,33,000019,8,000019.SZ
液冷服务器,33,003018,1,003018.SZ
ST板块;白酒概念;西部大开发,22,600381,3,600381.SH
液冷服务器;汽车热管理;储能;ETC;充电桩;独角兽概念;人脸识别;车联网(车路协同);ST板块;移动支付;智慧城市,33,300462,11,300462.SZ
特高压;智能电网;光热发电;虚拟电厂;高铁;燃料电池;储能;氢能源;央企国企改革;国企改革;西部大开发;军工;芯片概念;融资融券,17,600379,14,600379.SH
商业航天;卫星导航;6G概念;WiFi 6;同花顺果指数;毫米波雷达;无人机;低空经济;芯片概念;柔性屏(折叠屏);富士康概念;5G;AI眼镜;智能穿戴;消费电子概念;车联网(车路协同);无线充电;智能音箱;华为概念;苹果概念;虚拟现实;汽车电子;无线耳机;物联网;特斯拉概念;机器人概念;海峡两岸;粤港澳大湾区;人民币贬值受益;一带一路;回购增持再贷款概念;深股通;融资融券,33,300136,33,300136.SZ
煤炭概念;煤化工概念;超超临界发电;央企国企改革;国企改革;风电;回购增持再贷款概念;沪股通;融资融券,17,601918,9,601918.SH
煤炭概念;中字头股票;煤化工概念;化肥;同花顺中特估100;高股息精选;证金持股;央企国企改革;国企改革;沪股通;融资融券;乡村振兴,17,601898,12,601898.SH
Sora概念(文生视频);文化传媒概念;NFT概念;手机游戏;IP经济(谷子经济);虚拟数字人;元宇宙;AIGC概念;抖音概念(字节概念);ChatGPT概念;虚拟现实;网红经济;空间计算;数据要素;百度概念;旅游概念;数字经济;数字孪生;MR(混合现实);DeepSeek概念;华为概念;乡村振兴;机器人概念;商业航天;人形机器人;融资融券;沪股通,17,603466,27,603466.SH
俄乌冲突概念;天然气;煤炭概念;新疆振兴;深股通;国企改革;融资融券,33,000968,7,000968.SZ
OLED;超级电容;新型城镇化;创投;一带一路;PPP概念;体育产业;装配式建筑;参股银行;养老概念;国企改革;证金持股;沪股通;融资融券,17,600510,14,600510.SH
装配式建筑;建筑节能;水泥概念;西部大开发,17,605122,4,605122.SH
PCB概念;共封装光学(CPO);5G;毫米波雷达;汽车电子;数据中心;无人机;比亚迪概念;人形机器人;机器人概念;粤港澳大湾区;人民币贬值受益;一带一路;深股通,33,300852,14,300852.SZ
生物质能发电;抽水蓄能;虚拟电厂;绿色电力;光伏建筑一体化;风电;智能电网;碳中和;充电桩;储能;光伏概念;垃圾分类;高压快充;黑龙江自贸区;雄安新区;高铁;数据中心;华为概念,33,300040,18,300040.SZ
人形机器人;小米汽车;机器人概念;小米概念;比亚迪概念;低空经济;新能源汽车;无人机;汽车电子;工业互联网;MCU芯片;军工;储能;固态电池;锂电池概念;绿色电力;深股通;融资融券;股权转让(并购重组),33,000559,19,000559.SZ
空间计算;AIGC概念;AI智能体;小红书概念;养老概念;人工智能;IP经济(谷子经济);智能家居;虚拟现实;海峡两岸;智能物流;机器人概念;MR(混合现实),33,300616,13,300616.SZ
白酒概念;ST板块,22,600696,2,600696.SH
网络安全;鸿蒙概念;数据安全;人工智能;工业互联网;换电概念;无人机;华为概念;云计算;C2M概念;机器人概念;数据中心;智能物流;新型工业化;机器视觉;一带一路;光伏概念;比亚迪概念;新能源汽车;燃料电池;国企改革;AI应用;深股通,33,300466,23,300466.SZ
国企改革;养老概念;参股券商;融资融券,17,600716,4,600716.SH
可降解塑料;专精特新;3D打印;国企改革;融资融券,17,688203,5,688203.SH
AI应用;医药电商;医疗器械概念;医美概念;创新药;合成生物;重组蛋白;融资融券;专精特新,151,920982,9,920982.BJ
人工智能;新型工业化;专精特新;机器人概念;人形机器人;新能源汽车;商业航天;军工;高端装备;航空发动机;海工装备,33,300553,11,300553.SZ
创新药;西部大开发;沪股通;融资融券,17,688302,4,688302.SH
车联网(车路协同);新能源汽车;无人驾驶;智能座舱;两轮车;换电概念;独角兽概念;参股银行;西部大开发;百度概念;融资融券;沪股通,17,601777,12,601777.SH
一带一路;空气能热泵;净水概念;专精特新;新疆振兴;融资融券;西部大开发,151,920088,7,920088.BJ
白酒概念;深股通;融资融券;国企改革,33,000596,4,000596.SZ
超超临界发电;虚拟电厂;绿色电力;碳交易;风电;碳中和;煤炭概念;核电;央企国企改革;国企改革;融资融券;沪股通,17,600744,12,600744.SH
汽车芯片;智慧政务;芯片概念;物联网;数据要素;智慧城市;数字孪生;新能源汽车;2025年报预增;创投;新型城镇化;虚拟电厂;西部大开发;PPP概念;国企改革;储能;融资融券;深股通,33,000628,18,000628.SZ
新能源汽车;减速器;农机;燃料电池;机器人概念;光热发电;人民币贬值受益;光伏概念;氢能源;乡村振兴,33,002921,10,002921.SZ
商业航天;氢能源;燃料电池;专精特新;充电桩;储能;天然气;智慧灯杆;一带一路;车联网(车路协同);西部大开发;国企改革,33,300540,12,300540.SZ
PCB概念;机器人概念;固态电池;人民币贬值受益;氢能源;体育产业,33,300819,6,300819.SZ
农村电商;ST板块;乡村振兴;无人零售;超级品牌;跨境电商;互联网金融;智能物流;智能医疗;独角兽概念;区块链;家用电器;人工智能;DeepSeek概念;智能家居;AI智能体;阿里巴巴概念,33,002024,17,002024.SZ
啤酒概念;C2M概念;融资融券,17,603076,3,603076.SH
共封装光学(CPO);光纤概念;消费电子概念;5G;燃料电池;小米概念;数据中心;华为概念;深股通;证金持股;融资融券,33,300408,11,300408.SZ
染料;参股银行;幽门螺杆菌概念;深股通;融资融券,33,301190,5,301190.SZ
新能源汽车;比亚迪概念;高铁;人民币贬值受益;2025年报预增,17,603586,5,603586.SH
国产航母;卫星导航;商业航天;军民融合;大飞机;6G概念;军工;中字头股票;无人机;低空经济;高端装备;央企国企改革;水利;人工智能;京津冀一体化;智能医疗;芯片概念;一带一路;国企改革;沪股通;融资融券,17,600118,21,600118.SH
煤化工概念;医疗废物处理;盐湖提锂;固废处理;污水处理;PPP概念;锂电池概念;雄安新区;深股通;融资融券,33,300055,10,300055.SZ
NMN概念;装配式建筑;新型城镇化;雄安新区;一带一路;回购增持再贷款概念;光伏建筑一体化;工业互联网;DeepSeek概念;沪股通;融资融券,17,600496,11,600496.SH
医疗器械概念;3D打印;沪股通;融资融券,17,688161,4,688161.SH
ST板块;ETC;量子科技;数据安全;区块链;网络安全;财税数字化;互联网金融;华为概念;跨境支付(CIPS);数字货币;人工智能;华为鲲鹏;5G;移动支付;物联网;专精特新,33,300205,17,300205.SZ
医药电商;养老概念;智能医疗;医疗器械概念;AI智能体;腾讯概念;沪股通;融资融券,17,603883,8,603883.SH
国产航母;军民融合;商业航天;军工;海工装备;核电;国企改革;机器人概念;专精特新;风电;储能;摘帽,33,300600,12,300600.SZ
电力物联网;智能电网;虚拟电厂;高压快充;充电桩;储能;物联网;鸿蒙概念;传感器;专精特新;融资融券,33,300880,11,300880.SZ
冰雪产业;旅游概念;IP经济(谷子经济);高股息精选;西部大开发;2026一季报预增;深股通;融资融券,33,002033,8,002033.SZ
专精特新;汽车电子;AI眼镜;星闪概念;小米概念;比亚迪概念;机器人概念;安防;芯片概念;海工装备;华为海思概念股;无人机;华为概念;苹果概念;商业航天;卫星导航;数据中心;元宇宙;DeepSeek概念;ST板块;抖音概念(字节概念);共封装光学(CPO),33,300460,22,300460.SZ
多模态AI;华为鲲鹏;云计算;AI智能体;数据要素;百度概念;鸿蒙概念;区块链;电力物联网;人脸识别;智慧城市;数字经济;ETC;人工智能;AI应用;车联网(车路协同);安防;智能医疗;物联网;机器视觉;创投;芯片概念;AI眼镜,33,300448,23,300448.SZ
养老概念;参股银行;独角兽概念;互联网金融;工业互联网;机器人概念;军工;沪股通;融资融券,17,600400,9,600400.SH
星闪概念;智能座舱;MCU芯片;华为海思概念股;AI眼镜;毫米波雷达;小米概念;机器视觉;智能穿戴;无人驾驶;车联网(车路协同);人形机器人;英伟达概念;卫星导航;WiFi 6;汽车电子;芯片概念;移动支付;机器人概念;商业航天;物联网;长安汽车概念;数字货币;6G概念;5G;智能家居;人工智能;智慧城市;东数西算(算力);AI智能体;两轮车;工业互联网;农机;DeepSeek概念;区块链;数字乡村;无人零售;智能医疗;人民币贬值受益;电力物联网;充电桩;储能;跨境电商;智能电网;AI应用;融资融券;沪股通,17,603236,47,603236.SH
