market_code,所属概念数量,股票代码,所属概念,code
33,19,301086.SZ,富士康概念;液冷服务器;苹果概念;消费电子概念;2026一季报预增;专精特新;锂电池概念;华为数字能源;储能;华为概念;工业母机;新能源汽车;虚拟现实;机器人概念;汽车热管理;新型工业化;2026中报预增;深股通;融资融券,301086
33,6,301051.SZ,柔性屏(折叠屏);智能穿戴;消费电子概念;储能;深股通;融资融券,301051
33,9,300179.SZ,培育钻石;PCB概念;第三代半导体;专精特新;新能源汽车;海工装备;天然气;深股通;融资融券,300179
33,30,301013.SZ,PCB概念;存储芯片;共封装光学(CPO);OLED;富士康概念;柔性屏(折叠屏);芯片概念;消费电子概念;液冷服务器;5G;无线耳机;智能座舱;比亚迪概念;数据中心(AIDC);专精特新;人形机器人;机器视觉;新能源汽车;华为概念;华为数字能源;华为汽车;新型工业化;华为昇腾;机器人概念;储能;充电桩;高端装备;医疗器械概念;深股通;融资融券,301013
33,18,300671.SZ,汽车芯片;存储芯片;MCU芯片;第三代半导体;芯片概念;先进封装;WiFi 6;5G;MiniLED;无线耳机;毫米波雷达;新型烟草(电子烟);专精特新;海峡两岸;粤港澳大湾区;智能家居;深股通;融资融券,300671
17,7,688623.SH,机器视觉;专精特新;比亚迪概念;传感器;锂电池概念;沪股通;融资融券,688623
33,14,300852.SZ,PCB概念;共封装光学(CPO);5G;汽车电子;毫米波雷达;数据中心(AIDC);无人机;比亚迪概念;人形机器人;粤港澳大湾区;机器人概念;人民币贬值受益;一带一路;深股通,300852
33,14,300661.SZ,存储芯片;共封装光学(CPO);汽车芯片;OLED;芯片概念;消费电子概念;汽车电子;无线耳机;传感器;专精特新;锂电池概念;人工智能;融资融券;深股通,300661
33,17,300400.SZ,柔性屏(折叠屏);PCB概念;机器视觉;富士康概念;新型工业化;先进封装;MiniLED;芯片概念;OLED;MicroLED概念;华为概念;消费电子概念;第三代半导体;人工智能;比亚迪概念;高端装备;深股通,300400
33,10,300260.SZ,光刻机;中芯国际概念;OLED;芯片概念;液冷服务器;数据中心(AIDC);海峡两岸;食品安全;融资融券;深股通,300260
17,13,688551.SH,芯片概念;光伏概念;华为概念;专精特新;比亚迪概念;储能;新能源汽车;固态电池;低空经济;宁德时代概念;燃料电池;氢能源;融资融券,688551
17,4,688625.SH,PCB概念;专精特新;沪股通;融资融券,688625
17,8,688549.SH,中芯国际概念;国家大基金持股;存储芯片;氟化工概念;先进封装;芯片概念;沪股通;融资融券,688549
33,24,301308.SZ,存储芯片;国家大基金持股;先进封装;AI手机;芯片概念;AI PC;EDR概念;AI眼镜;消费电子概念;数据中心(AIDC);智能穿戴;智能座舱;小米概念;华为概念;专精特新;数据安全;信创;华为鲲鹏;小米汽车;机器人概念;人民币贬值受益;2026中报预增;深股通;融资融券,301308
17,11,688807.SH,共封装光学(CPO);科创次新股;汽车芯片;5G;MCU芯片;芯片概念;数据中心(AIDC);注册制次新股;海峡两岸;新股与次新股;融资融券,688807
33,24,301307.SZ,芯片概念;富士康概念;液冷服务器;5G;东数西算(算力);专精特新;比亚迪概念;华为概念;无人驾驶;新能源汽车;固态电池;储能;充电桩;特斯拉概念;小米汽车;工业互联网;华为汽车;一体化压铸;长安汽车概念;减速器;西部大开发;绿色电力;深股通;融资融券,301307
17,8,688661.SH,芯片概念;消费电子概念;英伟达概念;传感器;专精特新;机器人概念;沪股通;融资融券,688661
33,9,301377.SZ,PCB概念;工业母机;机器视觉;高端装备;机器人概念;粤港澳大湾区;2026中报预增;深股通;融资融券,301377
33,43,300433.SZ,同花顺果指数;AI手机;无线耳机;AI眼镜;智能穿戴;汽车电子;苹果概念;柔性屏(折叠屏);消费电子概念;传感器;智能座舱;OLED;3D打印;小米概念;商业航天;人形机器人;液冷服务器;小米汽车;充电桩;虚拟现实;新型工业化;光伏概念;新型烟草(电子烟);特斯拉概念;比亚迪概念;新能源汽车;华为概念;机器人概念;减速器;元宇宙;工业互联网;TOPCON电池;智能家居;宁德时代概念;人民币贬值受益;蚂蚁集团概念;智能物流;同花顺漂亮100;深股通;玻璃基板;光纤概念;先进封装;融资融券,300433
17,7,688257.SH,PCB概念;2026一季报预增;工业母机;专精特新;2026中报预增;沪股通;融资融券,688257
151,7,920925.BJ,融资融券;跨境电商;芯片概念;智能医疗;医疗器械概念;人民币贬值受益;专精特新,920925
17,23,688629.SH,共封装光学(CPO);铜缆高速连接;5G;卫星导航;数据中心(AIDC);商业航天;高压快充;华为概念;比亚迪概念;无人机;军工;低空经济;新能源汽车;核电;腾讯概念;阿里巴巴概念;机器人概念;高铁;西部大开发;国企改革;液冷服务器;沪股通;融资融券,688629
33,17,301021.SZ,第三代半导体;PCB概念;培育钻石;MicroLED概念;消费电子概念;芯片概念;先进封装;3D打印;光伏概念;钙钛矿电池;高端装备;TOPCON电池;BC电池;医疗器械概念;CRO概念;深股通;融资融券,301021
17,15,688125.SH,光刻胶;苹果概念;消费电子概念;专精特新;比亚迪概念;宁德时代概念;机器视觉;汽车电子;机器人概念;新型工业化;一带一路;工业母机;人形机器人;沪股通;融资融券,688125
33,16,300323.SZ,MicroLED概念;第三代半导体;MiniLED;共封装光学(CPO);AI眼镜;消费电子概念;汽车电子;智能穿戴;芯片概念;虚拟现实;华为概念;东数西算(算力);国企改革;深股通;金属回收;融资融券,300323
33,3,300736.SZ,华为概念;区块链;苹果概念,300736
17,17,688508.SH,国家大基金持股;中芯国际概念;汽车芯片;第三代半导体;芯片概念;数据中心(AIDC);高压快充;专精特新;智能电网;充电桩;无人机;人工智能;机器人概念;DeepSeek概念;人形机器人;沪股通;融资融券,688508
17,12,688256.SH,先进封装;汽车芯片;芯片概念;中国AI 50;同花顺新质50;数据中心(AIDC);东数西算(算力);国产操作系统;阿里巴巴概念;人工智能;沪股通;融资融券,688256
33,18,301526.SZ,PCB概念;华为手机;5G;消费电子概念;汽车电子;特高压;光伏概念;华为概念;风电;工业互联网;绿色电力;数字经济;一带一路;西部大开发;国企改革;2026中报预增;深股通;融资融券,301526
33,14,301666.SZ,英伟达概念;存储芯片;注册制次新股;快手概念;数据中心(AIDC);小红书概念;专精特新;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;DeepSeek概念;新股与次新股;融资融券,301666
33,6,301531.SZ,注册制次新股;专精特新;新能源汽车;深股通;新股与次新股;融资融券,301531
17,7,688419.SH,存储芯片;先进封装;芯片概念;高端装备;人民币贬值受益;绿色电力;融资融券,688419
33,13,300346.SZ,中芯国际概念;光刻胶;国家大基金持股;存储芯片;OLED;芯片概念;氟化工概念;光伏概念;专精特新;华为概念;磷化工;融资融券;深股通,300346
151,11,920367.BJ,仿制药一致性评价;人工智能;机器人概念;AI应用;医药电商;融资融券;维生素;流感;华为鲲鹏;智能医疗;创新药,920367
33,43,300857.SZ,算力租赁;EDR概念;英伟达概念;东数西算(算力);云游戏;云计算;共封装光学(CPO);存储芯片;数据中心(AIDC);5G;芯片概念;腾讯概念;智能音箱;消费电子概念;汽车电子;AI眼镜;2026一季报预增;AI智能体;人脸识别;安防;车联网(车路协同);智能穿戴;小米概念;物联网;AIGC概念;AI应用;AI视频;DeepSeek概念;人工智能;粤港澳大湾区;短剧游戏;机器人概念;人形机器人;智能家居;网络游戏;人民币贬值受益;净水概念;家用电器;跨境电商;2026中报预增;智能医疗;融资融券;深股通,300857
33,24,300976.SZ,柔性屏(折叠屏);芯片概念;苹果概念;消费电子概念;智能穿戴;汽车电子;液冷服务器;小米概念;碳纤维;虚拟现实;比亚迪概念;华为概念;光伏概念;新能源汽车;特斯拉概念;东数西算(算力);脑机接口;粤港澳大湾区;宁德时代概念;抖音概念(字节概念);储能;创投;深股通;融资融券,300976
17,9,688786.SH,柔性屏(折叠屏);消费电子概念;专精特新;3D打印;军工;动力电池回收;特钢概念;新能源汽车;融资融券,688786
33,13,300726.SZ,超级电容;共封装光学(CPO);芯片概念;华为海思概念股;5G;传感器;商业航天;华为概念;军工;海工装备;大飞机;深股通;融资融券,300726
33,9,300395.SZ,PCB概念;光纤概念;OLED;芯片概念;5G;光伏概念;同花顺新质50;融资融券;深股通,300395
17,7,688820.SH,存储芯片;科创次新股;先进封装;芯片概念;注册制次新股;新股与次新股;融资融券,688820
33,12,300696.SZ,成飞概念;航空发动机;军民融合;军工;大飞机;3D打印;无人机;低空经济;创投;西部大开发;融资融券;深股通,300696
17,7,688486.SH,汽车芯片;芯片概念;英伟达概念;无人机;数据中心(AIDC);沪股通;融资融券,688486
17,11,688665.SH,汽车电子;传感器;小米概念;专精特新;固态电池;新能源汽车;PM2.5;锂电池概念;储能;沪股通;融资融券,688665
17,11,688583.SH,空间计算;大飞机;阿里巴巴概念;机器人概念;特斯拉概念;专精特新;比亚迪概念;3D打印;宁德时代概念;沪股通;融资融券,688583
33,14,300398.SZ,存储芯片;光纤概念;中芯国际概念;先进封装;第三代半导体;光刻胶;OLED;芯片概念;电子纸;光伏概念;新能源汽车;深股通;玻璃基板;融资融券,300398
17,13,688981.SH,国家大基金持股;存储芯片;中芯国际概念;OLED;芯片概念;消费电子概念;汽车电子;中国AI 50;上海自贸区;物联网;同花顺漂亮100;融资融券;沪股通,688981
17,32,688618.SH,WiFi 6;光纤概念;芯片概念;5G;智慧灯杆;星闪概念;专精特新;安防;网络安全;物联网;智能电网;车联网(车路协同);无人驾驶;华为概念;充电桩;海工装备;高铁;智慧城市;换电概念;新型工业化;水利;机器人概念;人工智能;粤港澳大湾区;工业互联网;数字经济;DeepSeek概念;智能物流;储能;风电;一带一路;融资融券,688618
17,7,688300.SH,先进封装;存储芯片;芯片概念;专精特新;新能源汽车;沪股通;融资融券,688300
33,25,300319.SZ,共封装光学(CPO);消费电子概念;汽车电子;英伟达概念;5G;智能穿戴;AI眼镜;人形机器人;芯片概念;小米概念;存储芯片;比亚迪概念;华为概念;新能源汽车;机器人概念;无人机;东数西算(算力);充电桩;粤港澳大湾区;阿里巴巴概念;储能;深圳国企改革;国企改革;融资融券;深股通,300319
17,23,688525.SH,存储芯片;国家大基金持股;先进封装;汽车芯片;AI手机;芯片概念;AI PC;AI眼镜;消费电子概念;数据中心(AIDC);智能穿戴;小米概念;华为概念;粤港澳大湾区;比亚迪概念;专精特新;信创;阿里巴巴概念;机器人概念;人形机器人;同花顺出海50;沪股通;融资融券,688525
33,24,301323.SZ,稀土永磁;芯片概念;核污染防治;消费电子概念;传感器;专精特新;新能源汽车;安防;华为概念;机器人概念;粤港澳大湾区;食品安全;人民币贬值受益;智能家居;锂电池概念;医疗器械概念;一带一路;中俄贸易概念;建筑节能;三胎概念;俄乌冲突概念;深股通;股权转让(并购重组);融资融券,301323
17,19,688531.SH,共封装光学(CPO);PCB概念;芯片概念;液冷服务器;商业航天;宁德时代概念;比亚迪概念;专精特新;固态电池;锂电池概念;特斯拉概念;高端装备;储能;一体化压铸;食品安全;人工智能;2026中报预增;沪股通;融资融券,688531
17,7,688603.SH,PCB概念;先进封装;芯片概念;2026中报预增;玻璃基板;沪股通;融资融券,688603
17,10,688028.SH,培育钻石;OLED;芯片概念;工业母机;新能源汽车;人形机器人;核电;玻璃基板;沪股通;融资融券,688028
33,4,301373.SZ,光伏概念;专精特新;深股通;融资融券,301373
17,9,688783.SH,国家大基金持股;存储芯片;科创次新股;MCU芯片;芯片概念;注册制次新股;西部大开发;新股与次新股;融资融券,688783
33,6,300668.SZ,ERP概念;数据确权;华为概念;AIGC概念;新型城镇化;股权转让(并购重组),300668
17,15,688388.SH,PET铜箔;PCB概念;共封装光学(CPO);固态电池;宁德时代概念;锂电池概念;2026一季报预增;光伏概念;新能源汽车;储能;飞行汽车(eVTOL);低空经济;2026中报预增;沪股通;融资融券,688388
33,12,301319.SZ,先进封装;富士康概念;芯片概念;比亚迪概念;新能源汽车;专精特新;光伏概念;华为概念;低空经济;粤港澳大湾区;深股通;融资融券,301319
17,5,688721.SH,芯片概念;专精特新;先进封装;沪股通;融资融券,688721
17,10,688727.SH,存储芯片;光刻胶;科创次新股;芯片概念;注册制次新股;海峡两岸;福建自贸区;创投;新股与次新股;融资融券,688727
33,9,301362.SZ,PCB概念;专精特新;人民币贬值受益;C2M概念;一带一路;生态农业;高股息精选;深股通;融资融券,301362
151,8,920045.BJ,数据中心(AIDC);粤港澳大湾区;无人驾驶;光纤概念;新股与次新股;融资融券;共封装光学(CPO);人民币贬值受益,920045
33,8,301235.SZ,芯片概念;专精特新;人工智能;医疗器械概念;智能医疗;辅助生殖;深股通;融资融券,301235
17,16,688515.SH,铜缆高速连接;汽车芯片;芯片概念;智能座舱;数据中心(AIDC);小米概念;比亚迪概念;华为概念;人形机器人;无人驾驶;机器人概念;信创;车联网(车路协同);工业互联网;沪股通;融资融券,688515
17,10,688061.SH,先进封装;芯片概念;MCU芯片;消费电子概念;传感器;小米概念;无人机;新能源汽车;机器人概念;融资融券,688061
17,33,688035.SH,存储芯片;国家大基金持股;先进封装;芯片概念;PCB概念;柔性屏(折叠屏);苹果概念;消费电子概念;有机硅概念;液冷服务器;HJT电池;智能穿戴;无线耳机;MR(混合现实);TOPCON电池;小米概念;光伏概念;数据中心(AIDC);专精特新;华为概念;石墨烯;固态电池;锂电池概念;宁德时代概念;新能源汽车;高端装备;储能;机器人概念;人形机器人;高铁;玻璃基板;沪股通;融资融券,688035
33,16,300776.SZ,MicroLED概念;第三代半导体;BC电池;先进封装;MiniLED;OLED;钙钛矿电池;消费电子概念;HJT电池;PCB概念;芯片概念;TOPCON电池;光伏概念;玻璃基板;融资融券;深股通,300776
33,12,301095.SZ,光刻机;共封装光学(CPO);存储芯片;第三代半导体;芯片概念;专精特新;信创;人工智能;AI智能体;DeepSeek概念;深股通;融资融券,301095
33,4,301630.SZ,PCB概念;专精特新;深股通;融资融券,301630
