market_code,code,股票代码,所属概念,所属概念数量
151,920078,920078.BJ,商业航天;核污染防治;专精特新;新股与次新股;融资融券,5
33,000977,000977.SZ,算力租赁;中国AI 50;英伟达概念;东数西算(算力);国产操作系统;信创;云计算;国资云;液冷服务器;腾讯概念;数据中心;抖音概念(字节概念);百度概念;元宇宙;车联网(车路协同);智慧城市;AIGC概念;DeepSeek概念;人工智能;无人驾驶;水利;回购增持再贷款概念;国企改革;深股通;融资融券,25
33,300489,300489.SZ,先进封装;核污染防治;新能源汽车;第三代半导体;无人驾驶;无人机;军工;核电;低空经济;氢能源;深股通,11
33,300393,300393.SZ,BC电池;TOPCON电池;钙钛矿电池;光伏建筑一体化;光伏概念;国企改革;虚拟电厂;华为概念;AI智能体;深股通;融资融券,11
33,002465,002465.SZ,军工信息化;太赫兹;6G概念;卫星导航;时空大数据;商业航天;军民融合;同花顺新质50;国产航母;脑机接口;国产操作系统;人工智能;DeepSeek概念;智慧城市;车联网(车路协同);军工;大飞机;成飞概念;航空发动机;低空经济;虚拟现实;无人机;5G;物联网;无人驾驶;智能穿戴;机器人概念;芯片概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,33
33,301093,301093.SZ,人工智能;创投;医疗器械概念;创新药;深股通;融资融券,6
17,688193,688193.SH,医疗器械概念;食品安全;辅助生殖;猴痘概念;肝炎概念;专精特新;流感;智能医疗;融资融券,9
17,688518,688518.SH,先进封装;共封装光学(CPO);MicroLED概念;芯片概念;消费电子概念;3D打印;光纤概念;宁德时代概念;固态电池;钙钛矿电池;工业母机;新型工业化;新能源汽车;锂电池概念;华为概念;光伏概念;机器人概念;燃料电池;储能;氢能源;沪股通;融资融券,22
33,301071,301071.SZ,培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券,6
17,605090,605090.SH,天然气;页岩气;俄乌冲突概念;航运概念;商业航天;煤化工概念;新疆振兴;氢能源;低空经济;数字经济;DeepSeek概念;创投;回购增持再贷款概念;智能物流;粤港澳大湾区;芯片概念;绿色电力;融资融券;沪股通,19
17,688523,688523.SH,卫星导航;商业航天;航空发动机;大飞机;无人机;低空经济;专精特新;沪股通;融资融券,9
17,603938,603938.SH,光纤概念;存储芯片;芯片概念;有机硅概念;海峡两岸;光伏概念;硅能源;京津冀一体化;沪股通;融资融券,10
17,688198,688198.SH,眼科医疗;创新药;医美概念;医疗器械概念;专精特新;沪股通;融资融券,7
33,002364,002364.SZ,中国AI 50;数据中心;5G;东数西算(算力);高压快充;华为概念;阿里巴巴概念;腾讯概念;百度概念;智能电网;核电;宁德时代概念;换电概念;储能;特高压;工业互联网;海工装备;充电桩;虚拟电厂;数字孪生;新能源汽车;风电;拼多多概念;两轮车;碳中和;水利;深股通;融资融券,28
33,002879,002879.SZ,柔性直流输电;智能电网;核电;风电;高铁;储能;2025年报预增;数据中心;抽水蓄能;液冷服务器;机器人概念;商业航天,12
151,920808,920808.BJ,融资融券;股权转让(并购重组);腾讯概念;液冷服务器;碳中和;数据中心;抖音概念(字节概念);专精特新;东数西算(算力),9
17,600150,600150.SH,中船系;国产航母;中字头股票;海工装备;央企国企改革;军民融合;一带一路;国企改革;军工;高端装备;风电;商业航天;同花顺中特估100;2025年报预增;航运概念;DeepSeek概念;同花顺出海50;股权转让(并购重组);沪股通;融资融券,20
17,603663,603663.SH,小金属概念;稀土永磁;芯片概念;宁德时代概念;固态电池;专精特新;一体化压铸;氢能源;核电;回购增持再贷款概念;海峡两岸;沪股通;融资融券,13
33,002120,002120.SZ,统一大市场;冷链物流;跨境电商;乡村振兴;智能物流;回购增持再贷款概念;一带一路;低空经济;无人驾驶;阿里巴巴概念;抖音概念(字节概念);深股通;融资融券,13
17,688450,688450.SH,光纤概念;MR(混合现实);物联网;地下管网;工业互联网;机器人概念;传感器;人工智能;风电;智能电网;柔性直流输电;融资融券,12
17,600312,600312.SH,柔性直流输电;特高压;智能电网;核电;风电;充电桩;储能;高端装备;央企国企改革;一带一路;工业互联网;机器人概念;数字孪生;国企改革;DeepSeek概念;沪股通;融资融券,17
33,002980,002980.SZ,共封装光学(CPO);血氧仪;PM2.5;核污染防治;AI眼镜;智能穿戴;食品安全;华为鲲鹏;充电桩;物联网;光伏概念;储能;核电;DeepSeek概念;AI智能体;智能医疗;新能源汽车;鸿蒙概念;流感;医疗器械概念;人民币贬值受益,21
17,605007,605007.SH,共同富裕示范区;海峡两岸;沪股通,3
17,688102,688102.SH,商业航天;航空发动机;可控核聚变;3D打印;核电;芯片概念;独角兽概念;DeepSeek概念;共封装光学(CPO);特高压;新能源汽车;充电桩;西部大开发;医疗器械概念;沪股通;融资融券,16
33,003019,003019.SZ,智能座舱;汽车电子;人形机器人;新能源汽车;特斯拉概念;芯片概念;机器人概念;数字货币;海峡两岸;福建自贸区;物联网;人民币贬值受益;人工智能;深股通,14
33,301075,301075.SZ,西部大开发;三胎概念;流感;仿制药一致性评价;创新药;融资融券,6
17,600259,600259.SH,稀土永磁;金属铜;小金属概念;2026一季报预增;央企国企改革;海南自贸区;国企改革;粤港澳大湾区;融资融券;中字头股票;沪股通,11
33,002813,002813.SZ,车联网(车路协同);无人驾驶;星闪概念;智能座舱;人工智能;机器人概念;百度概念;数据安全;DeepSeek概念;汽车电子;卫星导航,11
17,605358,605358.SH,中芯国际概念;存储芯片;汽车芯片;第三代半导体;芯片概念;汽车电子;人形机器人;卫星导航;无人驾驶;商业航天;5G;比亚迪概念;专精特新;机器人概念;共封装光学(CPO);光伏概念;硅能源;充电桩;融资融券;沪股通,20
33,000547,000547.SZ,军工信息化;商业航天;卫星导航;军民融合;军工;无人机;低空经济;5G;MR(混合现实);海工装备;芯片概念;安防;网络安全;华为概念;海峡两岸;多模态AI;福建自贸区;虚拟现实;信创;数据安全;华为欧拉;人工智能;华为鲲鹏;智慧政务;元宇宙;数字经济;DeepSeek概念;央企国企改革;风电;乡村振兴;国企改革;深股通;融资融券,33
33,301197,301197.SZ,专精特新;华为概念;新型城镇化;智慧城市;人工智能;信创;建筑节能;回购增持再贷款概念;华为鲲鹏;数据要素;雄安新区;蚂蚁集团概念;融资融券,13
33,002432,002432.SZ,血氧仪;流感;智能医疗;天津自贸区;医疗器械概念;AI应用;回购增持再贷款概念;创投;人民币贬值受益;京津冀一体化;跨境电商;智能穿戴;养老概念;小米概念;深股通;融资融券,16
33,002501,002501.SZ,军工;光伏概念;新能源汽车;深股通;融资融券;股权转让(并购重组),6
151,920116,920116.BJ,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,12
33,003009,003009.SZ,军民融合;商业航天;军工;无人机;可控核聚变;央企国企改革;专精特新;光伏概念;西部大开发;国企改革;中字头股票;深股通,12
33,000778,000778.SZ,特钢概念;央企国企改革;地下管网;国企改革;参股银行;回购增持再贷款概念;钒电池;PPP概念;水利;小金属概念;2025年报预增;京津冀一体化;核电;储能;深股通;融资融券,16
33,000803,000803.SZ,固废处理;西部大开发;国企改革;数字经济;工业互联网;物联网,6
17,688106,688106.SH,俄乌冲突概念;天然气;固态电池;氢能源;中芯国际概念;碳中和;锂电池概念;光伏概念;存储芯片;第三代半导体;可控核聚变;燃料电池;回购增持再贷款概念;冷链物流;商业航天;核电;长三角一体化;芯片概念;专精特新;新疆振兴;沪股通;融资融券,22
33,002498,002498.SZ,柔性直流输电;特高压;抽水蓄能;智能电网;电力物联网;风电;核电;充电桩;海工装备;一带一路;燃料电池;氢能源;无人机;数字经济;5G;深股通;融资融券,17
33,301179,301179.SZ,柔性直流输电;虚拟电厂;电力物联网;智能电网;特高压;充电桩;网络安全;光伏建筑一体化;风电;绿色电力;数据安全;光伏概念;数据中心;多模态AI;储能;数字经济;物联网;数字孪生;DeepSeek概念;人工智能;5G;低空经济;新型工业化;无人机;专精特新;机器人概念;AI应用;2026一季报预增;深股通;融资融券,30
17,603285,603285.SH,锂电池概念;融资融券,2
33,300600,300600.SZ,国产航母;军民融合;军工;商业航天;海工装备;机器人概念;专精特新;核电;国企改革;风电;储能;摘帽,12
33,300694,300694.SZ,燃料电池;新能源汽车;机器人概念;2025年报预增;国企改革;人形机器人,6
17,603890,603890.SH,富士康概念;AI PC;AI眼镜;汽车电子;消费电子概念;5G;小米汽车;F5G概念;人形机器人;比亚迪概念;特斯拉概念;华为概念;新能源汽车;机器人概念;华为汽车;人民币贬值受益;沪股通;融资融券,18
33,301148,301148.SZ,核污染防治;海峡两岸;专精特新;福建自贸区;核电;新型城镇化;污水处理;融资融券,8
33,000533,000533.SZ,智能电网;抽水蓄能;风电;充电桩;超超临界发电;核电;光伏概念;数据中心;储能;东数西算(算力);水利;可控核聚变;海工装备;百度概念;阿里巴巴概念;数字经济;粤港澳大湾区;比亚迪概念;中芯国际概念;深股通;融资融券,21
33,300323,300323.SZ,MicroLED概念;MiniLED;AI眼镜;第三代半导体;智能穿戴;消费电子概念;华为概念;汽车电子;虚拟现实;芯片概念;国企改革;深股通;融资融券,13
33,003041,003041.SZ,人民币贬值受益;共同富裕示范区;2025年报预增;一带一路;股权转让(并购重组),5
33,002470,002470.SZ,化肥;磷化工;生态农业;农村电商;水泥概念;土壤修复;乡村振兴;国企改革;锂电池概念;深股通,10
33,002600,002600.SZ,商业航天;AI手机;无人机;低空经济;智能音箱;5G;智能穿戴;人形机器人;AI PC;无线耳机;无线充电;AI眼镜;MR(混合现实);小米概念;碳纤维;虚拟现实;华为概念;3D打印;消费电子概念;富士康概念;英伟达概念;机器人概念;减速器;同花顺果指数;比亚迪概念;柔性屏(折叠屏);液冷服务器;苹果概念;新能源汽车;人工智能;海峡两岸;充电桩;共封装光学(CPO);光伏概念;储能;人民币贬值受益;回购增持再贷款概念;稀土永磁;深股通;融资融券,40
17,600353,600353.SH,5G;军工;航空发动机;芯片概念;东数西算(算力);可控核聚变;第三代半导体;无人机;先进封装;军民融合;华为概念;光刻机;无人驾驶;核电;信创;2025年报预增;智慧城市;特高压;智能电网;DeepSeek概念;风电;柔性直流输电;虚拟电厂;西部大开发;沪股通;融资融券,26
17,600855,600855.SH,军工信息化;军民融合;商业航天;军工;无人机;低空经济;车联网(车路协同);安防;智慧城市;ETC;信创;物联网;人工智能;数据中心;央企国企改革;储能;医疗器械概念;国企改革;融资融券;沪股通,20
33,002062,002062.SZ,人形机器人;水利;新型城镇化;光伏概念;储能;地下管网;回购增持再贷款概念;雅下水电概念;PPP概念;绿色电力;深股通;融资融券,12
33,300669,300669.SZ,专精特新;深股通,2
33,301005,301005.SZ,卫星导航;航空发动机;商业航天;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);机器人概念;人形机器人;PEEK材料;专精特新;换电概念;汽车热管理;小米概念;特斯拉概念;比亚迪概念;小米汽车;华为汽车;创投;智能物流;新能源汽车;家用电器;氢能源;深股通;融资融券,26
33,301181,301181.SZ,汽车热管理;比亚迪概念;飞行汽车(eVTOL);新能源汽车;低空经济;长安汽车概念;宁德时代概念;燃料电池;融资融券,9
33,002938,002938.SZ,共封装光学(CPO);PCB概念;富士康概念;同花顺果指数;MiniLED;AI PC;汽车电子;苹果概念;消费电子概念;AI眼镜;AI手机;智能穿戴;无线耳机;智能座舱;无人驾驶;商业航天;新能源汽车;人形机器人;华为概念;虚拟现实;海峡两岸;人民币贬值受益;融资融券;深股通,24
33,300364,300364.SZ,Sora概念(文生视频);短剧游戏;AI语料;快手概念;知识产权保护;AIGC概念;智谱AI;文化传媒概念;虚拟数字人;ChatGPT概念;多模态AI;Web3.0;NFT概念;抖音概念(字节概念);数据确权;在线教育;AI智能体;腾讯概念;阿里巴巴概念;百度概念;数据要素;元宇宙;AI应用;鸿蒙概念;IP经济(谷子经济);区块链;数字乡村;职业教育;DeepSeek概念;人工智能;数字经济;虚拟现实;华为概念;京津冀一体化;乡村振兴;同花顺出海50;深股通;融资融券,38
17,601179,601179.SH,柔性直流输电;特高压;智能电网;风电;核电;可控核聚变;光伏概念;储能;超级电容;中字头股票;数据中心;水利;东数西算(算力);高端装备;量子科技;央企国企改革;西部大开发;芯片概念;国企改革;同花顺中特估100;融资融券;沪股通,22
33,300720,300720.SZ,机器人概念;物联网;股权转让(并购重组),3
33,000019,000019.SZ,粮食概念;预制菜;深圳国企改革;国企改革;冷链物流;一带一路;数字乡村;深股通,8
17,600982,600982.SH,生物质能发电;绿色电力;抽水蓄能;光伏建筑一体化;碳中和;风电;华为数字能源;储能;国企改革;光伏概念;航运概念;统一大市场;共同富裕示范区;华为概念;沪股通,15
17,603336,603336.SH,农业种植;冷链物流;一带一路;乡村振兴;国企改革;股权转让(并购重组),6
17,688090,688090.SH,机器视觉;新型工业化;传感器;专精特新;芯片概念;比亚迪概念;人工智能;数字孪生;机器人概念;新能源汽车;AI应用;融资融券,12
33,003031,003031.SZ,共封装光学(CPO);光刻机;第三代半导体;华为海思概念股;6G概念;芯片概念;消费电子概念;5G;汽车电子;商业航天;比亚迪概念;卫星导航;新能源汽车;专精特新;军工;华为概念;充电桩;央企国企改革;国企改革;中字头股票;融资融券;深股通,22
