market_code,code,所属概念数量,股票代码,所属概念
17,601121,9,601121.SH,金属铅;金属锌;黄金概念;金属铜;国企改革;新疆振兴;西部大开发;股权转让(并购重组);沪股通
17,601020,11,601020.SH,金属铅;金属锌;黄金概念;金属铜;小金属概念;人民币贬值受益;西部大开发;一带一路;沪股通;2025年报预增;融资融券
33,300720,3,300720.SZ,机器人概念;物联网;股权转让(并购重组)
33,002149,19,002149.SZ,商业航天;卫星导航;可控核聚变;军工;超导概念;海工装备;核电;柔性屏(折叠屏);5G;氢能源;燃料电池;西部大开发;专精特新;俄乌冲突概念;国企改革;小金属概念;医疗器械概念;深股通;融资融券
33,300293,10,300293.SZ,光刻机;新型工业化;人工智能;高端装备;人民币贬值受益;工业母机;一带一路;特斯拉概念;氢能源;深股通
151,920087,8,920087.BJ,乡村振兴;粮食概念;农业种植;大豆;玉米;融资融券;国企改革;转基因
17,603196,4,603196.SH,三胎概念;锂电池概念;虚拟数字人;股权转让(并购重组)
33,002837,20,002837.SZ,液冷服务器;中国AI 50;英伟达概念;数据中心;比亚迪概念;新能源汽车;储能;东数西算(算力);华为概念;充电桩;家用电器;军工;高铁;粤港澳大湾区;腾讯概念;阿里巴巴概念;抖音概念(字节概念);冷链物流;融资融券;深股通
33,002782,14,002782.SZ,高压快充;储能;光伏概念;充电桩;新能源汽车;小米汽车;比亚迪概念;消费电子概念;5G;机器人概念;华为概念;低空经济;融资融券;深股通
17,601677,14,601677.SH,金属回收;中韩自贸区;锂电池概念;固态电池;特高压;储能;新能源汽车;比亚迪概念;机器人概念;消费电子概念;军工;5G;融资融券;沪股通
17,688508,17,688508.SH,汽车芯片;国家大基金持股;第三代半导体;芯片概念;中芯国际概念;人形机器人;专精特新;机器人概念;数据中心;无人机;2025年报预增;高压快充;充电桩;人工智能;DeepSeek概念;沪股通;融资融券
33,002757,25,002757.SZ,AIGC概念;AI智能体;云计算;网络安全;抖音概念(字节概念);阿里巴巴概念;腾讯概念;算力租赁;数字经济;人工智能;东数西算(算力);数字孪生;华为概念;工业互联网;数据中心;机器人概念;新型工业化;智能家居;粤港澳大湾区;专精特新;海峡两岸;中俄贸易概念;工业母机;AI应用;深股通
17,600176,14,600176.SH,PCB概念;PEEK材料;光伏概念;回购增持再贷款概念;长三角一体化;一带一路;风电;国企改革;沪股通;融资融券;央企国企改革;DeepSeek概念;同花顺中特估100;中字头股票
17,601011,12,601011.SH,煤炭概念;煤化工概念;石墨电极;石墨烯;黑龙江自贸区;碳中和;氢能源;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券
17,600392,9,600392.SH,稀土永磁;小金属概念;2025三季报预增;苹果概念;西部大开发;国企改革;参股保险;沪股通;融资融券
17,600460,19,600460.SH,国家大基金持股;先进封装;第三代半导体;汽车芯片;MCU芯片;OLED;汽车电子;消费电子概念;芯片概念;小米概念;智能穿戴;传感器;比亚迪概念;光伏概念;华为概念;长三角一体化;沪股通;融资融券;2025年报预增
17,688485,3,688485.SH,专精特新;京津冀一体化;融资融券
33,300548,15,300548.SZ,共封装光学(CPO);F5G概念;铜缆高速连接;光纤概念;芯片概念;5G;数据中心;华为概念;专精特新;机器人概念;2025年报预增;抖音概念(字节概念);长三角一体化;融资融券;深股通
33,300656,15,300656.SZ,电子身份证;机器视觉;无人机;华为概念;传感器;人工智能;汽车芯片;芯片概念;粤港澳大湾区;海峡两岸;比亚迪概念;第三代半导体;储能;光伏概念;特高压
17,603588,17,603588.SH,2025年报预增;黄金概念;医疗废物处理;金属回收;金属铅;固废处理;金属铜;小金属概念;污水处理;土壤修复;一带一路;生物质能发电;垃圾分类;PPP概念;沪股通;金属镍;融资融券
17,688392,11,688392.SH,先进封装;PET铜箔;芯片概念;液冷服务器;宁德时代概念;比亚迪概念;专精特新;固态电池;军工;沪股通;融资融券
17,601233,6,601233.SH,煤炭概念;回购增持再贷款概念;长三角一体化;互联网金融;沪股通;融资融券
33,002467,29,002467.SZ,云办公;智慧政务;云计算;Web3.0;智谱AI;区块链;在线教育;虚拟数字人;AI智能体;腾讯概念;元宇宙;信创;网络安全;AIGC概念;阿里巴巴概念;鸿蒙概念;数字经济;DeepSeek概念;人工智能;虚拟现实;语音技术;网红经济;物联网;数据中心;低空经济;一带一路;小米概念;融资融券;深股通
17,603980,7,603980.SH,染料;有机硅概念;家用电器;阿尔茨海默概念;医疗器械概念;仿制药一致性评价;创新药
17,688448,2,688448.SH,污水处理;融资融券
151,920438,13,920438.BJ,商业航天;无人驾驶;6G概念;芯片概念;消费电子概念;军工;核污染防治;海工装备;专精特新;核电;比亚迪概念;先进封装;融资融券
151,920402,7,920402.BJ,融资融券;氢能源;光伏概念;碳中和;国企改革;硅能源;芯片概念
33,000031,8,000031.SZ,物业管理;新型城镇化;国企改革;证金持股;央企国企改革;粤港澳大湾区;深股通;融资融券
17,688347,8,688347.SH,国家大基金持股;存储芯片;芯片概念;消费电子概念;国企改革;上海国企改革;沪股通;融资融券
17,605337,5,605337.SH,乳业;啤酒概念;共同富裕示范区;养老概念;沪股通
17,603929,9,603929.SH,中芯国际概念;OLED;芯片概念;富士康概念;柔性屏(折叠屏);华为概念;海峡两岸;长三角一体化;沪股通
33,300223,29,300223.SZ,存储芯片;MCU芯片;汽车芯片;AI眼镜;MiniLED;智能音箱;OLED;消费电子概念;芯片概念;汽车电子;智能座舱;小米概念;传感器;3D打印;机器人概念;机器视觉;无人驾驶;人民币贬值受益;智能家居;安防;家用电器;物联网;人脸识别;鸿蒙概念;人工智能;抖音概念(字节概念);区块链;深股通;融资融券
17,688130,5,688130.SH,芯片概念;智能家居;血氧仪;储能;融资融券
33,301526,17,301526.SZ,PCB概念;华为手机;5G;消费电子概念;汽车电子;华为概念;光伏概念;特高压;工业互联网;一带一路;风电;数字经济;西部大开发;绿色电力;国企改革;深股通;融资融券
17,688233,6,688233.SH,存储芯片;芯片概念;专精特新;2025年报预增;沪股通;融资融券
33,002170,17,002170.SZ,磷化工;化肥;钠离子电池;锂电池概念;生态农业;土地流转;农村电商;垃圾分类;2025三季报预增;乡村振兴;转基因;无人机;2025年报预增;数字乡村;物联网;人工智能;深股通
17,600058,9,600058.SH,央企国企改革;统一大市场;一带一路;国企改革;乡村振兴;小金属概念;融资融券;股权转让(并购重组);沪股通
33,002831,5,002831.SZ,可降解塑料;宠物经济;机器人概念;深股通;融资融券
17,600362,11,600362.SH,金属铜;黄金概念;小金属概念;金属回收;锂电池概念;沪股通;融资融券;一带一路;证金持股;国企改革;参股券商
17,600108,15,600108.SH,土地流转;粮食概念;啤酒概念;农业种植;玉米;乡村振兴;国企改革;代糖概念;西部大开发;跨境电商;参股券商;水利;回购增持再贷款概念;融资融券;沪股通
33,300837,6,300837.SZ,金属铅;动力电池回收;专精特新;固废处理;雅下水电概念;共同富裕示范区
33,300157,18,300157.SZ,可燃冰;页岩气;俄乌冲突概念;天然气;雄安新区;一带一路;创投;人工智能;氢能源;东数西算(算力);军工;数据中心;高端装备;超超临界发电;储能;无人机;机器人概念;融资融券
17,688045,11,688045.SH,第三代半导体;AI眼镜;消费电子概念;专精特新;传感器;小米概念;芯片概念;MCU芯片;储能;粤港澳大湾区;融资融券
17,603115,2,603115.SH,储能;专精特新
33,002232,39,002232.SZ,MLOps概念;车联网(车路协同);数据安全;华为鲲鹏;信创;数据要素;百度概念;智慧城市;国产操作系统;国资云;网络安全;数字经济;元宇宙;AI智能体;算力租赁;DeepSeek概念;ERP概念;阿里巴巴概念;无人驾驶;人工智能;京津冀一体化;虚拟现实;低空经济;EDR概念;卫星导航;华为概念;飞行汽车(eVTOL);工业互联网;国企改革;数据中心;央企国企改革;华为汽车;一带一路;汽车电子;充电桩;新能源汽车;股权转让(并购重组);融资融券;深股通
17,600339,18,600339.SH,天然气;煤化工概念;新疆振兴;同花顺中特估100;国企改革;碳中和;地下管网;一带一路;中俄贸易概念;西部大开发;氢能源;海工装备;期货概念;储能;可控核聚变;沪股通;中字头股票;融资融券
17,688622,9,688622.SH,量子科技;PM2.5;医疗器械概念;专精特新;食品安全;粤港澳大湾区;碳中和;沪股通;融资融券
17,601101,4,601101.SH,煤炭概念;国企改革;融资融券;沪股通
33,002068,8,002068.SZ,PVDF概念;锂电池概念;固态电池;碳中和;国企改革;回购增持再贷款概念;深股通;融资融券
33,002258,6,002258.SZ,草甘膦;国企改革;西部大开发;2025年报预增;深股通;融资融券
17,688262,28,688262.SH,MCU芯片;国家大基金持股;存储芯片;汽车芯片;先进封装;量子科技;芯片概念;星闪概念;汽车电子;智能座舱;东数西算(算力);无线充电;电子身份证;信创;商业航天;网络安全;安防;数据安全;物联网;比亚迪概念;鸿蒙概念;车联网(车路协同);无人驾驶;数字货币;长安汽车概念;智能电网;沪股通;融资融券
17,688077,14,688077.SH,稀土永磁;金属钴;小金属概念;消费电子概念;比亚迪概念;专精特新;新能源汽车;人形机器人;风电;机器人概念;华为概念;2025年报预增;固废处理;融资融券
17,688308,10,688308.SH,光伏概念;工业母机;2025年报预增;航空发动机;PCB概念;专精特新;人形机器人;机器人概念;商业航天;融资融券
33,000983,7,000983.SZ,煤炭概念;煤化工概念;国企改革;小金属概念;人形机器人;深股通;融资融券
17,600231,8,600231.SH,特钢概念;天然气;国企改革;央企国企改革;回购增持再贷款概念;沪股通;股权转让(并购重组);融资融券
17,600546,6,600546.SH,煤炭概念;超超临界发电;航运概念;国企改革;沪股通;融资融券
33,002345,7,002345.SZ,黄金概念;小金属概念;培育钻石;2025年报预增;IP经济(谷子经济);NFT概念;深股通
33,002861,16,002861.SZ,富士康概念;无线耳机;苹果概念;智能音箱;AI眼镜;智能穿戴;消费电子概念;无线充电;小米概念;虚拟现实;星闪概念;比亚迪概念;人民币贬值受益;元宇宙;医疗器械概念;人工智能
17,600487,31,600487.SH,光纤概念;特高压;共封装光学(CPO);液冷服务器;小米汽车;柔性直流输电;芯片概念;智能电网;新能源汽车;F5G概念;人形机器人;5G;风电;数据中心;量子科技;机器人概念;长三角一体化;无人驾驶;6G概念;华为概念;海工装备;军工;一带一路;太赫兹;创投;水利;DeepSeek概念;网络安全;智慧城市;沪股通;融资融券
33,000949,3,000949.SZ,新疆振兴;国企改革;深股通
17,600997,5,600997.SH,煤炭概念;煤化工概念;国企改革;沪股通;融资融券
33,301613,14,301613.SZ,消费电子概念;富士康概念;宁德时代概念;新能源汽车;比亚迪概念;固态电池;机器人概念;储能;锂电池概念;无人机;西部大开发;股权转让(并购重组);深股通;融资融券
33,301588,3,301588.SZ,粤港澳大湾区;人民币贬值受益;融资融券
33,300784,8,300784.SZ,三胎概念;物联网;专精特新;机器人概念;旅游概念;IP经济(谷子经济);消费电子概念;融资融券
17,603279,3,603279.SH,污水处理;融资融券;沪股通
17,600989,11,600989.SH,POE胶膜;煤化工概念;煤炭概念;碳中和;氢能源;西部大开发;2025年报预增;跨境电商;DeepSeek概念;融资融券;沪股通
33,300835,7,300835.SZ,稀土永磁;新能源汽车;数据中心;光伏概念;消费电子概念;专精特新;深股通
33,300087,12,300087.SZ,转基因;大豆;玉米;粮食概念;农业种植;乡村振兴;央企国企改革;国企改革;俄乌冲突概念;一带一路;融资融券;深股通
33,300067,25,300067.SZ,百度概念;AIGC概念;区块链;C2M概念;IP经济(谷子经济);多模态AI;独角兽概念;DeepSeek概念;人工智能;算力租赁;Sora概念(文生视频);东数西算(算力);军工;海工装备;宠物经济;柔性屏(折叠屏);PPP概念;长三角一体化;污水处理;英伟达概念;芯片概念;染料;AI应用;深股通;融资融券
17,688398,6,688398.SH,家用电器;专精特新;新能源汽车;福建自贸区;冷链物流;融资融券
33,002409,14,002409.SZ,存储芯片;国家大基金持股;中芯国际概念;光刻胶;OLED;芯片概念;特高压;氟化工概念;磷化工;专精特新;海工装备;深股通;天然气;融资融券
33,300189,10,300189.SZ,海南自贸区;转基因;土地流转;玉米;粮食概念;生态农业;农业种植;乡村振兴;合成生物;融资融券
17,603986,16,603986.SH,存储芯片;汽车芯片;MCU芯片;芯片概念;无线耳机;汽车电子;传感器;小米概念;锂电池概念;人形机器人;光伏概念;人民币贬值受益;物联网;回购增持再贷款概念;融资融券;沪股通
33,000960,8,000960.SZ,金属铅;金属锌;金属铜;小金属概念;西部大开发;国企改革;深股通;融资融券
33,002484,13,002484.SZ,超级电容;5G;可控核聚变;人形机器人;新能源汽车;储能;机器人概念;军工;华为概念;东数西算(算力);国企改革;深股通;融资融券
33,002978,9,002978.SZ,钛白粉概念;小金属概念;钒电池;锂电池概念;西部大开发;参股银行;股权转让(并购重组);融资融券;深股通
33,002491,13,002491.SZ,数字水印;光纤概念;网络安全;数据安全;独角兽概念;5G;数据中心;长三角一体化;专精特新;储能;固态电池;深股通;融资融券
151,920101,7,920101.BJ,光伏概念;专精特新;高铁;水利;中俄贸易概念;新股与次新股;融资融券
33,002183,39,002183.SZ,商业航天;低空经济;东数西算(算力);数据中心;国产操作系统;无人机;卫星导航;粤港澳大湾区;信创;5G;深圳国企改革;创投;华为概念;云计算;人工智能;一带一路;华为鲲鹏;金属回收;DeepSeek概念;储能;鸿蒙概念;国企改革;智能医疗;充电桩;锂电池概念;物业管理;智能物流;消费电子概念;冷链物流;新能源汽车;芯片概念;统一大市场;乳业;白酒概念;跨境支付(CIPS);医药电商;存储芯片;深股通;融资融券
