code,所属概念数量,所属概念,market_code,股票代码
002897,22,共封装光学(CPO);铜缆高速连接;富士康概念;F5G概念;华为海思概念股;5G;6G概念;消费电子概念;新型烟草(电子烟);光伏概念;比亚迪概念;智能穿戴;小米概念;新能源汽车;华为概念;无人驾驶;华为汽车;2025年报预增;长安汽车概念;人民币贬值受益;深股通;融资融券,33,002897.SZ
301132,14,PCB概念;汽车电子;5G;消费电子概念;充电桩;宁德时代概念;新能源汽车;汽车芯片;机器人概念;无人驾驶;智能电网;车联网(车路协同);深股通;融资融券,33,301132.SZ
301252,9,液冷服务器;汽车热管理;空气能热泵;数据中心;新能源汽车;专精特新;长安汽车概念;冷链物流;融资融券,33,301252.SZ
603601,14,商业航天;大飞机;核污染防治;核电;PM2.5;建筑节能;芯片概念;西部大开发;特斯拉概念;中芯国际概念;新能源汽车;宁德时代概念;家用电器;融资融券,17,603601.SH
688702,8,中国AI 50;国家大基金持股;数据中心;芯片概念;5G;网络安全;沪股通;融资融券,17,688702.SH
301046,13,光热发电;光伏概念;虚拟电厂;智能电网;光伏建筑一体化;换电概念;储能;绿色电力;机器人概念;东数西算(算力);新型城镇化;人形机器人;融资融券,33,301046.SZ
002008,40,PCB概念;光刻机;先进封装;富士康概念;光纤概念;存储芯片;第三代半导体;苹果概念;OLED;MiniLED;MicroLED概念;芯片概念;消费电子概念;3D打印;工业母机;AI眼镜;MR(混合现实);宁德时代概念;高端装备;光伏概念;比亚迪概念;固态电池;特斯拉概念;新能源汽车;小米概念;商业航天;钙钛矿电池;锂电池概念;储能;TOPCON电池;机器视觉;HJT电池;新型工业化;机器人概念;华为概念;减速器;粤港澳大湾区;物联网;深股通;融资融券,33,002008.SZ
300992,6,空气能热泵;水利;中俄贸易概念;人民币贬值受益;液冷服务器;融资融券,33,300992.SZ
300570,11,共封装光学(CPO);F5G概念;光纤概念;铜缆高速连接;5G;芯片概念;数据中心;传感器;人民币贬值受益;融资融券;深股通,33,300570.SZ
603119,14,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;新能源汽车;无人驾驶;专精特新;宁德时代概念;人民币贬值受益;共同富裕示范区;长三角一体化;沪股通;融资融券,17,603119.SH
688796,10,科创次新股;AI智能体;CRO概念;基因测序;2025年报预增;注册制次新股;人民币贬值受益;沪股通;新股与次新股;融资融券,17,688796.SH
301326,14,液冷服务器;富士康概念;苹果概念;芯片概念;消费电子概念;比亚迪概念;宁德时代概念;3D打印;无人机;固态电池;锂电池概念;人民币贬值受益;深股通;融资融券,33,301326.SZ
688818,17,科创次新股;卫星导航;商业航天;军工;无人机;注册制次新股;机器人概念;光伏概念;钠离子电池;固态电池;锂电池概念;储能;燃料电池;央企国企改革;国企改革;新股与次新股;融资融券,17,688818.SH
603186,17,先进封装;PCB概念;芯片概念;消费电子概念;5G;MiniLED;毫米波雷达;6G概念;石墨烯;海峡两岸;华为概念;固态电池;储能;锂电池概念;绿色电力;冷链物流;沪股通,17,603186.SH
300179,8,培育钻石;第三代半导体;海工装备;新能源汽车;专精特新;天然气;深股通;融资融券,33,300179.SZ
920971,8,存储芯片;先进封装;商业航天;锂电池概念;融资融券;芯片概念;光伏概念;专精特新,151,920971.BJ
688171,11,量子科技;信创;数据安全;网络安全;工业互联网;电力物联网;军工信息化;数据要素;智能电网;虚拟电厂;融资融券,17,688171.SH
603699,9,页岩气;氢能源;可控核聚变;一带一路;核电;人民币贬值受益;风电;沪股通;融资融券,17,603699.SH
002706,14,智能电网;核电;风电;充电桩;换电概念;光伏概念;储能;数据中心;新能源汽车;华为概念;物联网;智能家居;融资融券;深股通,33,002706.SZ
688280,8,减速器;汽车电子;比亚迪概念;无人驾驶;专精特新;新能源汽车;两轮车;融资融券,17,688280.SH
300900,20,航空发动机;商业航天;大飞机;卫星导航;成飞概念;军民融合;军工;碳纤维;低空经济;无人机;飞行汽车(eVTOL);海工装备;高端装备;黑龙江自贸区;专精特新;机器人概念;人形机器人;回购增持再贷款概念;深股通;融资融券,33,300900.SZ
002394,3,数字经济;创投;一带一路,33,002394.SZ
601231,19,共封装光学(CPO);同花顺果指数;苹果概念;WiFi 6;芯片概念;消费电子概念;5G;汽车电子;无线耳机;AI眼镜;智能穿戴;新能源汽车;智能座舱;物联网;一带一路;元宇宙;医疗器械概念;沪股通;融资融券,17,601231.SH
688607,6,智能医疗;人工智能;AI应用;传感器;宠物经济;融资融券,17,688607.SH
688025,19,光纤概念;共封装光学(CPO);苹果概念;钙钛矿电池;TOPCON电池;MR(混合现实);芯片概念;3D打印;光伏概念;机器视觉;专精特新;比亚迪概念;虚拟现实;华为概念;宁德时代概念;2025年报预增;固态电池;沪股通;融资融券,17,688025.SH
688141,13,汽车芯片;芯片概念;消费电子概念;汽车电子;小米概念;智能座舱;新能源汽车;专精特新;无人驾驶;华为概念;储能;沪股通;融资融券,17,688141.SH
301096,15,CRO概念;创新药;眼科医疗;医疗器械概念;仿制药一致性评价;幽门螺杆菌概念;医美概念;智能医疗;宠物经济;人工智能;毛发医疗;流感;AI应用;深股通;融资融券,33,301096.SZ
603258,9,手机游戏;网络游戏;电子竞技;短剧游戏;AIGC概念;AI智能体;虚拟现实;创投;沪股通,17,603258.SH
688253,11,智能医疗;猴痘概念;阿尔茨海默概念;辅助生殖;幽门螺杆菌概念;重组蛋白;肝炎概念;流感;医药电商;沪股通;融资融券,17,688253.SH
301538,10,人形机器人;比亚迪概念;新能源汽车;机器人概念;专精特新;储能;医疗器械概念;一带一路;深股通;融资融券,33,301538.SZ
688266,5,重组蛋白;细胞免疫治疗;创新药;沪股通;融资融券,17,688266.SH
688313,10,共封装光学(CPO);F5G概念;光纤概念;芯片概念;5G;数据中心;2025年报预增;专精特新;沪股通;融资融券,17,688313.SH
300236,9,中芯国际概念;光刻胶;存储芯片;先进封装;2025年报预增;芯片概念;专精特新;深股通;融资融券,33,300236.SZ
603678,15,商业航天;5G;军工;芯片概念;超级电容;核电;小米概念;专精特新;新能源汽车;海峡两岸;人工智能;2025年报预增;创投;沪股通;融资融券,17,603678.SH
002667,8,金属锌;金属铅;小金属概念;磷化工;锂电池概念;储能;垃圾分类;融资融券,33,002667.SZ
603356,4,风电;光伏概念;海工装备;股权转让(并购重组),17,603356.SH
301281,5,数字经济;维生素;仿制药一致性评价;股权转让(并购重组);融资融券,33,301281.SZ
688191,17,特高压;智能电网;风电;无人机;专精特新;华为昇腾;数字孪生;机器视觉;水利;华为概念;DeepSeek概念;人工智能;AI智能体;鸿蒙概念;多模态AI;沪股通;融资融券,17,688191.SH
301392,13,芯片概念;第三代半导体;富士康概念;专精特新;比亚迪概念;苹果概念;PET铜箔;锂电池概念;光伏概念;TOPCON电池;钙钛矿电池;深股通;融资融券,33,301392.SZ
688071,14,人形机器人;无人驾驶;华为汽车;比亚迪概念;车联网(车路协同);长安汽车概念;机器人概念;专精特新;无人机;新能源汽车;宁德时代概念;高端装备;燃料电池;融资融券,17,688071.SH
601226,18,光伏概念;超超临界发电;风电;核电;海工装备;高端装备;储能;燃料电池;氢能源;回购增持再贷款概念;机器人概念;一带一路;央企国企改革;京津冀一体化;国企改革;DeepSeek概念;沪股通;融资融券,17,601226.SH
920060,12,一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,151,920060.BJ
301568,22,PCB概念;富士康概念;光刻机;消费电子概念;芯片概念;光刻胶;汽车电子;高端装备;5G;MicroLED概念;比亚迪概念;专精特新;AI眼镜;新型工业化;海峡两岸;商业航天;机器视觉;锂电池概念;福建自贸区;人工智能;多模态AI;融资融券,33,301568.SZ
002851,25,超级电容;第三代半导体;英伟达概念;高压快充;芯片概念;中国AI 50;数据中心;光伏概念;智能电网;高端装备;储能;风电;充电桩;小米概念;新能源汽车;高铁;新型工业化;机器人概念;一带一路;车联网(车路协同);家用电器;智能家居;医疗器械概念;融资融券;深股通,33,002851.SZ
300852,14,PCB概念;共封装光学(CPO);5G;毫米波雷达;汽车电子;数据中心;无人机;人形机器人;比亚迪概念;机器人概念;粤港澳大湾区;人民币贬值受益;一带一路;深股通,33,300852.SZ
002931,4,长安汽车概念;机器人概念;新能源汽车;股权转让(并购重组),33,002931.SZ
002212,48,电子身份证;智慧政务;数字货币;华为鲲鹏;网络安全;数据安全;数据确权;区块链;财税数字化;信创;跨境支付(CIPS);鸿蒙概念;云计算;华为昇腾;数字水印;AI智能体;云办公;ChatGPT概念;互联网金融;数字经济;阿里巴巴概念;腾讯概念;智慧城市;DeepSeek概念;车联网(车路协同);人工智能;量子科技;物联网;东数西算(算力);华为概念;智慧灯杆;低空经济;工业互联网;卫星导航;EDR概念;无人机;商业航天;新型工业化;机器人概念;数据中心;水利;雄安新区;芯片概念;一带一路;智能电网;AI应用;深股通;融资融券,33,002212.SZ
301630,6,PCB概念;注册制次新股;专精特新;深股通;新股与次新股;融资融券,33,301630.SZ
000951,9,氢能源;无人驾驶;新能源汽车;燃料电池;国企改革;减速器;冷链物流;深股通;融资融券,33,000951.SZ
300476,29,共封装光学(CPO);PCB概念;AI PC;富士康概念;英伟达概念;5G;2025年报预增;AI手机;汽车电子;芯片概念;数据中心;小米概念;海峡两岸;新能源汽车;东数西算(算力);特斯拉概念;人形机器人;光伏概念;虚拟现实;储能;智能电网;机器人概念;粤港澳大湾区;物联网;人民币贬值受益;深股通;同花顺出海50;乡村振兴;融资融券,33,300476.SZ
301479,17,智能座舱;智能家居;虚拟现实;机器视觉;无人驾驶;AI眼镜;小米概念;机器人概念;消费电子概念;粤港澳大湾区;比亚迪概念;专精特新;人形机器人;注册制次新股;深股通;新股与次新股;融资融券,33,301479.SZ
301361,9,智能电网;虚拟电厂;储能;海工装备;专精特新;传感器;数据中心;锂电池概念;融资融券,33,301361.SZ
300369,29,数字水印;MLOps概念;华为欧拉;数据确权;AI语料;数据安全;华为鲲鹏;云计算;智慧政务;国产操作系统;网络安全;信创;区块链;AI智能体;腾讯概念;阿里巴巴概念;数据要素;车联网(车路协同);DeepSeek概念;人工智能;东数西算(算力);华为概念;独角兽概念;AI应用;工业互联网;数据中心;京津冀一体化;深股通;融资融券,33,300369.SZ
300658,5,三胎概念;人民币贬值受益;海峡两岸;福建自贸区;股权转让(并购重组),33,300658.SZ
688800,27,铜缆高速连接;5G;液冷服务器;毫米波雷达;6G概念;高压快充;比亚迪概念;特斯拉概念;数据中心;新能源汽车;2025年报预增;人形机器人;光伏概念;专精特新;充电桩;储能;机器人概念;商业航天;军工;飞行汽车(eVTOL);换电概念;卫星导航;军民融合;低空经济;医疗器械概念;沪股通;融资融券,17,688800.SH
300804,2,粤港澳大湾区;融资融券,33,300804.SZ
603211,11,卫星导航;毫米波雷达;特斯拉概念;机器人概念;无人驾驶;比亚迪概念;新能源汽车;专精特新;长三角一体化;智能家居;沪股通,17,603211.SH
600396,9,碳交易;碳中和;绿色电力;超超临界发电;国企改革;风电;氢能源;央企国企改革;海工装备,17,600396.SH
301165,31,共封装光学(CPO);中国AI 50;液冷服务器;WiFi 6;5G;6G概念;东数西算(算力);数据中心;云办公;抖音概念(字节概念);快手概念;国资云;腾讯概念;网络安全;阿里巴巴概念;信创;小米概念;百度概念;AI智能体;新型工业化;AIGC概念;蚂蚁集团概念;工业互联网;人工智能;智能医疗;数字经济;AI应用;一带一路;国企改革;深股通;融资融券,33,301165.SZ
603778,11,钙钛矿电池;HJT电池;TOPCON电池;硅能源;新型城镇化;虚拟电厂;PPP概念;光伏概念;储能;固态电池;锂电池概念,17,603778.SH
601868,43,碳交易;生物质能发电;虚拟电厂;土壤修复;水泥概念;超超临界发电;光热发电;绿色电力;柔性直流输电;新型城镇化;水利;雅下水电概念;特高压;风电;国企改革;民爆概念;氢能源;储能;一带一路;燃料电池;央企国企改革;参股保险;核电;证金持股;同花顺中特估100;机器人概念;高端装备;海工装备;数据中心;低空经济;军工;人工智能;华为概念;宁德时代概念;可控核聚变;算力租赁;东数西算(算力);阿里巴巴概念;AI智能体;光纤概念;中字头股票;融资融券;沪股通,17,601868.SH
688668,12,铜缆高速连接;液冷服务器;英伟达概念;5G;比亚迪概念;新能源汽车;2025年报预增;机器视觉;长安汽车概念;商业航天;融资融券;沪股通,17,688668.SH
301041,28,数据中心;新型工业化;5G;汽车电子;比亚迪概念;华为概念;PCB概念;富士康概念;机器人概念;专精特新;粤港澳大湾区;毫米波雷达;工业互联网;无人机;创投;腾讯概念;职业教育;信创;百度概念;军工;6G概念;虚拟电厂;特高压;中俄贸易概念;商业航天;智能医疗;柔性直流输电;融资融券,33,301041.SZ
001339,31,AI PC;中国AI 50;英伟达概念;5G;东数西算(算力);算力租赁;消费电子概念;机器视觉;网络安全;智能座舱;安防;信创;车联网(车路协同);数据安全;物联网;专精特新;云办公;人脸识别;新型工业化;智慧城市;鸿蒙概念;机器人概念;ETC;工业互联网;人工智能;DeepSeek概念;人形机器人;粤港澳大湾区;在线教育;智能医疗;深股通,33,001339.SZ
920368,8,一带一路;融资融券;硅能源;光伏概念;第三代半导体;TOPCON电池;BC电池;HJT电池,151,920368.BJ
603306,13,共封装光学(CPO);光刻胶;芯片概念;特斯拉概念;新能源汽车;比亚迪概念;机器人概念;数据中心;回购增持再贷款概念;海峡两岸;沪股通;福建自贸区;融资融券,17,603306.SH
