code,所属概念数量,所属概念,股票代码,market_code
300896,10,毛发医疗;医美概念;合成生物;重组蛋白;医疗器械概念;减肥药;同花顺漂亮100;专精特新;深股通;融资融券,300896.SZ,33
001979,11,租售同权;物业管理;免税店;养老概念;国企改革;央企国企改革;粤港澳大湾区;低空经济;回购增持再贷款概念;深股通;融资融券,001979.SZ,33
301666,14,快手概念;英伟达概念;注册制次新股;小红书概念;存储芯片;数据中心(AIDC);抖音概念(字节概念);腾讯概念;阿里巴巴概念;专精特新;百度概念;DeepSeek概念;新股与次新股;融资融券,301666.SZ,33
000903,20,智能物流;人脸识别;移动支付;ST板块;乡村振兴;农机;低空经济;长安汽车概念;西部大开发;无人驾驶;国企改革;无人机;华为概念;燃料电池;机器人概念;氢能源;新能源汽车;传感器;汽车电子;芯片概念,000903.SZ,33
301511,21,PET铜箔;PCB概念;共封装光学(CPO);存储芯片;柔性屏(折叠屏);固态电池;MiniLED;5G;消费电子概念;宁德时代概念;华为数字能源;锂电池概念;比亚迪概念;储能;专精特新;新能源汽车;军工;华为概念;无人机;深股通;融资融券,301511.SZ,33
002484,13,超级电容;5G;可控核聚变;东数西算(算力);华为概念;军工;人形机器人;储能;新能源汽车;机器人概念;国企改革;深股通;融资融券,002484.SZ,33
002697,10,养老概念;参股银行;无人零售;乡村振兴;国企改革;西部大开发;腾讯概念;机器人概念;深股通;融资融券,002697.SZ,33
002634,4,互联网金融;TOPCON电池;ST板块;光伏概念,002634.SZ,33
002348,9,在线教育;人工智能;机器人概念;IP经济(谷子经济);固态电池;钠离子电池;跨境电商;三胎概念;股权转让(并购重组),002348.SZ,33
000669,2,ST板块;天然气,000669.SZ,33
000543,16,超超临界发电;抽水蓄能;绿色电力;碳交易;风电;国企改革;充电桩;参股券商;核电;新疆振兴;天然气;储能;参股银行;高股息精选;深股通;融资融券,000543.SZ,33
603398,10,TOPCON电池;光伏概念;区块链;ST板块;硅能源;人工智能;医疗器械概念;机器人概念;IP经济(谷子经济);三胎概念,603398.SH,22
301106,16,星闪概念;智能座舱;智能家居;汽车电子;消费电子概念;5G;电力物联网;比亚迪概念;新能源汽车;家用电器;PCB概念;新型烟草(电子烟);智能电网;两轮车;股权转让(并购重组);融资融券,301106.SZ,33
603529,8,共享单车;两轮车;钠离子电池;鸿蒙概念;换电概念;新能源汽车;融资融券;沪股通,603529.SH,17
002289,6,柔性屏(折叠屏);消费电子概念;数据中心(AIDC);算力租赁;ST板块;股权转让(并购重组),002289.SZ,33
002856,5,新型城镇化;粤港澳大湾区;垃圾分类;ST板块;国企改革,002856.SZ,33
002323,10,数字乡村;绿色电力;光伏建筑一体化;ST板块;智慧城市;国企改革;储能;HJT电池;光伏概念;一带一路,002323.SZ,33
600606,17,特色小镇;物业管理;养老概念;旅游概念;新型城镇化;互联网金融;PPP概念;参股银行;蚂蚁集团概念;煤炭概念;智慧城市;一带一路;独角兽概念;碳交易;元宇宙;沪股通;融资融券,600606.SH,17
000010,7,ST板块;新型城镇化;PPP概念;抽水蓄能;水利;煤炭概念;东数西算(算力),000010.SZ,33
300239,7,维生素;跨境电商;医美概念;人造肉;西部大开发;专精特新;化肥,300239.SZ,33
000078,9,仿制药一致性评价;创新药;医药电商;流感;维生素;冷链物流;ST板块;医疗器械概念;粤港澳大湾区,000078.SZ,33
603272,6,ST板块;回购增持再贷款概念;共同富裕示范区;专精特新;工业互联网;长三角一体化,603272.SH,22
600642,16,高股息精选;证金持股;抽水蓄能;天然气;绿色电力;参股保险;虚拟电厂;沪股通;融资融券;国企改革;风电;钒电池;核电;氢能源;上海国企改革;储能,600642.SH,17
002207,7,页岩气;俄乌冲突概念;天然气;新疆振兴;西部大开发;ST板块;国企改革,002207.SZ,33
600265,4,农业种植;ST板块;算力租赁;西部大开发,600265.SH,22
002102,5,毛发医疗;ST板块;维生素;合成生物;国企改革,002102.SZ,33
600745,25,同花顺漂亮100;ST板块;人民币贬值受益;车联网(车路协同);虚拟现实;智能座舱;无线耳机;华为概念;小米概念;智能穿戴;AI手机;汽车电子;同花顺果指数;AI PC;消费电子概念;英伟达概念;汽车芯片;数据中心(AIDC);5G;苹果概念;先进封装;芯片概念;液冷服务器;第三代半导体;股权转让(并购重组),600745.SH,22
600381,3,白酒概念;ST板块;西部大开发,600381.SH,22
600759,7,俄乌冲突概念;天然气;土地流转;海南自贸区;ST板块;一带一路;人民币贬值受益,600759.SH,22
601010,2,ST板块;证金持股,601010.SH,22
300179,8,培育钻石;第三代半导体;专精特新;新能源汽车;海工装备;天然气;深股通;融资融券,300179.SZ,33
600027,13,超超临界发电;煤炭概念;绿色电力;虚拟电厂;风电;证金持股;央企国企改革;氢能源;国企改革;储能;沪股通;融资融券;股权转让(并购重组),600027.SH,17
600859,10,免税店;冰雪产业;IP经济(谷子经济);物业管理;跨境电商;国企改革;京津冀一体化;抖音概念(字节概念);沪股通;融资融券,600859.SH,17
600243,8,股权转让(并购重组);减速器;工业母机;天然气;ST板块;新型工业化;西部大开发;医疗器械概念,600243.SH,22
600329,7,医药电商;高股息精选;养老概念;京津冀一体化;智能医疗;沪股通;融资融券,600329.SH,17
600483,11,绿色电力;抽水蓄能;风电;核电;国企改革;福建自贸区;海峡两岸;回购增持再贷款概念;高股息精选;沪股通;融资融券,600483.SH,17
600187,8,PPP概念;ST板块;污水处理;黑龙江自贸区;空气能热泵;独角兽概念;储能;股权转让(并购重组),600187.SH,22
600730,14,在线教育;信创;AI应用;人工智能;化债概念(AMC概念);职业教育;物业管理;创投;DeepSeek概念;参股券商;国企改革;ST板块;芯片概念;股权转让(并购重组),600730.SH,22
300040,19,生物质能发电;抽水蓄能;虚拟电厂;绿色电力;光伏建筑一体化;风电;智能电网;碳中和;充电桩;储能;垃圾分类;黑龙江自贸区;光伏概念;高压快充;数据中心(AIDC);雄安新区;东数西算(算力);高铁;华为概念,300040.SZ,33
000722,9,绿色电力;碳交易;供销社;国企改革;水利;2026一季报预增;股权转让(并购重组);深股通;融资融券,000722.SZ,33
002847,2,融资融券;深股通,002847.SZ,33
600283,20,地下管网;PPP概念;新疆振兴;生物质能发电;水利;污水处理;绿色电力;新型城镇化;智慧城市;固废处理;数字经济;数字孪生;DeepSeek概念;净水概念;数据要素;创投;数据确权;人工智能;AI智能体;沪股通,600283.SH,17
920469,9,碳纤维;比亚迪概念;粤港澳大湾区;专精特新;新能源汽车;机器人概念;融资融券;PEEK材料;消费电子概念,920469.BJ,151
002216,6,预制菜;超级品牌;冷链物流;网红经济;融资融券;深股通,002216.SZ,33
000056,7,租售同权;物业管理;ST板块;智能物流;物联网;固态电池;芯片概念,000056.SZ,33
688235,5,创新药;同花顺出海50;人民币贬值受益;沪股通;融资融券,688235.SH,17
600276,14,减肥药;创新药;细胞免疫治疗;仿制药一致性评价;眼科医疗;医药电商;辅助生殖;同花顺漂亮100;智能医疗;证金持股;创投;沪股通;融资融券;绿色电力,600276.SH,17
002771,29,语音技术;电力物联网;虚拟数字人;在线教育;AIGC概念;算力租赁;人脸识别;东数西算(算力);阿里巴巴概念;AI应用;信创;时空大数据;虚拟现实;数字经济;人工智能;数据中心(AIDC);物联网;高压快充;华为概念;DeepSeek概念;充电桩;工业互联网;京津冀一体化;智能医疗;军工;风电;液冷服务器;储能;军民融合,002771.SZ,33
003010,17,宠物经济;三胎概念;文化传媒概念;拼多多概念;跨境电商;虚拟数字人;AIGC概念;AI应用;DeepSeek概念;数字经济;阿里巴巴概念;人工智能;回购增持再贷款概念;粤港澳大湾区;虚拟现实;2025年报预增;深股通,003010.SZ,33
920392,3,融资融券;一带一路;股权转让(并购重组),920392.BJ,151
600064,9,证金持股;参股银行;参股券商;高股息精选;国企改革;创投;污水处理;融资融券;沪股通,600064.SH,17
603399,8,小金属概念;固态电池;锂电池概念;股权转让(并购重组);专精特新;储能;沪股通;融资融券,603399.SH,17
600868,15,绿色电力;数据要素;职业教育;水利;储能;时空大数据;智慧城市;新型城镇化;水泥概念;氢能源;粤港澳大湾区;回购增持再贷款概念;小金属概念;融资融券;沪股通,600868.SH,17
600593,9,元宇宙;露营经济;冰雪产业;体育产业;旅游概念;IP经济(谷子经济);国企改革;参股银行;股权转让(并购重组),600593.SH,17
002705,10,宠物经济;三胎概念;中俄贸易概念;家用电器;人民币贬值受益;智能家居;机器人概念;小米概念;融资融券;深股通,002705.SZ,33
688066,24,军工信息化;空间计算;时空大数据;卫星导航;ST板块;MR(混合现实);商业航天;智慧城市;华为昇腾;数据要素;AI智能体;数字孪生;低空经济;军工;AI应用;无人机;云计算;人工智能;DeepSeek概念;水利;华为概念;雄安新区;碳中和;钙钛矿电池,688066.SH,22
603170,2,预制菜;沪股通,603170.SH,17
603983,4,重组蛋白;合成生物;DeepSeek概念;沪股通,603983.SH,17
603198,3,白酒概念;沪股通;融资融券,603198.SH,17
600702,7,白酒概念;旅游概念;西部大开发;融资融券;回购增持再贷款概念;C2M概念;沪股通,600702.SH,17
920299,6,数据中心(AIDC);商业航天;融资融券;阿里巴巴概念;特高压;智能电网,920299.BJ,151
603718,6,动物疫苗;ST板块;基因测序;牙科医疗;医疗器械概念;股权转让(并购重组),603718.SH,22
300009,14,创新药;生物疫苗;仿制药一致性评价;肝炎概念;流感;辅助生殖;细胞免疫治疗;基因测序;民营医院;医疗器械概念;智能医疗;人工智能;深股通;融资融券,300009.SZ,33
601225,8,煤炭概念;高股息精选;证金持股;同花顺漂亮100;沪股通;融资融券;国企改革;西部大开发,601225.SH,17
601155,5,物业管理;养老概念;装配式建筑;沪股通;融资融券,601155.SH,17
603392,10,猴痘概念;生物疫苗;流感;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;融资融券;沪股通,603392.SH,17
300703,14,托育服务;体育产业;文化传媒概念;IP经济(谷子经济);宠物经济;跨境电商;共同富裕示范区;三胎概念;人工智能;人民币贬值受益;一带一路;国企改革;绿色电力;深股通,300703.SZ,33
000860,5,白酒概念;猪肉;国企改革;深股通;融资融券,000860.SZ,33
688677,5,专精特新;医疗器械概念;人民币贬值受益;融资融券;沪股通,688677.SH,17
688352,9,先进封装;MCU芯片;第三代半导体;OLED;芯片概念;回购增持再贷款概念;国企改革;沪股通;融资融券,688352.SH,17
002927,19,智能电网;虚拟电厂;5G;高压快充;核电;数据中心(AIDC);商业航天;充电桩;腾讯概念;军工;光伏概念;储能;工业互联网;专精特新;PCB概念;比亚迪概念;数字经济;高铁;西部大开发,002927.SZ,33
001896,20,抽水蓄能;超超临界发电;虚拟电厂;绿色电力;风电;光伏建筑一体化;煤炭概念;东数西算(算力);充电桩;数据中心(AIDC);碳中和;储能;华为概念;工业互联网;国企改革;人工智能;深股通;融资融券;创投;智能物流,001896.SZ,33
600422,14,医药电商;仿制药一致性评价;创新药;青蒿素;农业种植;证金持股;工业大麻;养老概念;乡村振兴;国企改革;西部大开发;央企国企改革;沪股通;融资融券,600422.SH,17
300329,6,托育服务;职业教育;文化传媒概念;在线教育;三胎概念;股权转让(并购重组),300329.SZ,33
002187,11,免税店;网红经济;预制菜;广东自贸区;物业管理;IP经济(谷子经济);农村电商;国企改革;创投;粤港澳大湾区;深股通,002187.SZ,33
000681,27,AI视频;快手概念;AI语料;智谱AI;知识产权保护;AIGC概念;多模态AI;抖音概念(字节概念);AI应用;文化传媒概念;数据确权;腾讯概念;NFT概念;阿里巴巴概念;百度概念;AI智能体;鸿蒙概念;数字水印;数据要素;区块链;DeepSeek概念;人工智能;虚拟现实;华为概念;小米概念;深股通;融资融券,000681.SZ,33
301310,18,飞行汽车(eVTOL);军工;可控核聚变;核电;专精特新;机器人概念;人形机器人;比亚迪概念;创投;新能源汽车;宁德时代概念;铜缆高速连接;充电桩;储能;高压快充;光伏概念;深股通;融资融券,301310.SZ,33
920599,6,高股息精选;工业互联网;融资融券;回购增持再贷款概念;无人驾驶;西部大开发,920599.BJ,151
600325,14,租售同权;物业管理;冰雪产业;旅游概念;证金持股;广东自贸区;国企改革;横琴新区;数字经济;回购增持再贷款概念;粤港澳大湾区;华为概念;沪股通;融资融券,600325.SH,17
003018,1,液冷服务器,003018.SZ,33
603378,4,建筑节能;ST板块;长三角一体化;AI智能体,603378.SH,22
003004,20,语音技术;无人机;军工;低空经济;智能医疗;军工信息化;人脸识别;高铁;雄安新区;安防;车联网(车路协同);人工智能;信创;京津冀一体化;智慧城市;数字经济;数据要素;网络安全;多模态AI;摘帽,003004.SZ,33
301335,5,宠物经济;跨境电商;一带一路;股权转让(并购重组);融资融券,301335.SZ,33
000858,10,白酒概念;超级品牌;高股息精选;证金持股;同花顺漂亮100;参股券商;国企改革;西部大开发;深股通;融资融券,000858.SZ,33
600383,3,物业管理;沪股通;融资融券,600383.SH,17
603589,3,白酒概念;沪股通;融资融券,603589.SH,17
002317,20,幽门螺杆菌概念;猴痘概念;智能医疗;禽流感;减肥药;辅助生殖;肝炎概念;流感;医疗器械概念;眼科医疗;创新药;仿制药一致性评价;养老概念;数字经济;医药电商;NMN概念;维生素;粤港澳大湾区;深股通;融资融券,002317.SZ,33
600682,10,民营医院;创新药;细胞免疫治疗;基因测序;养老概念;物业管理;IP经济(谷子经济);机器人概念;沪股通;融资融券,600682.SH,17
000720,4,光纤概念;央企国企改革;国企改革;物业管理,000720.SZ,33
002128,12,煤炭概念;高股息精选;央企国企改革;绿色电力;国企改革;西部大开发;深股通;融资融券;风电;储能;数据要素;股权转让(并购重组),002128.SZ,33
