code,所属概念,股票代码,所属概念数量,market_code
600623,丙烯酸;煤化工概念;PVDF概念;消毒剂;氟化工概念;锂电池概念;回购增持再贷款概念;芯片概念;国企改革;新疆振兴;上海国企改革;参股券商;创投;DeepSeek概念;沪股通;超级品牌;融资融券,600623.SH,17,17
600893,国产航母;航空发动机;大飞机;军工;无人机;高端装备;低空经济;央企国企改革;国企改革;西部大开发;同花顺漂亮100;沪股通;融资融券,600893.SH,13,17
688663,华为数字能源;光伏概念;储能;数据中心;核电;风电;光热发电;可控核聚变;阿里巴巴概念;稀土永磁;国企改革;融资融券;股权转让(并购重组),688663.SH,13,17
000985,黑龙江自贸区;国企改革;央企国企改革,000985.SZ,3,33
300722,军民融合;大飞机;商业航天;军工;无人机;低空经济;海工装备;智慧城市;数字经济;人工智能;国企改革;民爆概念;深股通;融资融券,300722.SZ,14,33
002795,光伏概念;股权转让(并购重组);BC电池;TOPCON电池;人民币贬值受益;民营医院;医疗器械概念,002795.SZ,7,33
600803,天然气;煤化工概念;俄乌冲突概念;雄安新区;氢能源;沪股通;融资融券;燃料电池;DeepSeek概念;股权转让(并购重组),600803.SH,10,17
688338,医疗器械概念;专精特新;融资融券,688338.SH,3,17
688543,军民融合;商业航天;军工;无人机;人工智能;国企改革;沪股通;融资融券,688543.SH,8,17
600506,汽车热管理;新能源汽车;高压快充;燃料电池;充电桩;宁德时代概念;液冷服务器;机器人概念;农机;储能;无人机;碳中和;新疆振兴;芯片概念;数据中心;高铁;风电;绿色电力;西部大开发;乡村振兴;人工智能;国企改革;央企国企改革;股权转让(并购重组),600506.SH,24,17
920014,回购增持再贷款概念;天然气;融资融券;专精特新;氢能源;大飞机,920014.BJ,6,151
600230,国企改革;央企国企改革;沪股通;融资融券;京津冀一体化,600230.SH,5,17
300516,中船系;军工信息化;卫星导航;军民融合;商业航天;量子科技;军工;低空经济;无人机;数字经济;无人驾驶;海工装备;传感器;央企国企改革;光纤概念;芯片概念;专精特新;国企改革;深股通,300516.SZ,19,33
300749,海工装备;商业航天;回购增持再贷款概念;人工智能;家用电器;智能家居,300749.SZ,6,33
300965,军民融合;卫星导航;军工;无人机;融资融券;摘帽,300965.SZ,6,33
603162,航运概念;福建自贸区;统一大市场;海峡两岸;人民币贬值受益;沪股通,603162.SH,6,17
002903,军工;工业母机;比亚迪概念;新型工业化;新能源汽车;机器人概念;专精特新;同花顺新质50;减速器;华为概念;消费电子概念;小米概念;第三代半导体;富士康概念;芯片概念;苹果概念;融资融券,002903.SZ,17,33
600531,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;锂电池概念;固废处理;国企改革;沪股通;核电;融资融券,600531.SH,12,17
920403,转基因;融资融券;农业种植;玉米;粮食概念;人工智能;乡村振兴,920403.BJ,7,151
300308,共封装光学(CPO);F5G概念;中国AI 50;液冷服务器;5G;汽车电子;芯片概念;2025年报预增;数据中心;同花顺新质50;深股通;人民币贬值受益;无人驾驶;创投;融资融券,300308.SZ,15,33
301137,可控核聚变;军工;核电;海工装备;水利;专精特新;央企国企改革;比亚迪概念;新能源汽车;中俄贸易概念;国企改革;深股通;融资融券,301137.SZ,13,33
688102,商业航天;航空发动机;可控核聚变;核电;3D打印;独角兽概念;DeepSeek概念;芯片概念;特高压;充电桩;新能源汽车;西部大开发;医疗器械概念;共封装光学(CPO);沪股通;融资融券,688102.SH,16,17
603093,期货概念;数字经济;参股券商;沪股通,603093.SH,4,17
600549,金属钴;小金属概念;稀土永磁;动力电池回收;固态电池;宁德时代概念;锂电池概念;光伏概念;可控核聚变;军工;机器人概念;无人机;商业航天;国企改革;福建自贸区;海峡两岸;沪股通;融资融券,600549.SH,18,17
002796,共封装光学(CPO);5G;6G概念;储能;军工;医疗器械概念;一带一路;融资融券,002796.SZ,8,33
603938,存储芯片;有机硅概念;芯片概念;光纤概念;光伏概念;硅能源;海峡两岸;京津冀一体化;沪股通;融资融券,603938.SH,10,17
301117,DRG/DIP;军工信息化;华为昇腾;AI智能体;智慧政务;卫星导航;网络安全;数据安全;商业航天;移动支付;区块链;DeepSeek概念;数字经济;军民融合;智能医疗;人工智能;东数西算(算力);安防;军工;华为概念;数据中心;西部大开发;芯片概念;汽车芯片;融资融券,301117.SZ,25,33
301063,风电;氢能源;天然气;海工装备;高端装备;储能;核电;页岩气;专精特新;融资融券,301063.SZ,10,33
000561,军工信息化;商业航天;军民融合;大飞机;军工;低空经济;无人机;光伏概念;硅能源;西部大开发;国企改革;股权转让(并购重组);深股通,000561.SZ,13,33
002383,卫星导航;商业航天;无人机;低空经济;无人驾驶;车联网(车路协同);时空大数据;机器人概念;智慧灯杆;智慧城市;农机;华为概念;芯片概念;数字乡村;京津冀一体化;数字经济;汽车芯片;水利;生态农业;国企改革;新型城镇化;深股通;融资融券,002383.SZ,23,33
688308,PCB概念;光伏概念;工业母机;2025年报预增;专精特新;人形机器人;航空发动机;机器人概念;商业航天;融资融券,688308.SH,10,17
002353,页岩气;海工装备;核电;数据中心;同花顺出海50;天然气;高端装备;锂电池概念;一带一路;回购增持再贷款概念;动力电池回收;土壤修复;中俄贸易概念;污水处理;深股通;融资融券,002353.SZ,16,33
603977,民爆概念;军民融合;航空发动机;军工;商业航天;军工信息化;无人机;3D打印;高铁;雅下水电概念;芯片概念;国企改革;工业互联网;数字经济;小金属概念;虚拟现实;DeepSeek概念;智慧政务;元宇宙;沪股通,603977.SH,20,17
920169,2025年报预增;跨境电商;融资融券;共同富裕示范区;风电;成飞概念;商业航天;核电;专精特新;军工;军民融合;高铁;人民币贬值受益,920169.BJ,13,151
605599,黄金概念;国企改革;IP经济(谷子经济);沪股通,605599.SH,4,17
000791,超超临界发电;绿色电力;风电;国企改革;西部大开发;股权转让(并购重组);融资融券;深股通,000791.SZ,8,33
605589,PCB概念;OLED;超级电容;光刻胶;先进封装;存储芯片;石墨烯;固态电池;锂电池概念;芯片概念;储能;新能源汽车;3D打印;钠离子电池;硅能源;风电;核电;高铁;高端装备;代糖概念;绿色电力;6G概念;丙烯酸;军工;建筑节能;商业航天;大飞机;合成生物;沪股通;融资融券,605589.SH,30,17
002384,共封装光学(CPO);同花顺果指数;PCB概念;苹果概念;5G;芯片概念;消费电子概念;数据中心;MiniLED;高压快充;小米概念;人形机器人;新能源汽车;特斯拉概念;华为概念;机器人概念;人民币贬值受益;深股通;长三角一体化;融资融券,002384.SZ,20,33
000819,消毒剂;POE胶膜;国企改革;央企国企改革;深股通;融资融券,000819.SZ,6,33
002911,天然气;氢能源;燃料电池;储能;充电桩;国企改革;粤港澳大湾区;深股通;融资融券,002911.SZ,9,33
600188,煤炭概念;煤化工概念;小金属概念;国企改革;同花顺漂亮100;风电;参股银行;沪股通;融资融券,600188.SH,9,17
000830,煤化工概念;化肥;磷化工;生态农业;有机硅概念;天然气;消毒剂;氟化工概念;央企国企改革;国企改革;氢能源;乡村振兴;深股通;融资融券,000830.SZ,14,33
920675,页岩气;融资融券;固废处理;天然气;专精特新;西部大开发,920675.BJ,6,151
002270,特高压;工业母机;高端装备;专精特新;机器人概念;绿色电力;深股通;融资融券,002270.SZ,8,33
600798,航运概念;国企改革;中俄贸易概念;一带一路;融资融券,600798.SH,5,17
601698,商业航天;6G概念;同花顺新质50;军工;低空经济;央企国企改革;中字头股票;一带一路;国企改革;同花顺中特估100;沪股通;融资融券,601698.SH,12,17
603355,净水概念;家用电器;新能源汽车;人民币贬值受益;机器人概念;沪股通;融资融券,603355.SH,7,17
600773,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,600773.SH,7,17
688087,可降解塑料;固废处理;回购增持再贷款概念;人民币贬值受益;碳中和;沪股通;融资融券,688087.SH,7,17
920087,乡村振兴;粮食概念;大豆;玉米;农业种植;融资融券;国企改革;转基因,920087.BJ,8,151
300447,军工信息化;商业航天;卫星导航;军民融合;大飞机;成飞概念;军工;无人机;低空经济;高铁;专精特新;光纤概念;芯片概念;共封装光学(CPO);2025年报预增,300447.SZ,15,33
000630,黄金概念;金属铜;金属镍;小金属概念;锂电池概念;国企改革;深股通;融资融券;PCB概念;5G;新能源汽车,000630.SZ,11,33
603688,光纤概念;存储芯片;光伏概念;芯片概念;沪股通;融资融券,603688.SH,6,17
600470,磷化工;化肥;煤化工概念;锂电池概念;污水处理;乡村振兴;融资融券,600470.SH,7,17
603530,柔性直流输电;特高压;智能电网;抽水蓄能;风电;核电;绿色电力;沪股通;融资融券,603530.SH,9,17
601233,煤炭概念;回购增持再贷款概念;长三角一体化;2025年报预增;互联网金融;沪股通;融资融券,601233.SH,7,17
002128,煤炭概念;央企国企改革;绿色电力;西部大开发;风电;国企改革;储能;深股通;融资融券;数据要素;股权转让(并购重组),002128.SZ,11,33
603356,光伏概念;风电;海工装备;股权转让(并购重组),603356.SH,4,17
002851,第三代半导体;超级电容;英伟达概念;芯片概念;高压快充;中国AI 50;数据中心;光伏概念;智能电网;小米概念;储能;新能源汽车;充电桩;高端装备;风电;新型工业化;机器人概念;高铁;一带一路;智能家居;家用电器;车联网(车路协同);医疗器械概念;融资融券;深股通,002851.SZ,25,33
920116,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;卫星导航;商业航天;数据要素;国企改革,920116.BJ,12,151
002465,军工信息化;太赫兹;脑机接口;时空大数据;6G概念;卫星导航;同花顺新质50;商业航天;国产操作系统;人工智能;DeepSeek概念;军民融合;智慧城市;国产航母;车联网(车路协同);虚拟现实;低空经济;大飞机;军工;物联网;无人机;航空发动机;成飞概念;5G;无人驾驶;智能穿戴;机器人概念;芯片概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,002465.SZ,33,33
300123,太赫兹;军工信息化;军民融合;商业航天;卫星导航;军工;6G概念;海工装备;量子科技;高端装备;横琴新区;5G;芯片概念;第三代半导体;深股通;融资融券,300123.SZ,16,33
001896,抽水蓄能;超超临界发电;风电;碳中和;绿色电力;储能;煤炭概念;充电桩;光伏建筑一体化;工业互联网;国企改革;智能物流;华为概念;创投;东数西算(算力);人工智能;深股通;融资融券;数据中心,001896.SZ,19,33
300839,东数西算(算力);专精特新;液冷服务器;氢能源,300839.SZ,4,33
605196,回购增持再贷款概念;人民币贬值受益;一带一路;光伏概念;中俄贸易概念;海工装备;工业互联网;智能电网;沪股通,605196.SH,9,17
603110,石墨烯;数据中心;PCB概念;东数西算(算力);算力租赁;DeepSeek概念;AIGC概念,603110.SH,7,17
688775,科创次新股;语音技术;注册制次新股;消费电子概念;人民币贬值受益;粤港澳大湾区;虚拟现实;人工智能;芯片概念;机器人概念;跨境电商;无人机;新股与次新股;融资融券,688775.SH,14,17
300831,柔性直流输电;特高压;芯片概念;国企改革;西部大开发,300831.SZ,5,33
300045,军工信息化;卫星导航;商业航天;时空大数据;军民融合;6G概念;大飞机;网络安全;军工;车联网(车路协同);低空经济;无人机;智慧城市;成飞概念;数字孪生;毫米波雷达;人工智能;独角兽概念;飞行汽车(eVTOL);虚拟现实;无人驾驶;工业互联网;京津冀一体化;创投;芯片概念;农机;消费电子概念;深股通;融资融券,300045.SZ,29,33
300332,页岩气;俄乌冲突概念;天然气;污水处理;净水概念;PPP概念;京津冀一体化;创投;融资融券;深股通,300332.SZ,10,33
002278,可燃冰;页岩气;俄乌冲突概念;天然气;海工装备;氢能源;商业航天;中俄贸易概念;一带一路;碳纤维;高端装备;人工智能;无人机;机器人概念;专精特新;2025年报预增,002278.SZ,16,33
000905,福建自贸区;海峡两岸;自由贸易港;统一大市场;智能物流;绿色电力;一带一路;航运概念;国企改革;跨境电商;融资融券;股权转让(并购重组);深股通,000905.SZ,13,33
300502,共封装光学(CPO);中国AI 50;5G;数据中心;芯片概念;2025年报预增;深股通;人民币贬值受益;西部大开发;融资融券,300502.SZ,10,33
300548,F5G概念;共封装光学(CPO);光纤概念;铜缆高速连接;5G;芯片概念;数据中心;抖音概念(字节概念);华为概念;2025年报预增;专精特新;长三角一体化;机器人概念;融资融券;深股通,300548.SZ,15,33
601088,煤炭概念;同花顺中特估100;中字头股票;煤化工概念;证金持股;央企国企改革;国企改革;沪股通;融资融券;同花顺漂亮100;绿色电力,601088.SH,11,17
688388,共封装光学(CPO);PCB概念;PET铜箔;宁德时代概念;固态电池;新能源汽车;锂电池概念;储能;光伏概念;飞行汽车(eVTOL);低空经济;沪股通;融资融券,688388.SH,13,17
000617,数字货币;跨境支付(CIPS);期货概念;创投;参股券商;信托概念;新疆振兴;碳中和;西部大开发;国企改革;一带一路;参股银行;氢能源;可控核聚变;同花顺中特估100;深股通;中字头股票;融资融券,000617.SZ,18,33
688035,国家大基金持股;存储芯片;先进封装;液冷服务器;无线耳机;PCB概念;芯片概念;宁德时代概念;苹果概念;消费电子概念;有机硅概念;固态电池;小米概念;石墨烯;数据中心;专精特新;柔性屏(折叠屏);智能穿戴;人形机器人;新能源汽车;光伏概念;储能;MR(混合现实);高端装备;HJT电池;华为概念;机器人概念;TOPCON电池;回购增持再贷款概念;高铁;沪股通;融资融券,688035.SH,32,17
