code,所属概念数量,market_code,所属概念,股票代码
301182,12,33,铜缆高速连接;光纤概念;消费电子概念;新能源汽车;专精特新;高压快充;充电桩;机器人概念;华为概念;安防;一带一路;融资融券,301182.SZ
301187,11,33,冰雪产业;跨境电商;养老概念;家用电器;机器人概念;人民币贬值受益;创投;一带一路;智能穿戴;深股通;融资融券,301187.SZ
301538,10,33,人形机器人;比亚迪概念;新能源汽车;专精特新;机器人概念;储能;医疗器械概念;一带一路;深股通;融资融券,301538.SZ
920454,4,151,融资融券;机器人概念;中俄贸易概念;专精特新,920454.BJ
920010,11,151,液冷服务器;锂电池概念;西部大开发;融资融券;算力租赁;数据中心;氢能源;换电概念;天然气;储能;东数西算(算力),920010.BJ
300057,19,33,超级电容;锂电池概念;柔性屏(折叠屏);光伏概念;宁德时代概念;PET铜箔;固态电池;OLED;比亚迪概念;储能;建筑节能;小米概念;钠离子电池;华为概念;DeepSeek概念;AI智能体;虚拟数字人;深股通;融资融券,300057.SZ
688707,12,17,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;低空经济;碳中和;西部大开发;国企改革;央企国企改革;融资融券;沪股通,688707.SH
300547,19,33,液冷服务器;汽车热管理;数据中心;小米汽车;比亚迪概念;新能源汽车;无人机;华为概念;华为汽车;军工;成飞概念;飞行汽车(eVTOL);低空经济;军民融合;长安汽车概念;储能;氢能源;西部大开发;深股通,300547.SZ
001316,8,33,航空发动机;大飞机;商业航天;低空经济;海峡两岸;AI眼镜;2025年报预增;消毒剂,001316.SZ
300082,10,33,固态电池;锂电池概念;宁德时代概念;污水处理;碳中和;新能源汽车;柔性屏(折叠屏);一带一路;深股通;融资融券,300082.SZ
301196,17,33,光纤概念;消费电子概念;新型烟草(电子烟);新能源汽车;PEEK材料;海峡两岸;专精特新;机器人概念;储能;福建自贸区;家用电器;医疗器械概念;三胎概念;养老概念;宠物经济;深股通;融资融券,301196.SZ
605318,3,17,长三角一体化;智能家居;装配式建筑,605318.SH
300191,7,33,可燃冰;俄乌冲突概念;天然气;新疆振兴;深股通;融资融券;海工装备,300191.SZ
603808,6,17,C2M概念;网红经济;NFT概念;粤港澳大湾区;人工智能;虚拟数字人,603808.SH
600212,15,17,换电概念;充电桩;专精特新;储能;机器人概念;新能源汽车;无人机;高压快充;一带一路;回购增持再贷款概念;人工智能;宁德时代概念;新疆振兴;沪股通;融资融券,600212.SH
688799,8,17,创新药;仿制药一致性评价;专精特新;幽门螺杆菌概念;肝炎概念;合成生物;沪股通;融资融券,688799.SH
000019,8,33,粮食概念;预制菜;国企改革;深圳国企改革;冷链物流;一带一路;数字乡村;深股通,000019.SZ
600075,14,17,煤化工概念;水泥概念;生态农业;可降解塑料;碳交易;新疆振兴;绿色电力;国企改革;回购增持再贷款概念;西部大开发;一带一路;储能;沪股通;融资融券,600075.SH
920564,17,151,商业航天;西部大开发;融资融券;空间计算;智慧城市;时空大数据;旅游概念;数据要素;数字孪生;数字乡村;多模态AI;华为鲲鹏;华为昇腾;人工智能;云计算;乡村振兴;DeepSeek概念,920564.BJ
688345,8,17,钠离子电池;两轮车;固态电池;锂电池概念;储能;数据中心;机器人概念;融资融券,688345.SH
920252,5,151,锂电池概念;融资融券;储能;两轮车;专精特新,920252.BJ
920992,6,151,融资融券;物联网;智能医疗;国企改革;医疗器械概念;专精特新,920992.BJ
688348,10,17,光伏概念;绿色电力;储能;芯片概念;人工智能;专精特新;人民币贬值受益;共同富裕示范区;沪股通;融资融券,688348.SH
002278,16,33,可燃冰;俄乌冲突概念;页岩气;天然气;海工装备;商业航天;中俄贸易概念;一带一路;无人机;碳纤维;人工智能;氢能源;高端装备;机器人概念;专精特新;2025年报预增,002278.SZ
600125,9,17,航运概念;统一大市场;国企改革;冷链物流;中俄贸易概念;一带一路;碳中和;沪股通;融资融券,600125.SH
301005,26,33,航空发动机;卫星导航;商业航天;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);PEEK材料;换电概念;人形机器人;机器人概念;专精特新;华为汽车;汽车热管理;特斯拉概念;小米概念;小米汽车;比亚迪概念;创投;智能物流;新能源汽车;家用电器;氢能源;深股通;融资融券,301005.SZ
002648,12,33,环氧丙烷;煤化工概念;丙烯酸;POE胶膜;氢能源;锂电池概念;燃料电池;长三角一体化;互联网金融;融资融券;深股通;三胎概念,002648.SZ
688667,7,17,专精特新;新能源汽车;长安汽车概念;2025年报预增;汽车电子;车联网(车路协同);融资融券,688667.SH
000027,24,33,绿色电力;超超临界发电;碳交易;碳中和;固废处理;光伏建筑一体化;虚拟电厂;天然气;PPP概念;风电;氢能源;参股券商;国企改革;垃圾分类;深圳国企改革;充电桩;储能;特高压;创投;DeepSeek概念;粤港澳大湾区;华为概念;深股通;融资融券,000027.SZ
600250,6,17,IP经济(谷子经济);养老概念;跨境电商;旅游概念;国企改革;低空经济,600250.SH
603822,3,22,ST板块;长三角一体化;碳中和,603822.SH
300332,10,33,页岩气;俄乌冲突概念;天然气;净水概念;PPP概念;京津冀一体化;污水处理;创投;融资融券;深股通,300332.SZ
688227,17,17,芯片概念;军工;东数西算(算力);华为概念;华为欧拉;信创;云计算;人工智能;算力租赁;智慧政务;AI智能体;数据要素;DeepSeek概念;区块链;数字经济;互联网金融;融资融券,688227.SH
001301,8,33,石墨电极;宁德时代概念;锂电池概念;储能;回购增持再贷款概念;专精特新;京津冀一体化;深股通,001301.SZ
300931,3,33,智慧城市;物联网;融资融券,300931.SZ
603828,6,22,ST板块;PPP概念;新型城镇化;建筑节能;装配式建筑;光伏建筑一体化,603828.SH
002512,24,33,商业航天;卫星导航;虚拟数字人;福建自贸区;数字乡村;智慧政务;6G概念;在线教育;华为鲲鹏;数字经济;鸿蒙概念;互联网金融;人工智能;智慧城市;DeepSeek概念;海峡两岸;物联网;乡村振兴;机器人概念;一带一路;5G;小米概念;消费电子概念;ST板块,002512.SZ
301399,6,33,空气能热泵;液冷服务器;家用电器;专精特新;数据中心;融资融券,301399.SZ
300607,27,33,人形机器人;飞行汽车(eVTOL);新型工业化;工业母机;机器人概念;低空经济;无人机;比亚迪概念;高端装备;工业互联网;机器视觉;新能源汽车;华为欧拉;物联网;华为鲲鹏;人工智能;华为概念;智谱AI;粤港澳大湾区;阿里巴巴概念;宁德时代概念;富士康概念;光伏概念;一带一路;锂电池概念;融资融券;深股通,300607.SZ
688312,11,17,PCB概念;苹果概念;5G;芯片概念;消费电子概念;专精特新;传感器;机器视觉;粤港澳大湾区;人工智能;融资融券,688312.SH
002183,39,33,存储芯片;芯片概念;5G;消费电子概念;卫星导航;商业航天;东数西算(算力);数据中心;无人机;华为概念;锂电池概念;信创;粤港澳大湾区;低空经济;国产操作系统;金属回收;云计算;人工智能;储能;华为鲲鹏;创投;DeepSeek概念;新能源汽车;鸿蒙概念;一带一路;充电桩;智能医疗;智能物流;国企改革;深圳国企改革;冷链物流;跨境支付(CIPS);统一大市场;物业管理;医药电商;乳业;深股通;融资融券;白酒概念,002183.SZ
002216,6,33,超级品牌;预制菜;冷链物流;网红经济;融资融券;深股通,002216.SZ
002487,7,33,绿色电力;风电;2025年报预增;海工装备;航运概念;融资融券;深股通,002487.SZ
002789,16,33,ST板块;建筑节能;新型城镇化;装配式建筑;粤港澳大湾区;横琴新区;储能;充电桩;创投;智慧城市;人工智能;互联网金融;绿色电力;智能电网;养老概念;国企改革,002789.SZ
300761,4,33,猪肉;养鸡;深股通;融资融券,300761.SZ
600583,15,17,天然气;央企国企改革;沪股通;融资融券;国企改革;一带一路;绿色电力;海工装备;风电;京津冀一体化;高端装备;数字孪生;DeepSeek概念;数据中心;机器人概念,600583.SH
002083,17,33,氟化工概念;硅能源;锂电池概念;新能源汽车;军工;人民币贬值受益;高铁;海工装备;军民融合;中俄贸易概念;回购增持再贷款概念;一带一路;创投;托育服务;三胎概念;国企改革;深股通,002083.SZ
600869,44,17,超导概念;可控核聚变;铜缆高速连接;光纤概念;PET铜箔;光伏概念;海工装备;特高压;核电;芯片概念;商业航天;柔性直流输电;高端装备;军工;锂电池概念;液冷服务器;风电;智能电网;固态电池;雅下水电概念;无人机;储能;军民融合;充电桩;宁德时代概念;新能源汽车;数据中心;特斯拉概念;机器人概念;低空经济;回购增持再贷款概念;钠离子电池;华为概念;人形机器人;东数西算(算力);西部大开发;独角兽概念;智慧城市;人工智能;参股银行;DeepSeek概念;阿里巴巴概念;沪股通;融资融券,600869.SH
600358,15,22,国企改革;ST板块;露营经济;跨境电商;旅游概念;体育产业;网红经济;电子竞技;虚拟现实;腾讯概念;文化传媒概念;网络游戏;股权转让(并购重组);小红书概念;快手概念,600358.SH
300136,33,33,商业航天;卫星导航;6G概念;无人机;WiFi 6;低空经济;毫米波雷达;柔性屏(折叠屏);芯片概念;车联网(车路协同);5G;同花顺果指数;智能音箱;无线充电;虚拟现实;华为概念;智能穿戴;AI眼镜;物联网;富士康概念;消费电子概念;机器人概念;苹果概念;无线耳机;汽车电子;特斯拉概念;海峡两岸;粤港澳大湾区;一带一路;回购增持再贷款概念;人民币贬值受益;深股通;融资融券,300136.SZ
300686,14,33,新能源汽车;比亚迪概念;柔性屏(折叠屏);机器人概念;消费电子概念;小米概念;智能穿戴;富士康概念;OLED;固态电池;华为概念;石墨烯;虚拟现实;回购增持再贷款概念,300686.SZ
301682,7,33,国企改革;西部大开发;注册制次新股;汽车电子;苹果概念;新股与次新股;融资融券,301682.SZ
000731,10,33,化肥;磷化工;民爆概念;央企国企改革;国企改革;西部大开发;天然气;乡村振兴;融资融券;AI智能体,000731.SZ
300943,16,33,商业航天;卫星导航;核电;军民融合;军工;无人机;传感器;智慧城市;汽车热管理;芯片概念;燃料电池;新能源汽车;氢能源;天然气;股权转让(并购重组);融资融券,300943.SZ
600217,9,17,供销社;固废处理;西部大开发;垃圾分类;金属回收;动力电池回收;金属铜;沪股通;融资融券,600217.SH
001211,5,33,露营经济;三胎概念;跨境电商;预制菜;IP经济(谷子经济),001211.SZ
002709,15,33,钠离子电池;氟化工概念;固态电池;动力电池回收;宁德时代概念;锂电池概念;有机硅概念;同花顺漂亮100;PEEK材料;特斯拉概念;比亚迪概念;2025年报预增;深股通;回购增持再贷款概念;融资融券,002709.SZ
603007,10,22,新能源汽车;储能;机器人概念;传感器;新型城镇化;PPP概念;ST板块;装配式建筑;汽车芯片;股权转让(并购重组),603007.SH
688196,5,17,可降解塑料;海峡两岸;人民币贬值受益;沪股通;融资融券,688196.SH
301096,15,33,CRO概念;眼科医疗;创新药;仿制药一致性评价;医疗器械概念;幽门螺杆菌概念;医美概念;智能医疗;流感;人工智能;宠物经济;毛发医疗;AI应用;深股通;融资融券,301096.SZ
301529,9,33,传感器;新能源汽车;比亚迪概念;汽车电子;5G;中俄贸易概念;回购增持再贷款概念;深股通;融资融券,301529.SZ
920809,8,151,锂电池概念;西部大开发;融资融券;磷化工;比亚迪概念;宁德时代概念;储能;专精特新,920809.BJ
300559,15,33,虚拟数字人;多模态AI;在线教育;AI智能体;阿里巴巴概念;腾讯概念;信创;职业教育;DeepSeek概念;AI应用;人工智能;华为概念;体育产业;西部大开发;深股通,300559.SZ
605123,12,17,航空发动机;大飞机;商业航天;卫星导航;军工;可控核聚变;核电;海工装备;风电;专精特新;沪股通;融资融券,605123.SH
000546,9,33,盐湖提锂;金属镍;小金属概念;金属铜;金属回收;锂电池概念;医疗废物处理;固废处理;垃圾分类,000546.SZ
300131,26,33,第三代半导体;OLED;AI眼镜;存储芯片;共封装光学(CPO);汽车芯片;芯片概念;小米概念;汽车电子;智能座舱;传感器;新能源汽车;数据中心;机器人概念;无人驾驶;物联网;ERP概念;长安汽车概念;车联网(车路协同);智能家居;粤港澳大湾区;智慧城市;阿里巴巴概念;腾讯概念;深股通;融资融券,300131.SZ
600023,8,17,超超临界发电;绿色电力;虚拟电厂;国企改革;核电;可控核聚变;沪股通;融资融券,600023.SH
920663,5,151,融资融券;新能源汽车;减速器;专精特新;PEEK材料,920663.BJ
002850,13,33,PEEK材料;减速器;人形机器人;特斯拉概念;固态电池;宁德时代概念;比亚迪概念;新能源汽车;锂电池概念;机器人概念;储能;深股通;融资融券,002850.SZ
601898,11,17,煤炭概念;中字头股票;煤化工概念;同花顺中特估100;化肥;证金持股;央企国企改革;沪股通;融资融券;国企改革;乡村振兴,601898.SH
600791,2,17,国企改革;京津冀一体化,600791.SH
000690,7,33,超超临界发电;绿色电力;风电;参股券商;创投;深股通;融资融券,000690.SZ
300037,16,33,钠离子电池;固态电池;氟化工概念;宁德时代概念;锂电池概念;超级电容;特斯拉概念;OLED;比亚迪概念;先进封装;液冷服务器;新能源汽车;芯片概念;数据中心;深股通;融资融券,300037.SZ
603402,7,17,旅游概念;注册制次新股;文化传媒概念;国企改革;西部大开发;新股与次新股;融资融券,603402.SH
002299,8,33,养鸡;预制菜;参股银行;食品安全;海峡两岸;2025年报预增;深股通;融资融券,002299.SZ
002460,22,33,盐湖提锂;金属钴;小金属概念;动力电池回收;固态电池;锂电池概念;化肥;光伏概念;同花顺漂亮100;储能;特斯拉概念;无线耳机;消费电子概念;新能源汽车;燃料电池;充电桩;人形机器人;深股通;融资融券;无人机;长安汽车概念;低空经济,002460.SZ
600753,4,22,煤化工概念;ST板块;充电桩;换电概念,600753.SH
002848,14,33,东数西算(算力);人工智能;华为概念;数字经济;智慧城市;PCB概念;医疗器械概念;5G;MiniLED;国企改革;智能家居;军工;卫星导航;ST板块,002848.SZ
