所属概念,所属概念数量,code,股票代码,market_code
锂电池概念;新能源汽车;特斯拉概念;专精特新;比亚迪概念;融资融券;沪股通,7,601702,601702.SH,17
ChatGPT概念;智谱AI;数字孪生;AIGC概念;云计算;军工信息化;信创;AI智能体;AI应用;数据要素;新型工业化;数字经济;人形机器人;人工智能;DeepSeek概念;工业互联网;华为概念;军民融合;东数西算(算力);航空发动机;高端装备;京津冀一体化;军工;商业航天;比亚迪概念;大飞机;5G;核电;沪股通,29,603859,603859.SH,17
融资融券;汽车芯片;芯片概念;存储芯片;先进封装;中芯国际概念;专精特新;上海自贸区;MCU芯片,9,920139,920139.BJ,151
军民融合;核污染防治;食品安全;京津冀一体化;核电;军工;高端装备;锂电池概念;专精特新;低空经济;机器人概念;无人机;融资融券,13,300875,300875.SZ,33
页岩气;天然气;国企改革;氢能源;海工装备;深股通;股权转让(并购重组),7,002490,002490.SZ,33
烟草;国企改革;黑龙江自贸区,3,600356,600356.SH,17
高股息精选;参股券商;养老概念;智能家居;虚拟现实;深股通;融资融券,7,002572,002572.SZ,33
专精特新;固态电池;深股通;融资融券,4,001279,001279.SZ,33
证金持股;俄乌冲突概念;网约车;国企改革;西部大开发;智能物流;一带一路;央企国企改革;兵装重组概念;DeepSeek概念;华为汽车;长安汽车概念;车联网(车路协同);动力电池回收;燃料电池;飞行汽车(eVTOL);腾讯概念;换电概念;机器人概念;低空经济;人形机器人;深股通;融资融券;无人驾驶;新能源汽车;华为概念;智能座舱;锂电池概念;宁德时代概念;固态电池;数字孪生;股权转让(并购重组),32,000625,000625.SZ,33
农业种植;合成生物;乡村振兴;国企改革;人民币贬值受益;锂电池概念;储能;商业航天,8,600731,600731.SH,17
AI应用;职业教育;人工智能;在线教育;西部大开发;融资融券;深股通,7,300492,300492.SZ,33
宠物经济;人造肉;乡村振兴;西部大开发;烟草;一带一路;人工智能;新型烟草(电子烟);合成生物;融资融券;深股通,11,300741,300741.SZ,33
生物疫苗;猴痘概念;流感;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;肝炎概念;融资融券;沪股通,11,603392,603392.SH,17
传感器;共封装光学(CPO);东数西算(算力);商业航天;专精特新;算力租赁;无人机;军工;航空发动机;高端装备;军民融合;人工智能;DeepSeek概念;独角兽概念;智能医疗;沪股通;融资融券,17,688685,688685.SH,17
生态农业;化肥;乡村振兴;一带一路;DeepSeek概念;沪股通;融资融券,7,603639,603639.SH,17
快手概念;新疆振兴;动力电池回收;抖音概念(字节概念);雄安新区;钠离子电池;高铁;鸿蒙概念;阿里巴巴概念;国企改革;创投;东数西算(算力);储能;一带一路;数据中心(AIDC);固态电池;军工;锂电池概念;华为概念;液冷服务器;5G;深股通;融资融券,23,002580,002580.SZ,33
粤港澳大湾区;固废处理;土壤修复;生物质能发电;碳中和;绿色电力;融资融券,7,300854,300854.SZ,33
白酒概念;沪股通;融资融券,3,603198,603198.SH,17
高股息精选;同花顺中特估100;国资云;国企改革;智慧政务;央企国企改革;数据要素;AI应用;DeepSeek概念;云计算;区块链;物联网;量子科技;中国AI 50;卫星导航;商业航天;数据中心(AIDC);6G概念;5G;中字头股票;融资融券;沪股通,22,601728,601728.SH,17
网络安全;华为昇腾;数据安全;华为鲲鹏;信创;财税数字化;数字货币;鸿蒙概念;ERP概念;AI智能体;数据要素;阿里巴巴概念;区块链;数字乡村;AI应用;腾讯概念;AIGC概念;量子科技;智慧城市;虚拟数字人;互联网金融;物联网;数字经济;人工智能;DeepSeek概念;跨境支付(CIPS);华为概念;NFT概念;5G;碳中和;碳交易;深股通;融资融券,33,000555,000555.SZ,33
碳纤维;航空发动机;军工;西部大开发;大飞机;沪股通;融资融券,7,688281,688281.SH,17
超超临界发电;煤炭概念;高股息精选;绿色电力;国企改革;风电;央企国企改革;西部大开发;沪股通;融资融券,10,600863,600863.SH,17
草甘膦;高股息精选;化肥;乡村振兴;西部大开发;磷化工;深股通,7,002749,002749.SZ,33
三胎概念;IP经济(谷子经济);深股通;融资融券,4,002511,002511.SZ,33
5G;机器人概念;数字乡村;智慧政务;无人机;AI智能体;AI应用;DeepSeek概念;文化传媒概念;国企改革;乡村振兴;西部大开发;股权转让(并购重组);沪股通;融资融券,15,600936,600936.SH,17
垃圾分类;污水处理;算力租赁;海峡两岸;PPP概念;燃料电池;福建自贸区;固废处理;钙钛矿电池;金属回收;东数西算(算力);PVDF概念;锂电池概念;金属铜;黄金概念;股权转让(并购重组),16,300056,300056.SZ,33
智谱AI;华为昇腾;云计算;多模态AI;数据安全;财税数字化;ChatGPT概念;ERP概念;信创;网络安全;百度概念;抖音概念(字节概念);AIGC概念;虚拟数字人;腾讯概念;阿里巴巴概念;AI智能体;数据要素;AI应用;鸿蒙概念;区块链;中国AI 50;数字经济;互联网金融;DeepSeek概念;数据中心(AIDC);英伟达概念;车联网(车路协同);人工智能;华为概念;工业互联网;C2M概念;智能医疗;低空经济;智能物流;小米概念;跨境电商;海峡两岸;长三角一体化;深股通;融资融券,41,300170,300170.SZ,33
黄金概念;金属铜;小金属概念;一带一路;股权转让(并购重组);人民币贬值受益;国企改革;2026中报预增;深股通,9,000506,000506.SZ,33
硅能源;有机硅概念;新疆振兴;光伏概念;芯片概念;西部大开发;沪股通;融资融券,8,688303,688303.SH,17
成飞概念;航空发动机;氢能源;军民融合;大飞机;军工;长安汽车概念;机器人概念;西部大开发;新能源汽车;无人机;比亚迪概念;小米概念;减速器;深股通,15,300733,300733.SZ,33
商业航天;锂电池概念;金属镍;融资融券;氢能源;比亚迪概念;小金属概念;宁德时代概念;卫星导航;军工;专精特新,11,920914,920914.BJ,151
高股息精选;证金持股;跨境支付(CIPS);沪股通;融资融券,5,600015,600015.SH,17
职业教育;在线教育;数字经济;DeepSeek概念;人工智能;三胎概念;创投;横琴新区,8,300359,300359.SZ,33
一体化压铸;华为汽车;网约车;京津冀一体化;车联网(车路协同);DeepSeek概念;无人驾驶;小米汽车;燃料电池;百度概念;国企改革;换电概念;星闪概念;新能源汽车;智能座舱;动力电池回收;华为概念;充电桩;储能;固态电池;高压快充;汽车芯片;沪股通;融资融券,24,600733,600733.SH,17
冰雪产业;体育产业;ST板块;区块链;智慧城市;算力租赁;机器人概念;工业互联网;硅能源;东数西算(算力);数据中心(AIDC);光伏概念;AI眼镜;5G,14,300472,300472.SZ,33
草甘膦;乡村振兴;国企改革;央企国企改革;同花顺出海50;人民币贬值受益;沪股通;融资融券,8,600486,600486.SH,17
高股息精选;西部大开发;小米概念;融资融券;沪股通,5,601077,601077.SH,17
超超临界发电;绿色电力;虚拟电厂;煤炭概念;天然气;光热发电;国企改革;DeepSeek概念;机器人概念;融资融券;股权转让(并购重组);沪股通,12,600575,600575.SH,17
粮食概念;代糖概念;参股券商;参股银行;西部大开发;基因测序;2026中报预增;沪股通;股权转让(并购重组),9,600191,600191.SH,17
股权转让(并购重组);AI应用;西部大开发;装配式建筑;融资融券;污水处理;智慧城市;水利;新型城镇化;数字孪生;房屋检测;净水概念;人工智能;云计算;一带一路;PPP概念,16,920873,920873.BJ,151
存储芯片;国家大基金持股;先进封装;汽车芯片;AI手机;芯片概念;AI PC;AI眼镜;消费电子概念;数据中心(AIDC);智能穿戴;小米概念;华为概念;粤港澳大湾区;比亚迪概念;专精特新;信创;阿里巴巴概念;机器人概念;人形机器人;同花顺出海50;沪股通;融资融券,23,688525,688525.SH,17
水利;天然气;高端装备;融资融券;专精特新,5,920942,920942.BJ,151
算力租赁;东数西算(算力);数据中心(AIDC);人工智能;新型城镇化;垃圾分类;污水处理;芯片概念;土壤修复;固废处理;乡村振兴;深股通;融资融券,13,301259,301259.SZ,33
AI应用;医药电商;重组蛋白;融资融券;合成生物;医美概念;医疗器械概念;创新药;专精特新,9,920982,920982.BJ,151
流感;医药电商;维生素;仿制药一致性评价;肝炎概念;创新药;黑龙江自贸区;三胎概念;养老概念;跨境电商;DeepSeek概念;沪股通;融资融券;冷链物流;民营医院,15,600664,600664.SH,17
海峡两岸;智能电网;互联网金融;风电;核电;大飞机;充电桩;军工;数据中心(AIDC);华为概念;绿色电力;高压快充;粤港澳大湾区;超导概念;工业互联网;3D打印;同花顺新质50;比亚迪概念;医疗器械概念;新能源汽车;机器人概念;华为海思概念股;消费电子概念;铜缆高速连接;锂电池概念;人形机器人;深股通;融资融券,28,002130,002130.SZ,33
宁德时代概念;锂电池概念;机器人概念;固态电池;光伏概念;芯片概念;融资融券,7,688638,688638.SH,17
跨境电商;融资融券;人民币贬值受益,3,920765,920765.BJ,151
快手概念;小红书概念;多模态AI;ChatGPT概念;百度概念;抖音概念(字节概念);AIGC概念;虚拟数字人;数据要素;AI智能体;腾讯概念;AI应用;区块链;独角兽概念;文化传媒概念;数字经济;水利;DeepSeek概念;人工智能;数据中心(AIDC);核电;海工装备;华为概念;创投;一带一路;跨境电商;机器视觉;污水处理;液冷服务器;专精特新;新能源汽车;小米概念;医疗器械概念;芯片概念;深股通;第三代半导体;融资融券,37,002131,002131.SZ,33
算力租赁;数字经济;旅游概念;物业管理;低空经济;东数西算(算力);无人机;数据中心(AIDC);参股保险;卫星导航;商业航天;5G;6G概念;芯片概念;沪股通;融资融券,16,600094,600094.SH,17
共封装光学(CPO);5G;消费电子概念;芯片概念;3D打印;商业航天;比亚迪概念;卫星导航;宁德时代概念;新能源汽车;固态电池;牙科医疗;锂电池概念;氢能源;深股通;融资融券,16,300285,300285.SZ,33
农业种植;乳业;土地流转;IP经济(谷子经济);乡村振兴;海峡两岸;股权转让(并购重组);深股通;融资融券,9,300972,300972.SZ,33
数据要素;IP经济(谷子经济);跨境电商;融资融券;网红经济;三胎概念,6,920262,920262.BJ,151
IP经济(谷子经济);参股券商;西部大开发;家用电器;2026中报预增;沪股通,6,601086,601086.SH,17
人民币贬值受益;脑机接口;医疗器械概念;芬太尼;幽门螺杆菌概念;辅助生殖;猴痘概念;流感;肝炎概念;沪股通;融资融券,11,688767,688767.SH,17
光刻机;芯片概念;上海自贸区;新能源汽车;创投;数字乡村;蚂蚁集团概念;新型城镇化;租售同权;国企改革;乡村振兴;沪股通;融资融券;参股券商;物业管理;证金持股,16,600895,600895.SH,17
华为汽车;长安汽车概念;小米汽车;智能座舱;同花顺新质50;百度概念;车联网(车路协同);无人驾驶;机器人概念;数字经济;英伟达概念;毫米波雷达;比亚迪概念;华为概念;传感器;汽车电子;中国AI 50;海峡两岸;粤港澳大湾区;深股通;融资融券,21,002920,002920.SZ,33
互联网保险;华为鲲鹏;互联网金融;信创;AI应用;区块链;AI智能体;数据要素;虚拟数字人;腾讯概念;DeepSeek概念;智慧城市;独角兽概念;人工智能;数字经济;华为概念;沪股通;融资融券,18,600446,600446.SH,17
建筑节能;参股银行;蚂蚁集团概念;区块链;空气能热泵;创投;家用电器;智能家居;储能;充电桩;华为概念;光伏概念;特斯拉概念;融资融券;沪股通,15,603366,603366.SH,17
民营医院;物业管理;职业教育;西部大开发;烟草;创投;在线教育;信托概念;参股券商;融资融券,10,000812,000812.SZ,33
养老概念;旅游概念;职业教育;在线教育;AI应用;人工智能;融资融券;2026中报预增,8,600661,600661.SH,17
超级品牌;证金持股;上海国企改革;同花顺漂亮100;参股银行;足球概念;国企改革;网约车;一带一路;独角兽概念;DeepSeek概念;华为汽车;动力电池回收;燃料电池;换电概念;车联网(车路协同);沪股通;融资融券;新能源汽车;无人驾驶;华为概念;宁德时代概念;固态电池,23,600104,600104.SH,17
一带一路;宠物经济;融资融券;人民币贬值受益;IP经济(谷子经济),5,920419,920419.BJ,151
区块链;腾讯概念;AI应用;云计算;移动支付;AI智能体;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;ERP概念;人工智能;跨境支付(CIPS);京津冀一体化;旅游概念;证金持股;深股通;融资融券,17,002153,002153.SZ,33
新能源汽车;高股息精选;西部大开发;融资融券;无人驾驶;工业互联网,6,920599,920599.BJ,151
高股息精选;跨境电商;智能家居;DeepSeek概念;人工智能;鸿蒙概念;物联网;华为概念;深股通,9,001323,001323.SZ,33
ERP概念;财税数字化;ChatGPT概念;华为鲲鹏;AIGC概念;智慧政务;鸿蒙概念;AI应用;AI智能体;信创;区块链;互联网金融;云计算;数字经济;阿里巴巴概念;网络安全;DeepSeek概念;人工智能;工业互联网;智能医疗;华为概念;参股保险;中国AI 50;机器人概念;参股银行;同花顺漂亮100;沪股通;融资融券,28,600588,600588.SH,17
新型城镇化;物业管理;污水处理;国企改革;长三角一体化;固废处理;绿色电力;一带一路;创投;储能;充电桩;光伏概念;沪股通,13,601512,601512.SH,17
页岩气;俄乌冲突概念;天然气;高股息精选;同花顺中特估100;中字头股票;证金持股;参股保险;国企改革;碳交易;央企国企改革;氢能源;沪股通;融资融券;一带一路,15,601857,601857.SH,17
融资融券;特斯拉概念;机器人概念;军工;人民币贬值受益;专精特新,6,920270,920270.BJ,151
同花顺出海50;DeepSeek概念;人民币贬值受益;长安汽车概念;小米汽车;沪股通;比亚迪概念;小米概念;融资融券,9,601058,601058.SH,17
草甘膦;染料;沪股通;融资融券,4,603599,603599.SH,17
财税数字化;国资云;数据确权;华为鲲鹏;数据要素;AI智能体;智慧政务;数据安全;数字孪生;养老概念;华为数字能源;阿里巴巴概念;百度概念;独角兽概念;ST板块;雄安新区;信创;PPP概念;京津冀一体化;乡村振兴;网络安全;数字经济;DeepSeek概念;智慧城市;智能医疗;人工智能;国企改革;创投;央企国企改革;物联网;车联网(车路协同);一带一路;东数西算(算力);华为概念;数据中心(AIDC);无人驾驶,36,300212,300212.SZ,33
预制菜;农业种植;三胎概念;粮食概念;猪肉;新疆振兴;食品安全,7,002661,002661.SZ,33
