所属概念,所属概念数量,股票代码,market_code,code
金属锌;金属铅;金属铜;黄金概念;小金属概念;金属回收;央企国企改革;国企改革;2026中报预增;融资融券;沪股通,11,600961.SH,17,600961
国企改革;煤炭概念;沪股通;股权转让(并购重组),4,600397.SH,17,600397
专精特新;减肥药;融资融券,5,688755.SH,17,688755
专精特新;基因测序;猴痘概念;医疗器械概念;智能医疗;肝炎概念;维生素;流感;医药电商;沪股通;融资融券,11,688399.SH,17,688399
PCB概念;华为手机;5G;消费电子概念;汽车电子;特高压;光伏概念;华为概念;风电;工业互联网;绿色电力;数字经济;一带一路;西部大开发;国企改革;2026中报预增;深股通;融资融券,18,301526.SZ,33,301526
流感;维生素;仿制药一致性评价;医药电商;三胎概念;创新药;CRO概念;西部大开发;地下管网;PPP概念,10,300434.SZ,33,300434
PCB概念;2026一季报预增;光伏概念;PEEK材料;风电;沪股通;融资融券;长三角一体化;央企国企改革;一带一路;DeepSeek概念;国企改革;同花顺中特估100;2026中报预增;中字头股票,15,600176.SH,17,600176
富士康概念;液冷服务器;苹果概念;消费电子概念;2026一季报预增;专精特新;锂电池概念;华为数字能源;储能;华为概念;工业母机;新能源汽车;虚拟现实;机器人概念;汽车热管理;新型工业化;2026中报预增;深股通;融资融券,19,301086.SZ,33,301086
PET铜箔;富士康概念;苹果概念;消费电子概念;汽车电子;智能穿戴;智能座舱;专精特新;新能源汽车;海峡两岸;股权转让(并购重组);深股通;融资融券,13,301389.SZ,33,301389
工业母机;新型工业化;人形机器人;一体化压铸;高端装备;比亚迪概念;机器人概念;飞行汽车(eVTOL);小米概念;新能源汽车;无线充电;消费电子概念;军工;智能穿戴;苹果概念;无人机;低空经济;工业互联网;粤港澳大湾区;华为概念;人工智能;液冷服务器;5G;创投;储能;深股通;融资融券,27,300083.SZ,33,300083
AI PC;PCB概念;共封装光学(CPO);AI手机;无线耳机;MiniLED;MicroLED概念;AI眼镜;先进封装;新型烟草(电子烟);智能音箱;汽车电子;消费电子概念;5G;OLED;智能穿戴;WiFi 6;柔性屏(折叠屏);毫米波雷达;6G概念;小米概念;数据中心(AIDC);存储芯片;东数西算(算力);芯片概念;储能;比亚迪概念;海峡两岸;新能源汽车;广东自贸区;无人驾驶;物联网;商业航天;卫星导航;粤港澳大湾区;人形机器人;工业互联网;无人机;机器人概念;军工;低空经济;数字经济;创投;医疗器械概念;军民融合;融资融券;养老概念;深股通,48,002579.SZ,33,002579
PCB概念;光刻机;先进封装;OLED;光刻胶;芯片概念;BC电池;2026一季报预增;光伏概念;TOPCON电池;专精特新;高端装备;融资融券;沪股通,14,688630.SH,17,688630
专精特新;机器人概念;新股与次新股;融资融券,4,920211.BJ,151,920211
光纤概念;苹果概念;富士康概念;5G;PCB概念;量子科技;3D打印;军工;无人机;比亚迪概念;成飞概念;华为概念;机器视觉;新能源汽车;大飞机;新型工业化;低空经济;宁德时代概念;军民融合;粤港澳大湾区;医美概念;深股通;股权转让(并购重组),23,300227.SZ,33,300227
共封装光学(CPO);PCB概念;光纤概念;苹果概念;芯片概念;MR(混合现实);3D打印;钙钛矿电池;机器视觉;比亚迪概念;专精特新;TOPCON电池;虚拟现实;宁德时代概念;固态电池;光伏概念;华为概念;沪股通;融资融券,19,688025.SH,17,688025
创新药;减肥药;医美概念;深股通;雄安新区;融资融券,6,300255.SZ,33,300255
PCB概念;共封装光学(CPO);6G概念;5G;毫米波雷达;汽车电子;卫星导航;商业航天;虚拟现实;专精特新;华为概念;特斯拉概念;充电桩;新能源汽车;无人机;军工;机器人概念;低空经济;工业互联网;创投;医疗器械概念;深股通;融资融券,23,300964.SZ,33,300964
芯片概念;WiFi 6;AI眼镜;消费电子概念;5G;专精特新;智能音箱;星闪概念;智能座舱;无人机;物联网;上海自贸区;智能家居;低空经济;车联网(车路协同);沪股通;股权转让(并购重组);融资融券,18,688653.SH,17,688653
创新药;医药电商;DeepSeek概念;专精特新;沪股通;融资融券,6,688488.SH,17,688488
医疗器械概念;玻璃基板;深股通;融资融券,4,301188.SZ,33,301188
金属钴;金属镍;金属铜;小金属概念;动力电池回收;锂电池概念;人民币贬值受益;深股通;融资融券,9,300618.SZ,33,300618
创新药;CRO概念;同花顺出海50;同花顺漂亮100;人民币贬值受益;融资融券;沪股通,7,603259.SH,17,603259
创新药;西部大开发;沪股通;融资融券,4,688302.SH,17,688302
华为概念;粤港澳大湾区;CRO概念;区块链;人民币贬值受益;人工智能;智能医疗;创投;细胞免疫治疗;医疗器械概念;减肥药;幽门螺杆菌概念;辅助生殖;工业大麻;深股通;融资融券;合成生物;猴痘概念;创新药;三胎概念;肝炎概念;流感;仿制药一致性评价;2026中报预增,24,300199.SZ,33,300199
重组蛋白;创新药;细胞免疫治疗;智能医疗;沪股通;融资融券,6,688266.SH,17,688266
人工智能;智能家居;海工装备;家用电器;商业航天,5,300749.SZ,33,300749
猴痘概念;幽门螺杆菌概念;肝炎概念;辅助生殖;仿制药一致性评价;创新药;锂电池概念;固态电池;深股通,9,300584.SZ,33,300584
金属锌;金属铅;黄金概念;金属铜;金属镍;小金属概念;金属回收;盐湖提锂;锂电池概念;钒电池;西部大开发;国企改革;沪股通;融资融券;2026中报预增,15,601168.SH,17,601168
汽车芯片;存储芯片;WiFi 6;芯片概念;6G概念;AI眼镜;5G;消费电子概念;智能穿戴;卫星导航;商业航天;小米概念;星闪概念;专精特新;物联网;阿里巴巴概念;车联网(车路协同);人工智能;人民币贬值受益;沪股通;融资融券,21,688220.SH,17,688220
创新药;仿制药一致性评价;CRO概念;合成生物;智能医疗;DeepSeek概念;人工智能;人民币贬值受益;氟化工概念;幽门螺杆菌概念;沪股通;融资融券,12,603456.SH,17,603456
物联网;专精特新;新能源汽车;深股通;融资融券,6,301303.SZ,33,301303
数字经济;维生素;仿制药一致性评价;股权转让(并购重组);融资融券,5,301281.SZ,33,301281
存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;传感器;小米概念;人形机器人;光伏概念;物联网;锂电池概念;人民币贬值受益;2026中报预增;融资融券;沪股通,16,603986.SH,17,603986
共封装光学(CPO);光纤概念;华为海思概念股;富士康概念;苹果概念;芯片概念;BC电池;英伟达概念;量子科技;TOPCON电池;HJT电池;数据中心(AIDC);商业航天;光伏概念;新能源汽车;华为概念;新型工业化;高端装备;工业互联网;股权转让(并购重组);融资融券;深股通,22,300757.SZ,33,300757
先进封装;芯片概念;PET铜箔;液冷服务器;专精特新;比亚迪概念;宁德时代概念;军工;固态电池;新能源汽车;碳纤维;储能;人形机器人;人工智能;锂电池概念;医疗器械概念;沪股通;融资融券,18,688392.SH,17,688392
流感;维生素;仿制药一致性评价;创新药;CRO概念;上海国企改革;国企改革;沪股通;融资融券,9,688247.SH,17,688247
PCB概念;PET铜箔;华为手机;芯片概念;固态电池;专精特新;光伏概念;锂电池概念;HJT电池;高端装备;海峡两岸;玻璃基板;融资融券;沪股通,14,688700.SH,17,688700
PET铜箔;小金属概念;金属镍;金属铜;PCB概念;固态电池;锂电池概念;液冷服务器;钒电池;特斯拉概念;华为概念;绿色电力;参股银行;深股通;融资融券,15,002203.SZ,33,002203
共封装光学(CPO);光刻胶;芯片概念;数据中心(AIDC);比亚迪概念;新能源汽车;特斯拉概念;机器人概念;海峡两岸;福建自贸区;沪股通;融资融券,12,603306.SH,17,603306
风电;绿色电力;海工装备;深股通;融资融券,5,301155.SZ,33,301155
存储芯片;第三代半导体;先进封装;芯片概念;共封装光学(CPO);传感器;专精特新;华为概念;物联网;高端装备;工业母机;机器人概念;工业互联网;一带一路;深股通,15,300480.SZ,33,300480
CRO概念;创新药;减肥药;辅助生殖;三胎概念;西部大开发;中俄贸易概念;沪股通;融资融券,9,688117.SH,17,688117
中芯国际概念;第三代半导体;存储芯片;芯片概念;光纤概念;氟化工概念;光伏概念;专精特新;锂电池概念;储能;高端装备;氢能源;磷化工;医疗器械概念;合成生物;沪股通;融资融券,17,688596.SH,17,688596
燃料电池;新型城镇化;污水处理;固废处理;PPP概念;CRO概念;绿色电力;合成生物;股权转让(并购重组),9,300692.SZ,33,300692
芯片概念;专精特新;人工智能;医疗器械概念;智能医疗;辅助生殖;深股通;融资融券,8,301235.SZ,33,301235
PCB概念;先进封装;存储芯片;富士康概念;国家大基金持股;苹果概念;汽车电子;5G;芯片概念;数据中心(AIDC);新能源汽车;华为概念;深股通;粤港澳大湾区;央企国企改革;国企改革;2026中报预增;融资融券,18,002916.SZ,33,002916
创新药;阿尔茨海默概念;眼科医疗;合成生物;医疗器械概念;西部大开发;深股通;智能医疗;融资融券,9,002773.SZ,33,002773
同花顺果指数;AI PC;PCB概念;富士康概念;共封装光学(CPO);MiniLED;苹果概念;汽车电子;AI手机;智能座舱;消费电子概念;AI眼镜;无线耳机;智能穿戴;人形机器人;无人驾驶;虚拟现实;华为概念;商业航天;新能源汽车;海峡两岸;人民币贬值受益;融资融券;深股通,24,002938.SZ,33,002938
创新药;医药电商;融资融券,3,688373.SH,17,688373
第三代半导体;无线充电;富士康概念;消费电子概念;OLED;数据中心(AIDC);5G;高压快充;汽车电子;小米概念;光伏概念;比亚迪概念;充电桩;华为概念;储能;新能源汽车;华为汽车;粤港澳大湾区;2026中报预增;深股通;融资融券,21,002885.SZ,33,002885
石墨电极;动力电池回收;钠离子电池;土地流转;农机;物业管理;金属回收;石墨烯;金属钴;固态电池;一带一路;锂电池概念;创投;氢能源;小金属概念;金属镍;宁德时代概念;燃料电池;黄金概念;硅能源;储能;粤港澳大湾区;减速器;机器人概念;新能源汽车;军工;比亚迪概念;充电桩;人形机器人;3D打印;高压快充;液冷服务器;深股通;融资融券;无线充电,35,000009.SZ,33,000009
重组蛋白;创新药;生物疫苗;百度概念;CRO概念;沪股通;融资融券,7,688520.SH,17,688520
共封装光学(CPO);芯片概念;5G;储能;消费电子概念;沪股通;融资融券,7,688662.SH,17,688662
光刻机;中芯国际概念;OLED;芯片概念;液冷服务器;数据中心(AIDC);海峡两岸;食品安全;融资融券;深股通,10,300260.SZ,33,300260
绿色电力;光热发电;风电;碳中和;充电桩;新疆振兴;储能;特高压;国企改革;西部大开发;2026中报预增;深股通,12,001258.SZ,33,001258
AI智能体;数据中心(AIDC);ST板块;虚拟现实;职业教育;数字经济;元宇宙;京津冀一体化;互联网金融;MR(混合现实);DeepSeek概念,11,920090.BJ,151,920090
生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,7,300142.SZ,33,300142
基因测序;脑机接口;智能医疗;AI智能体;合成生物;机器人概念;医疗器械概念;AI应用;重组蛋白;沪股通;融资融券,11,688114.SH,17,688114
猴痘概念;生物疫苗;CRO概念;流感;合成生物;三胎概念;京津冀一体化;沪股通;融资融券,9,688185.SH,17,688185
重组蛋白;幽门螺杆菌概念;辅助生殖;医药电商;流感;阿尔茨海默概念;猴痘概念;智能医疗;肝炎概念;沪股通;融资融券,11,688253.SH,17,688253
科创次新股;注册制次新股;新股与次新股;融资融券;重组蛋白;横琴新区;专精特新;创新药,8,688806.SH,17,688806
NMN概念;维生素;合成生物;医药电商;医美概念;跨境电商;人民币贬值受益;福建自贸区;海峡两岸;深股通;融资融券,11,002626.SZ,33,002626
DRG/DIP;民营医院;养老概念;三胎概念;国企改革;人形机器人;华为鲲鹏;AI应用;物联网;无人机;低空经济;人工智能;机器人概念;WiFi 6;DeepSeek概念;智能医疗;华为概念;辅助生殖;股权转让(并购重组);融资融券,20,603990.SH,17,603990
辅助生殖;医疗器械概念;细胞免疫治疗;人民币贬值受益;专精特新;融资融券,6,688026.SH,17,688026
光刻胶;先进封装;OLED;第三代半导体;PCB概念;芯片概念;MicroLED概念;专精特新;粤港澳大湾区;深股通;融资融券,12,300576.SZ,33,300576
国家大基金持股;存储芯片;中芯国际概念;先进封装;OLED;芯片概念;MiniLED;富士康概念;柔性屏(折叠屏);苹果概念;AI眼镜;MR(混合现实);小米概念;比亚迪概念;机器视觉;虚拟现实;华为概念;宁德时代概念;锂电池概念;深股通;玻璃基板;融资融券,22,300567.SZ,33,300567
专精特新;比亚迪概念;机器人概念;芯片概念;创投,5,300154.SZ,33,300154
传感器;智能医疗;人工智能;AI应用;宠物经济;融资融券,6,688607.SH,17,688607
重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;京津冀一体化;人工智能;沪股通;融资融券,13,688068.SH,17,688068
重组蛋白;创新药;智能医疗;沪股通;融资融券,5,688062.SH,17,688062
先进封装;MicroLED概念;MiniLED;芯片概念;商业航天;锂电池概念;华为概念;机器人概念;人形机器人;沪股通;融资融券,11,688383.SH,17,688383
芯片概念;汽车电子;新能源汽车;粤港澳大湾区;固态电池;沪股通;融资融券,7,688683.SH,17,688683
重组蛋白;创新药;仿制药一致性评价;CRO概念;西部大开发;融资融券,7,688553.SH,17,688553
金属铅;金属锌;垃圾分类;小金属概念;磷化工;储能;ST板块;锂电池概念,8,002667.SZ,33,002667
共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);专精特新;沪股通;融资融券,9,688313.SH,17,688313
细胞免疫治疗;重组蛋白;创新药;CRO概念;智能医疗;AI应用;DeepSeek概念;人民币贬值受益;深股通;股权转让(并购重组);融资融券,11,300149.SZ,33,300149
共封装光学(CPO);华为手机;PCB概念;富士康概念;先进封装;MiniLED;第三代半导体;汽车芯片;苹果概念;消费电子概念;芯片概念;工业母机;小米概念;专精特新;华为概念;机器视觉;新型工业化;比亚迪概念;工业互联网;军工;高端装备;锂电池概念;玻璃基板;深股通;融资融券,25,301338.SZ,33,301338
创新药;西部大开发;沪股通;融资融券,4,688443.SH,17,688443
PCB概念;毫米波雷达;汽车电子;5G;芯片概念;2026一季报预增;数据中心(AIDC);无人驾驶;华为概念;深股通;同花顺出海50;海峡两岸;人民币贬值受益;污水处理;2026中报预增;融资融券,16,002463.SZ,33,002463
AI PC;富士康概念;液冷服务器;消费电子概念;共封装光学(CPO);5G;苹果概念;汽车电子;无线充电;同花顺果指数;智能座舱;小米概念;数据中心(AIDC);MR(混合现实);华为概念;比亚迪概念;虚拟现实;光伏概念;无人机;新能源汽车;充电桩;储能;汽车热管理;石墨烯;一带一路;京津冀一体化;融资融券;深股通,28,300684.SZ,33,300684
