所属概念数量,code,股票代码,market_code,所属概念
20,002885,002885.SZ,33,高压快充;数据中心;第三代半导体;富士康概念;5G;充电桩;无线充电;储能;汽车电子;光伏概念;消费电子概念;小米概念;华为概念;OLED;比亚迪概念;新能源汽车;2025年报预增;华为汽车;粤港澳大湾区;融资融券
9,600396,600396.SH,17,超超临界发电;绿色电力;碳交易;风电;碳中和;氢能源;国企改革;央企国企改革;海工装备
3,603226,603226.SH,17,智能家居;沪股通;股权转让(并购重组)
18,600673,600673.SH,17,算力租赁;东数西算(算力);数据中心;液冷服务器;芯片概念;华为概念;AI应用;人形机器人;超级电容;储能;PVDF概念;锂电池概念;回购增持再贷款概念;氟化工概念;沪股通;融资融券;消毒剂;煤炭概念
13,603895,603895.SH,17,人形机器人;长安汽车概念;机器人概念;专精特新;华为概念;新型工业化;数字孪生;工业互联网;新能源汽车;特斯拉概念;储能;锂电池概念;固态电池
8,002915,002915.SZ,33,PEEK材料;钠离子电池;固态电池;氟化工概念;专精特新;光伏概念;深股通;融资融券
11,600539,600539.SH,17,锂电池概念;小红书概念;净水概念;海峡两岸;机器视觉;AI应用;股权转让(并购重组);跨境电商;污水处理;宠物经济;光伏概念
20,002317,002317.SZ,33,减肥药;创新药;仿制药一致性评价;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;眼科医疗;辅助生殖;医药电商;禽流感;维生素;智能医疗;医疗器械概念;养老概念;NMN概念;数字经济;粤港澳大湾区;深股通;融资融券
8,603278,603278.SH,17,商业航天;风电;人形机器人;高端装备;海峡两岸;一带一路;生物质能发电;绿色电力
39,002183,002183.SZ,33,存储芯片;芯片概念;消费电子概念;5G;卫星导航;锂电池概念;金属回收;无人机;新能源汽车;数据中心;储能;华为概念;粤港澳大湾区;充电桩;东数西算(算力);商业航天;低空经济;信创;智能物流;一带一路;人工智能;创投;国产操作系统;云计算;华为鲲鹏;鸿蒙概念;DeepSeek概念;跨境支付(CIPS);国企改革;冷链物流;统一大市场;深圳国企改革;智能医疗;物业管理;乳业;医药电商;深股通;融资融券;白酒概念
22,603598,603598.SH,17,快手概念;短剧游戏;小红书概念;文化传媒概念;抖音概念(字节概念);虚拟数字人;AIGC概念;拼多多概念;多模态AI;腾讯概念;百度概念;AI应用;阿里巴巴概念;元宇宙;AI智能体;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化
18,002051,002051.SZ,33,冰雪产业;水利;同花顺中特估100;固废处理;央企国企改革;新型城镇化;一带一路;污水处理;新疆振兴;乡村振兴;雄安新区;国企改革;人民币贬值受益;华为概念;东数西算(算力);深股通;融资融券;中字头股票
22,000967,000967.SZ,33,算力租赁;智能电网;储能;绿色电力;充电桩;核电;云计算;华为概念;新能源汽车;物联网;固废处理;垃圾分类;智慧城市;无人驾驶;回购增持再贷款概念;污水处理;数据要素;机器人概念;特色小镇;PPP概念;深股通;融资融券
9,603002,603002.SH,17,PCB概念;先进封装;5G;芯片概念;3D打印;比亚迪概念;海峡两岸;英伟达概念;沪股通
13,000700,000700.SZ,33,人形机器人;特斯拉概念;小米概念;比亚迪概念;小米汽车;华为汽车;新能源汽车;机器人概念;智能医疗;参股银行;民营医院;融资融券;深股通
2,605158,605158.SH,17,一带一路;回购增持再贷款概念
6,600707,600707.SH,17,OLED;人民币贬值受益;西部大开发;国企改革;融资融券;沪股通
21,000823,000823.SZ,33,PCB概念;共封装光学(CPO);毫米波雷达;苹果概念;5G;汽车电子;消费电子概念;AI眼镜;数据中心;传感器;东数西算(算力);卫星导航;商业航天;无人驾驶;无人机;比亚迪概念;虚拟现实;国企改革;深股通;融资融券;证金持股
18,603158,603158.SH,17,液冷服务器;数据中心;汽车电子;无线充电;智能座舱;华为概念;汽车热管理;传感器;空气能热泵;比亚迪概念;储能;长安汽车概念;新能源汽车;专精特新;特斯拉概念;华为汽车;燃料电池;氢能源
8,600726,600726.SH,17,超超临界发电;煤炭概念;绿色电力;风电;黑龙江自贸区;国企改革;央企国企改革;沪股通
1,600719,600719.SH,17,国企改革
16,688515,688515.SH,17,汽车芯片;铜缆高速连接;芯片概念;人形机器人;小米概念;比亚迪概念;智能座舱;机器人概念;数据中心;无人驾驶;华为概念;工业互联网;车联网(车路协同);信创;沪股通;融资融券
12,002031,002031.SZ,33,减速器;智能物流;机器人概念;人形机器人;机器视觉;高端装备;人民币贬值受益;工业母机;航空发动机;冷链物流;深股通;融资融券
27,300499,300499.SZ,33,液冷服务器;数据中心;东数西算(算力);汽车电子;柔性直流输电;特高压;可控核聚变;军工;抖音概念(字节概念);专精特新;阿里巴巴概念;腾讯概念;充电桩;核电;比亚迪概念;新能源汽车;光伏概念;储能;宁德时代概念;粤港澳大湾区;风电;锂电池概念;一带一路;中俄贸易概念;天然气;深股通;融资融券
44,601868,601868.SH,17,碳交易;超超临界发电;虚拟电厂;绿色电力;生物质能发电;光热发电;水泥概念;风电;土壤修复;柔性直流输电;氢能源;储能;特高压;央企国企改革;水利;新型城镇化;雅下水电概念;燃料电池;同花顺中特估100;国企改革;参股保险;核电;民爆概念;算力租赁;一带一路;数据中心;可控核聚变;证金持股;东数西算(算力);海工装备;阿里巴巴概念;宁德时代概念;AI智能体;华为概念;低空经济;光纤概念;高端装备;机器人概念;人工智能;军工;海峡两岸;中字头股票;融资融券;沪股通
19,301397,301397.SZ,33,液冷服务器;汽车热管理;比亚迪概念;数据中心;新能源汽车;宁德时代概念;燃料电池;华为汽车;长安汽车概念;飞行汽车(eVTOL);低空经济;换电概念;储能;充电桩;两轮车;氢能源;西部大开发;深股通;融资融券
22,600208,600208.SH,17,芯片概念;黄金概念;长三角一体化;互联网金融;知识产权保护;Web3.0;独角兽概念;区块链;乡村振兴;参股银行;共同富裕示范区;创投;期货概念;参股保险;数据确权;元宇宙;国企改革;参股券商;NFT概念;沪股通;融资融券;煤炭概念
24,301307,301307.SZ,33,富士康概念;5G;芯片概念;东数西算(算力);液冷服务器;华为概念;比亚迪概念;固态电池;专精特新;特斯拉概念;无人驾驶;工业互联网;新能源汽车;小米汽车;长安汽车概念;储能;华为汽车;充电桩;减速器;一体化压铸;西部大开发;绿色电力;深股通;融资融券
27,300687,300687.SZ,33,华为欧拉;多模态AI;华为盘古;财税数字化;华为昇腾;ChatGPT概念;ERP概念;华为鲲鹏;AI智能体;AIGC概念;信创;AI应用;鸿蒙概念;DeepSeek概念;人工智能;华为概念;智能医疗;C2M概念;工业互联网;创投;粤港澳大湾区;新型工业化;机器人概念;PCB概念;宁德时代概念;融资融券;深股通
10,300911,300911.SZ,33,算力租赁;东数西算(算力);腾讯概念;阿里巴巴概念;AIGC概念;DeepSeek概念;人工智能;家用电器;深股通;融资融券
9,301297,301297.SZ,33,光刻机;富士康概念;中芯国际概念;OLED;芯片概念;2025年报预增;股权转让(并购重组);深股通;融资融券
8,688347,688347.SH,17,国家大基金持股;存储芯片;芯片概念;消费电子概念;上海国企改革;国企改革;沪股通;融资融券
14,688307,688307.SH,17,光刻机;智能穿戴;机器视觉;无人驾驶;专精特新;海峡两岸;虚拟现实;智能座舱;无人机;华为概念;安防;机器人概念;人工智能;融资融券
37,300184,300184.SZ,33,华为海思概念股;存储芯片;汽车芯片;MCU芯片;液冷服务器;6G概念;5G;芯片概念;数据中心;第三代半导体;消费电子概念;汽车电子;PCB概念;华为概念;智能穿戴;OLED;星闪概念;小米概念;传感器;腾讯概念;无线耳机;物联网;车联网(车路协同);ETC;比亚迪概念;2025年报预增;机器人概念;人工智能;电力物联网;特斯拉概念;独角兽概念;智能电网;智能家居;光伏概念;跨境电商;融资融券;深股通
7,920284,920284.BJ,151,锂电池概念;人造肉;专精特新;宁德时代概念;融资融券;固态电池;新型工业化
15,300812,300812.SZ,33,共封装光学(CPO);先进封装;第三代半导体;MicroLED概念;MR(混合现实);柔性屏(折叠屏);OLED;MiniLED;工业母机;芯片概念;消费电子概念;商业航天;专精特新;华为概念;医疗器械概念
10,300097,300097.SZ,33,柔性屏(折叠屏);MicroLED概念;MiniLED;OLED;智能物流;新型工业化;华为概念;新能源汽车;摘帽;股权转让(并购重组)
20,002281,002281.SZ,33,F5G概念;共封装光学(CPO);光纤概念;6G概念;液冷服务器;5G;芯片概念;数据中心;东数西算(算力);量子科技;华为概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;股权转让(并购重组)
9,600969,600969.SH,17,绿色电力;风电;地下管网;污水处理;充电桩;国企改革;PPP概念;燃料电池;一带一路
13,002484,002484.SZ,33,5G;超级电容;可控核聚变;军工;东数西算(算力);华为概念;人形机器人;新能源汽车;机器人概念;储能;国企改革;深股通;融资融券
29,600105,600105.SH,17,共封装光学(CPO);光纤概念;5G;超导概念;芯片概念;数据中心;3D打印;商业航天;东数西算(算力);可控核聚变;华为概念;军工;网络安全;比亚迪概念;2025年报预增;新能源汽车;专精特新;数据安全;华为汽车;海工装备;核电;低空经济;工业互联网;长三角一体化;风电;一带一路;沪股通;参股银行;融资融券
13,000060,000060.SZ,33,金属铅;金属锌;金属铜;黄金概念;金属钴;小金属概念;金属镍;金属回收;DeepSeek概念;国企改革;期货概念;深股通;融资融券
19,920247,920247.BJ,151,比亚迪概念;海工装备;长安汽车概念;融资融券;飞行汽车(eVTOL);高铁;机器人概念;航空发动机;PEEK材料;有机硅概念;无人驾驶;低空经济;成飞概念;人形机器人;京津冀一体化;大飞机;新能源汽车;军工;专精特新
8,920368,920368.BJ,151,一带一路;融资融券;光伏概念;BC电池;第三代半导体;TOPCON电池;硅能源;HJT电池
12,301095,301095.SZ,33,共封装光学(CPO);光刻机;第三代半导体;存储芯片;芯片概念;专精特新;信创;AI智能体;人工智能;DeepSeek概念;深股通;融资融券
7,300835,300835.SZ,33,消费电子概念;数据中心;稀土永磁;专精特新;新能源汽车;光伏概念;深股通
3,301228,301228.SZ,33,食品安全;土壤修复;融资融券
16,688320,688320.SH,17,人形机器人;新型工业化;比亚迪概念;宁德时代概念;工业母机;机器人概念;传感器;工业互联网;华为概念;锂电池概念;富士康概念;芯片概念;专精特新;人工智能;沪股通;融资融券
6,301093,301093.SZ,33,人工智能;创投;医疗器械概念;创新药;深股通;融资融券
6,920870,920870.BJ,151,风电;高端装备;新型工业化;融资融券;专精特新;工业母机
13,301631,301631.SZ,33,数据中心;华为汽车;人形机器人;新能源汽车;低空经济;粤港澳大湾区;宁德时代概念;储能;固态电池;锂电池概念;燃料电池;深股通;融资融券
7,688188,688188.SH,17,新型工业化;高端装备;专精特新;机器人概念;人工智能;沪股通;融资融券
13,301024,301024.SZ,33,建筑节能;装配式建筑;新型城镇化;上海自贸区;职业教育;光伏建筑一体化;光伏概念;区块链;储能;蚂蚁集团概念;风电;数据中心;融资融券
15,688001,688001.SH,17,MicroLED概念;OLED;智能音箱;苹果概念;无线耳机;消费电子概念;智能穿戴;汽车电子;芯片概念;5G;特斯拉概念;人形机器人;回购增持再贷款概念;沪股通;融资融券
16,300548,300548.SZ,33,F5G概念;光纤概念;共封装光学(CPO);铜缆高速连接;5G;芯片概念;数据中心;2025年报预增;专精特新;华为概念;长三角一体化;抖音概念(字节概念);机器人概念;机器视觉;融资融券;深股通
11,301317,301317.SZ,33,数据中心;空气能热泵;专精特新;2025年报预增;新能源汽车;人工智能;污水处理;共同富裕示范区;中俄贸易概念;深股通;融资融券
7,300209,300209.SZ,33,算力租赁;柔性屏(折叠屏);物联网;人民币贬值受益;跨境电商;深股通;摘帽
8,603009,603009.SH,17,汽车热管理;人形机器人;2025年报预增;特斯拉概念;比亚迪概念;新能源汽车;融资融券;沪股通
9,601199,601199.SH,17,绿色电力;PPP概念;水利;污水处理;参股银行;国企改革;智慧城市;沪股通;融资融券
7,300467,300467.SZ,33,手机游戏;网络游戏;华为概念;腾讯概念;文化传媒概念;鸿蒙概念;西部大开发
12,301387,301387.SZ,33,苹果概念;共封装光学(CPO);消费电子概念;智能穿戴;MiniLED;机器人概念;碳纤维;粤港澳大湾区;数字经济;一带一路;可降解塑料;融资融券
16,300706,300706.SZ,33,PET铜箔;存储芯片;OLED;第三代半导体;消费电子概念;芯片概念;小金属概念;钙钛矿电池;超导概念;HJT电池;专精特新;海峡两岸;光伏概念;钒电池;福建自贸区;深股通
16,300304,300304.SZ,33,专精特新;无人驾驶;传感器;芯片概念;汽车电子;比亚迪概念;横琴新区;新能源汽车;机器人概念;充电桩;海峡两岸;汽车芯片;储能;创投;绿色电力;深股通
16,002432,002432.SZ,33,血氧仪;流感;智能医疗;天津自贸区;医疗器械概念;AI应用;智能穿戴;人民币贬值受益;回购增持再贷款概念;创投;京津冀一体化;小米概念;跨境电商;养老概念;深股通;融资融券
6,601100,601100.SH,17,同花顺出海50;中国AI 50;高端装备;同花顺漂亮100;沪股通;融资融券
12,300137,300137.SZ,33,核污染防治;PM2.5;碳中和;机器人概念;水利;污水处理;区块链;碳交易;雄安新区;京津冀一体化;乡村振兴;摘帽
6,601882,601882.SH,17,工业母机;新型工业化;高端装备;共同富裕示范区;融资融券;沪股通
8,688403,688403.SH,17,先进封装;存储芯片;OLED;芯片概念;专精特新;人民币贬值受益;沪股通;融资融券
8,002787,002787.SZ,33,锂电池概念;液冷服务器;长三角一体化;芯片概念;2025年报预增;食品安全;创投;海峡两岸
22,002803,002803.SZ,33,华为盘古;抖音概念(字节概念);ChatGPT概念;云计算;AIGC概念;AI应用;数据要素;人工智能;华为概念;跨境电商;专精特新;海峡两岸;宠物经济;2025年报预增;人民币贬值受益;福建自贸区;一带一路;回购增持再贷款概念;新型烟草(电子烟);白酒概念;融资融券;深股通
