股票代码,所属概念数量,market_code,所属概念,code
688521.SH,18,17,汽车芯片;国家大基金持股;先进封装;智能音箱;东数西算(算力);AI眼镜;MCU芯片;芯片概念;阿里巴巴概念;腾讯概念;虚拟现实;上海自贸区;物联网;无人驾驶;人工智能;数字货币;沪股通;融资融券,688521
601231.SH,19,17,共封装光学(CPO);同花顺果指数;苹果概念;汽车电子;消费电子概念;WiFi 6;无线耳机;芯片概念;AI眼镜;5G;智能座舱;智能穿戴;新能源汽车;物联网;沪股通;融资融券;一带一路;医疗器械概念;元宇宙,601231
600499.SH,15,17,盐湖提锂;锂电池概念;宁德时代概念;光伏建筑一体化;沪股通;融资融券;储能;人民币贬值受益;同花顺出海50;一带一路;充电桩;海工装备;高端装备;新型工业化;机器人概念,600499
603396.SH,10,17,钙钛矿电池;HJT电池;TOPCON电池;光伏概念;氢能源;高端装备;专精特新;一带一路;新型工业化;融资融券,603396
688513.SH,6,17,仿制药一致性评价;创新药;西部大开发;智能医疗;沪股通;融资融券,688513
688031.SH,20,17,MLOps概念;多模态AI;华为昇腾;AIGC概念;数字水印;商业航天;华为鲲鹏;AI智能体;数据要素;数据安全;信创;人工智能;DeepSeek概念;独角兽概念;华为概念;AI PC;AI应用;工业互联网;沪股通;融资融券,688031
300570.SZ,11,33,共封装光学(CPO);F5G概念;光纤概念;铜缆高速连接;5G;芯片概念;数据中心;传感器;人民币贬值受益;融资融券;深股通,300570
301333.SZ,7,33,CRO概念;智能医疗;AIGC概念;创新药;人工智能;深股通;融资融券,301333
605255.SH,6,17,汽车热管理;长安汽车概念;燃料电池;新能源汽车;沪股通;股权转让(并购重组),605255
300445.SZ,6,33,商业航天;高端装备;芯片概念;传感器;物联网;特斯拉概念,300445
688522.SH,12,17,卫星导航;军工;低空经济;毫米波雷达;同花顺新质50;芯片概念;MCU芯片;专精特新;2025三季报预增;2025年报预增;沪股通;融资融券,688522
600259.SH,10,17,稀土永磁;金属铜;小金属概念;海南自贸区;央企国企改革;国企改革;粤港澳大湾区;融资融券;中字头股票;沪股通,600259
300688.SZ,28,33,智谱AI;Web3.0;财税数字化;ChatGPT概念;智慧政务;AIGC概念;云计算;AI智能体;虚拟数字人;在线教育;数据要素;区块链;阿里巴巴概念;抖音概念(字节概念);算力租赁;元宇宙;数字经济;职业教育;DeepSeek概念;知识产权保护;独角兽概念;人工智能;东数西算(算力);华为概念;创投;AI应用;股权转让(并购重组);深股通,300688
600105.SH,29,17,光纤概念;可控核聚变;共封装光学(CPO);超导概念;商业航天;5G;军工;东数西算(算力);数据安全;3D打印;芯片概念;网络安全;海工装备;数据中心;低空经济;华为概念;核电;比亚迪概念;工业互联网;专精特新;新能源汽车;2025年报预增;华为汽车;风电;一带一路;长三角一体化;沪股通;参股银行;融资融券,600105
002149.SZ,20,33,商业航天;卫星导航;可控核聚变;超导概念;军工;海工装备;核电;柔性屏(折叠屏);5G;氢能源;燃料电池;西部大开发;专精特新;俄乌冲突概念;国企改革;小金属概念;医疗器械概念;航空发动机;深股通;融资融券,002149
603381.SH,11,17,光伏概念;光伏建筑一体化;专精特新;比亚迪概念;储能;机器人概念;人形机器人;液冷服务器;金属回收;沪股通;融资融券,603381
300164.SZ,8,33,俄乌冲突概念;页岩气;天然气;新疆振兴;西部大开发;碳中和;一带一路;人民币贬值受益,300164
603601.SH,14,17,商业航天;大飞机;核污染防治;核电;PM2.5;西部大开发;芯片概念;建筑节能;特斯拉概念;新能源汽车;家用电器;中芯国际概念;宁德时代概念;融资融券,603601
002459.SZ,18,33,BC电池;TOPCON电池;钙钛矿电池;HJT电池;硅能源;光伏概念;储能;风电;比亚迪概念;京津冀一体化;DeepSeek概念;回购增持再贷款概念;绿色电力;一带一路;雄安新区;人民币贬值受益;融资融券;深股通,002459
301662.SZ,11,33,固态电池;钠离子电池;宁德时代概念;动力电池回收;锂电池概念;比亚迪概念;粤港澳大湾区;注册制次新股;深股通;新股与次新股;融资融券,301662
605376.SH,11,17,小金属概念;金属镍;3D打印;光伏概念;硅能源;锂电池概念;2025年报预增;专精特新;人民币贬值受益;融资融券;沪股通,605376
920261.BJ,3,151,融资融券;环氧丙烷;体育产业,920261
300921.SZ,26,33,算力租赁;云办公;智能医疗;云计算;抖音概念(字节概念);东数西算(算力);智慧政务;腾讯概念;网络安全;信创;AI智能体;百度概念;数据安全;区块链;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;数据中心;智慧城市;互联网金融;华为概念;工业互联网;粤港澳大湾区;一带一路;融资融券,300921
920476.BJ,11,151,2025年报预增;医疗器械概念;鸿蒙概念;高端装备;食品安全;融资融券;宠物经济;回购增持再贷款概念;储能;人工智能;专精特新,920476
688195.SH,19,17,共封装光学(CPO);光刻机;光纤概念;芯片概念;AI眼镜;数据中心;量子科技;商业航天;海峡两岸;卫星导航;华为概念;福建自贸区;专精特新;无人驾驶;独角兽概念;医疗器械概念;沪股通;股权转让(并购重组);融资融券,688195
920706.BJ,8,151,芯片概念;工业母机;融资融券;海峡两岸;互联网金融;中俄贸易概念;专精特新;一带一路,920706
300900.SZ,20,33,商业航天;大飞机;成飞概念;航空发动机;卫星导航;军民融合;军工;碳纤维;低空经济;无人机;飞行汽车(eVTOL);海工装备;黑龙江自贸区;高端装备;机器人概念;人形机器人;专精特新;回购增持再贷款概念;深股通;融资融券,300900
300285.SZ,15,33,商业航天;卫星导航;3D打印;芯片概念;5G;宁德时代概念;消费电子概念;比亚迪概念;固态电池;新能源汽车;锂电池概念;氢能源;牙科医疗;深股通;融资融券,300285
300837.SZ,6,33,金属铅;动力电池回收;雅下水电概念;固废处理;专精特新;共同富裕示范区,300837
000880.SZ,6,33,数据中心;海工装备;中国AI 50;国企改革;融资融券;深股通,000880
688766.SH,8,17,存储芯片;MCU芯片;芯片概念;汽车电子;小米概念;华为概念;融资融券;沪股通,688766
300153.SZ,14,33,数据中心;核电;华为概念;专精特新;储能;阿里巴巴概念;腾讯概念;百度概念;一带一路;长三角一体化;锂电池概念;互联网金融;融资融券;深股通,300153
000157.SZ,23,33,雅下水电概念;农机;人形机器人;水利;氢能源;燃料电池;证金持股;工业互联网;高端装备;机器人概念;乡村振兴;人民币贬值受益;一带一路;新型工业化;无人机;人工智能;无人驾驶;物联网;百度概念;固态电池;东数西算(算力);深股通;融资融券,000157
300520.SZ,46,33,MLOps概念;华为昇腾;量子科技;军工信息化;华为鲲鹏;网络安全;信创;智慧政务;ChatGPT概念;AI智能体;AIGC概念;商业航天;数据要素;数字乡村;区块链;东数西算(算力);车联网(车路协同);智慧城市;在线教育;ETC;军工;DeepSeek概念;数字经济;数字孪生;5G;人工智能;华为概念;数据中心;低空经济;智能医疗;无人驾驶;机器人概念;智能物流;水利;比亚迪概念;虚拟电厂;储能;宁德时代概念;养老概念;汽车热管理;新能源汽车;锂电池概念;回购增持再贷款概念;AI应用;深股通;融资融券,300520
300393.SZ,10,33,钙钛矿电池;TOPCON电池;BC电池;光伏建筑一体化;光伏概念;华为概念;国企改革;AI智能体;深股通;融资融券,300393
300855.SZ,9,33,航空发动机;大飞机;军民融合;核电;军工;特钢概念;专精特新;融资融券;深股通,300855
002273.SZ,23,33,同花顺果指数;智能座舱;AI眼镜;AI手机;智能穿戴;汽车电子;小米概念;消费电子概念;苹果概念;华为手机;华为汽车;人形机器人;比亚迪概念;虚拟现实;机器人概念;长安汽车概念;安防;华为概念;人民币贬值受益;储能;元宇宙;深股通;融资融券,002273
603097.SH,10,17,特高压;智能电网;充电桩;风电;光伏概念;储能;数据中心;雄安新区;军工;机器人概念,603097
601226.SH,18,17,光伏概念;超超临界发电;风电;储能;高端装备;氢能源;核电;海工装备;燃料电池;回购增持再贷款概念;一带一路;国企改革;央企国企改革;机器人概念;DeepSeek概念;京津冀一体化;沪股通;融资融券,601226
301325.SZ,20,33,钙钛矿电池;固态电池;宁德时代概念;锂电池概念;比亚迪概念;光伏概念;专精特新;储能;燃料电池;OLED;机器人概念;消费电子概念;氢能源;粤港澳大湾区;传感器;芯片概念;物联网;先进封装;深股通;融资融券,301325
301056.SZ,6,33,人脸识别;物联网;新型城镇化;中俄贸易概念;一带一路;融资融券,301056
688129.SH,1,17,融资融券,688129
002478.SZ,14,33,光热发电;超超临界发电;核电;特钢概念;海工装备;储能;新能源汽车;专精特新;一带一路;天然气;地下管网;页岩气;深股通;融资融券,002478
603108.SH,15,17,华为盘古;AIGC概念;AI智能体;智能医疗;DeepSeek概念;人工智能;华为概念;医疗器械概念;创投;猴痘概念;幽门螺杆菌概念;AI应用;国企改革;沪股通;融资融券,603108
300246.SZ,7,33,智能医疗;血氧仪;民营医院;横琴新区;医疗器械概念;三胎概念;智能穿戴,300246
600031.SH,14,17,同花顺出海50;雅下水电概念;证金持股;农机;工业互联网;新疆振兴;无人驾驶;同花顺漂亮100;机器人概念;一带一路;高端装备;人民币贬值受益;沪股通;融资融券,600031
688768.SH,15,17,多模态AI;AI智能体;人工智能;专精特新;数据要素;传感器;DeepSeek概念;机器人概念;ChatGPT概念;工业互联网;高端装备;2025三季报预增;风电;AI应用;融资融券,688768
603011.SH,27,17,可控核聚变;航空发动机;商业航天;军工;东数西算(算力);海工装备;核电;人工智能;共封装光学(CPO);高端装备;新型烟草(电子烟);机器视觉;PCB概念;工业互联网;新型工业化;比亚迪概念;工业母机;食品安全;特斯拉概念;新能源汽车;氢能源;农机;家用电器;固废处理;煤炭概念;沪股通;融资融券,603011
301292.SZ,8,33,钠离子电池;固态电池;锂电池概念;比亚迪概念;新能源汽车;专精特新;深股通;融资融券,301292
300820.SZ,14,33,可控核聚变;第三代半导体;核电;光伏概念;芯片概念;充电桩;氢能源;专精特新;储能;新能源汽车;TOPCON电池;西部大开发;深股通;融资融券,300820
301205.SZ,7,33,共封装光学(CPO);芯片概念;5G;数据中心;人民币贬值受益;深股通;融资融券,301205
601865.SH,5,17,光伏概念;一带一路;长三角一体化;融资融券;沪股通,601865
001280.SZ,12,33,小金属概念;稀土永磁;超导概念;央企国企改革;核电;一带一路;注册制次新股;军工;深股通;中字头股票;新股与次新股;融资融券,001280
300456.SZ,29,33,太赫兹;光刻机;6G概念;共封装光学(CPO);华为海思概念股;时空大数据;国家大基金持股;5G;卫星导航;百度概念;先进封装;东数西算(算力);独角兽概念;芯片概念;汽车电子;华为概念;无人驾驶;消费电子概念;数据中心;无人机;传感器;物联网;新型工业化;第三代半导体;人民币贬值受益;创投;京津冀一体化;融资融券;深股通,300456
688599.SH,21,17,BC电池;钙钛矿电池;TOPCON电池;HJT电池;商业航天;光伏概念;虚拟电厂;光伏建筑一体化;储能;锂电池概念;华为概念;DeepSeek概念;东数西算(算力);氢能源;机器人概念;一带一路;智能家居;同花顺漂亮100;绿色电力;沪股通;融资融券,688599
688777.SH,33,17,AI应用;AIGC概念;AI智能体;数据要素;华为鲲鹏;DeepSeek概念;人工智能;数据安全;信创;网络安全;鸿蒙概念;数字孪生;国产操作系统;共同富裕示范区;华为概念;工业互联网;智慧城市;新型工业化;碳中和;创投;碳交易;一带一路;海工装备;智能物流;机器人概念;核电;宁德时代概念;航空发动机;传感器;人形机器人;大飞机;沪股通;融资融券,688777
000338.SZ,23,33,固态电池;锂电池概念;储能;燃料电池;氢能源;新能源汽车;农机;比亚迪概念;高端装备;数据中心;人民币贬值受益;汽车电子;智能物流;无人驾驶;国企改革;同花顺出海50;车联网(车路协同);DeepSeek概念;同花顺漂亮100;AI智能体;证金持股;深股通;融资融券,000338
300383.SZ,18,33,算力租赁;云计算;抖音概念(字节概念);MLOps概念;AIGC概念;百度概念;东数西算(算力);华为鲲鹏;区块链;DeepSeek概念;数字经济;数据中心;华为概念;京津冀一体化;工业互联网;液冷服务器;深股通;融资融券,300383
688155.SH,15,17,固态电池;2025年报预增;宁德时代概念;专精特新;锂电池概念;新型工业化;新能源汽车;机器人概念;燃料电池;高端装备;人工智能;DeepSeek概念;一带一路;沪股通;融资融券,688155
300191.SZ,7,33,可燃冰;俄乌冲突概念;天然气;新疆振兴;深股通;融资融券;海工装备,300191
002531.SZ,6,33,氢能源;绿色电力;风电;海工装备;深股通;融资融券,002531
601615.SH,18,17,钙钛矿电池;HJT电池;商业航天;光伏概念;光伏建筑一体化;风电;海工装备;阿里巴巴概念;人工智能;储能;芯片概念;高端装备;氢能源;绿色电力;2025年报预增;粤港澳大湾区;融资融券;沪股通,601615
600498.SH,36,17,华为昇腾;6G概念;AI智能体;卫星导航;云计算;华为鲲鹏;数据安全;商业航天;智慧政务;网络安全;数据要素;智能医疗;国资云;数字乡村;东数西算(算力);DeepSeek概念;人工智能;WiFi 6;智慧城市;光纤概念;F5G概念;5G;数据中心;海工装备;创投;芯片概念;共封装光学(CPO);液冷服务器;特高压;MCU芯片;央企国企改革;一带一路;汽车芯片;国企改革;沪股通;融资融券,600498
300819.SZ,5,33,机器人概念;人民币贬值受益;氢能源;固态电池;体育产业,300819
603130.SH,2,17,共同富裕示范区;沪股通,603130
301191.SZ,18,33,F5G概念;WiFi 6;6G概念;5G;网络安全;车联网(车路协同);安防;信创;华为概念;芯片概念;小米概念;数据中心;智能座舱;汽车电子;创投;粤港澳大湾区;深股通;融资融券,301191
300724.SZ,13,33,钙钛矿电池;BC电池;HJT电池;TOPCON电池;硅能源;光伏概念;第三代半导体;PET铜箔;芯片概念;锂电池概念;粤港澳大湾区;融资融券;深股通,300724
300798.SZ,4,33,染料;算力租赁;东数西算(算力);AI智能体,300798
603698.SH,8,17,军民融合;军工;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,603698
