所属概念数量,code,所属概念,market_code,股票代码
7.0,600258,旅游概念;国企改革;京津冀一体化;人工智能;阿里巴巴概念;沪股通;融资融券,17,600258.SH
13.0,688411,固态电池;华为数字能源;储能;充电桩;智能电网;新能源汽车;数据中心;专精特新;智能物流;华为概念;DeepSeek概念;沪股通;融资融券,17,688411.SH
20.0,601208,PCB概念;PET铜箔;光刻胶;苹果概念;OLED;柔性屏(折叠屏);消费电子概念;芯片概念;2025年报预增;新能源汽车;光伏概念;BC电池;军工;商业航天;燃料电池;氢能源;特高压;西部大开发;沪股通;融资融券,17,601208.SH
10.0,603538,减肥药;CRO概念;流感;肝炎概念;辅助生殖;合成生物;宠物经济;人民币贬值受益;沪股通;融资融券,17,603538.SH
9.0,000703,可降解塑料;回购增持再贷款概念;一带一路;西部大开发;融资融券;深股通;参股银行;互联网金融;阿里巴巴概念,33,000703.SZ
24.0,301308,存储芯片;国家大基金持股;AI PC;AI手机;先进封装;EDR概念;芯片概念;AI眼镜;消费电子概念;智能穿戴;智能座舱;小米概念;数据中心;专精特新;信创;华为概念;数据安全;机器人概念;华为鲲鹏;2025年报预增;小米汽车;人民币贬值受益;深股通;融资融券,33,301308.SZ
9.0,688148,固态电池;动力电池回收;锂电池概念;宁德时代概念;比亚迪概念;特斯拉概念;人形机器人;芯片概念;融资融券,17,688148.SH
7.0,688032,光伏概念;储能;回购增持再贷款概念;专精特新;人民币贬值受益;沪股通;融资融券,17,688032.SH
12.0,688005,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;金属钴;储能;小金属概念;低空经济;新能源汽车;沪股通;融资融券,17,688005.SH
14.0,301326,富士康概念;液冷服务器;苹果概念;芯片概念;消费电子概念;3D打印;比亚迪概念;无人机;人民币贬值受益;宁德时代概念;锂电池概念;固态电池;深股通;融资融券,33,301326.SZ
11.0,688308,PCB概念;工业母机;2025年报预增;专精特新;航空发动机;人形机器人;光伏概念;2026一季报预增;机器人概念;商业航天;融资融券,17,688308.SH
10.0,603778,硅能源;TOPCON电池;钙钛矿电池;HJT电池;PPP概念;新型城镇化;虚拟电厂;光伏概念;固态电池;储能,17,603778.SH
13.0,688063,钠离子电池;固态电池;绿色电力;锂电池概念;储能;两轮车;数据中心;2025年报预增;专精特新;人民币贬值受益;低空经济;沪股通;融资融券,17,688063.SH
18.0,600549,小金属概念;金属钴;稀土永磁;动力电池回收;宁德时代概念;固态电池;锂电池概念;光伏概念;可控核聚变;军工;无人机;机器人概念;商业航天;海峡两岸;国企改革;福建自贸区;沪股通;融资融券,17,600549.SH
5.0,000890,光纤概念;净水概念;污水处理;独角兽概念;储能,33,000890.SZ
17.0,300074,智慧城市;DRG/DIP;在线教育;创投;智慧政务;安防;DeepSeek概念;AI智能体;智能医疗;华为概念;云办公;家庭医生;低空经济;无人机;充电桩;储能;AI应用,33,300074.SZ
13.0,300709,柔性屏(折叠屏);消费电子概念;AI眼镜;无线耳机;智能穿戴;智能音箱;特斯拉概念;液冷服务器;比亚迪概念;减速器;机器人概念;深股通;融资融券,33,300709.SZ
13.0,300748,稀土永磁;低空经济;特斯拉概念;回购增持再贷款概念;人形机器人;比亚迪概念;2025年报预增;机器人概念;新能源汽车;风电;绿色电力;融资融券;深股通,33,300748.SZ
11.0,688353,钠离子电池;固态电池;氟化工概念;锂电池概念;宁德时代概念;有机硅概念;储能;比亚迪概念;专精特新;沪股通;融资融券,17,688353.SH
19.0,300057,PET铜箔;锂电池概念;超级电容;固态电池;钠离子电池;宁德时代概念;柔性屏(折叠屏);建筑节能;光伏概念;OLED;比亚迪概念;储能;小米概念;华为概念;DeepSeek概念;AI智能体;虚拟数字人;深股通;融资融券,33,300057.SZ
6.0,001337,黄金概念;2025年报预增;西部大开发;国企改革;融资融券;深股通,33,001337.SZ
10.0,600188,煤炭概念;煤化工概念;高股息精选;同花顺漂亮100;沪股通;融资融券;小金属概念;国企改革;参股银行;风电,17,600188.SH
33.0,002340,金属钴;金属镍;小金属概念;金属铜;金属回收;稀土永磁;动力电池回收;黄金概念;钠离子电池;固态电池;锂电池概念;宁德时代概念;石墨烯;汽车拆解概念;回购增持再贷款概念;储能;特斯拉概念;固废处理;氢能源;燃料电池;比亚迪概念;新能源汽车;一带一路;专精特新;碳中和;污水处理;土壤修复;垃圾分类;机器人概念;低空经济;粤港澳大湾区;深股通;融资融券,33,002340.SZ
12.0,300881,光热发电;核电;特钢概念;新能源汽车;专精特新;比亚迪概念;一体化压铸;氢能源;超超临界发电;减速器;创投;融资融券,33,300881.SZ
11.0,000589,参股银行;国企改革;回购增持再贷款概念;西部大开发;一带一路;新能源汽车;机器人概念;军工;无人机;深股通;融资融券,33,000589.SZ
33.0,605589,PCB概念;先进封装;光刻胶;OLED;存储芯片;6G概念;芯片概念;固态电池;丙烯酸;超级电容;石墨烯;3D打印;锂电池概念;钠离子电池;新能源汽车;硅能源;代糖概念;军工;商业航天;高端装备;储能;核电;大飞机;风电;高铁;绿色电力;建筑节能;合成生物;光伏建筑一体化;CRO概念;创新药;沪股通;融资融券,17,605589.SH
15.0,300380,互联网金融;信创;百度概念;数据要素;鸿蒙概念;AI智能体;腾讯概念;AIGC概念;数字经济;DeepSeek概念;人工智能;华为概念;AI应用;2025年报预增;深股通,33,300380.SZ
5.0,002780,露营经济;冰雪产业;体育产业;旅游概念;三胎概念,33,002780.SZ
29.0,300428,稀土永磁;金属回收;3D打印;航空发动机;锂电池概念;氟化工概念;军工;商业航天;固态电池;低空经济;大飞机;特斯拉概念;无人机;比亚迪概念;一体化压铸;汽车拆解概念;新能源汽车;钠离子电池;人形机器人;专精特新;一带一路;军民融合;机器人概念;芯片概念;消费电子概念;汽车热管理;长安汽车概念;融资融券;深股通,33,300428.SZ
20.0,001896,抽水蓄能;虚拟电厂;超超临界发电;风电;绿色电力;煤炭概念;储能;光伏建筑一体化;充电桩;碳中和;数据中心;东数西算(算力);工业互联网;华为概念;国企改革;人工智能;创投;智能物流;深股通;融资融券,33,001896.SZ
15.0,002812,固态电池;锂电池概念;宁德时代概念;烟草;储能;同花顺漂亮100;西部大开发;比亚迪概念;新能源汽车;充电桩;专精特新;消费电子概念;深股通;人工智能;融资融券,33,002812.SZ
5.0,300069,特高压;智能电网;核电;燃料电池;文化传媒概念,33,300069.SZ
33.0,688400,共封装光学(CPO);富士康概念;光纤概念;苹果概念;华为手机;MR(混合现实);芯片概念;消费电子概念;机器视觉;小米概念;人形机器人;数据中心;虚拟现实;新型工业化;华为概念;无人机;专精特新;机器人概念;宁德时代概念;空间计算;光伏概念;2025年报预增;元宇宙;Web3.0;智谱AI;锂电池概念;人工智能;AIGC概念;虚拟数字人;数字经济;Sora概念(文生视频);沪股通;融资融券,17,688400.SH
12.0,000688,金属铅;钛白粉概念;金属锌;小金属概念;金属铜;黄金概念;锂电池概念;西部大开发;2025年报预增;深股通;股权转让(并购重组);融资融券,33,000688.SZ
6.0,688805,科创次新股;注册制次新股;医疗器械概念;超导概念;新股与次新股;融资融券,17,688805.SH
13.0,000709,特钢概念;钒电池;国企改革;回购增持再贷款概念;雄安新区;钠离子电池;核电;京津冀一体化;可控核聚变;储能;比亚迪概念;深股通;融资融券,33,000709.SZ
21.0,300738,算力租赁;智谱AI;云计算;快手概念;东数西算(算力);网络安全;腾讯概念;阿里巴巴概念;百度概念;数据要素;数据中心;DeepSeek概念;华为概念;人工智能;芯片概念;粤港澳大湾区;光伏概念;一带一路;绿色电力;融资融券;深股通,33,300738.SZ
18.0,300307,人工智能;工业互联网;华为概念;机器人概念;新型工业化;机器视觉;网络游戏;比亚迪概念;C2M概念;5G;储能;短剧游戏;光伏概念;6G概念;锂电池概念;HJT电池;TOPCON电池;深股通,33,300307.SZ
36.0,300459,手机游戏;文化传媒概念;网络游戏;NFT概念;知识产权保护;AIGC概念;快手概念;ChatGPT概念;在线教育;多模态AI;IP经济(谷子经济);抖音概念(字节概念);元宇宙;AI应用;阿里巴巴概念;网红经济;鸿蒙概念;云游戏;腾讯概念;智能医疗;DeepSeek概念;脑机接口;人工智能;语音技术;虚拟现实;华为概念;东数西算(算力);三胎概念;机器人概念;MR(混合现实);数据中心;人民币贬值受益;一带一路;液冷服务器;深股通;融资融券,33,300459.SZ
28.0,300688,智谱AI;财税数字化;Web3.0;ChatGPT概念;云计算;虚拟数字人;智慧政务;AIGC概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;数据要素;算力租赁;在线教育;区块链;知识产权保护;元宇宙;数字经济;DeepSeek概念;职业教育;东数西算(算力);人工智能;独角兽概念;华为概念;AI应用;创投;股权转让(并购重组);深股通,33,300688.SZ
11.0,600539,小红书概念;净水概念;宠物经济;海峡两岸;跨境电商;污水处理;股权转让(并购重组);机器视觉;锂电池概念;AI应用;光伏概念,17,600539.SH
33.0,600736,芯片概念;商业航天;工业母机;建筑节能;卫星导航;污水处理;净水概念;航空发动机;军工;大飞机;华为概念;低空经济;储能;创投;新型城镇化;医疗器械概念;风电;华为数字能源;地下管网;固废处理;军民融合;水利;绿色电力;乡村振兴;参股银行;国企改革;特色小镇;虚拟电厂;冰雪产业;旅游概念;证金持股;沪股通;融资融券,17,600736.SH
10.0,300405,建筑节能;装配式建筑;水利;石墨烯;锂电池概念;氢能源;海工装备;专精特新;稀土永磁;芯片概念,33,300405.SZ
20.0,601969,天然气;海南自贸区;黄金概念;小金属概念;金属铜;金属钴;氟化工概念;自由贸易港;固废处理;参股保险;碳中和;乡村振兴;参股银行;土壤修复;锂电池概念;回购增持再贷款概念;旅游概念;创投;沪股通;融资融券,17,601969.SH
20.0,301486,光纤概念;富士康概念;芯片概念;消费电子概念;MR(混合现实);5G;比亚迪概念;新型工业化;数据中心;高端装备;虚拟现实;华为概念;东数西算(算力);粤港澳大湾区;华为昇腾;抖音概念(字节概念);阿里巴巴概念;股权转让(并购重组);深股通;融资融券,33,301486.SZ
9.0,605389,减速器;专精特新;高端装备;机器人概念;海工装备;光伏概念;国企改革;沪股通;股权转让(并购重组),17,605389.SH
21.0,300815,AI应用;阿里巴巴概念;人工智能;DeepSeek概念;数字乡村;智慧城市;东数西算(算力);新型城镇化;垃圾分类;粤港澳大湾区;一带一路;机器人概念;PPP概念;无人驾驶;碳中和;无人机;人形机器人;医疗废物处理;物业管理;金属回收;深股通,33,300815.SZ
8.0,002667,金属铅;金属锌;小金属概念;磷化工;锂电池概念;储能;垃圾分类;融资融券,33,002667.SZ
7.0,688808,芯片概念;专精特新;科创次新股;注册制次新股;新股与次新股;融资融券;2026一季报预增,17,688808.SH
14.0,601858,知识产权保护;国资云;文化传媒概念;在线教育;数据要素;DeepSeek概念;数字经济;智能医疗;中字头股票;国企改革;芯片概念;同花顺中特估100;沪股通;融资融券,17,601858.SH
20.0,300919,金属钴;金属镍;小金属概念;盐湖提锂;钠离子电池;金属回收;磷化工;固态电池;动力电池回收;锂电池概念;宁德时代概念;2026一季报预增;特斯拉概念;储能;新能源汽车;低空经济;西部大开发;机器人概念;深股通;融资融券,33,300919.SZ
26.0,600884,钠离子电池;氟化工概念;固态电池;石墨电极;动力电池回收;宁德时代概念;锂电池概念;OLED;石墨烯;苹果概念;金属镍;MiniLED;小金属概念;超级电容;光伏概念;比亚迪概念;消费电子概念;新能源汽车;储能;虚拟现实;共同富裕示范区;创投;参股银行;沪股通;融资融券;股权转让(并购重组),17,600884.SH
12.0,688420,新型工业化;人工智能;专精特新;机器视觉;DeepSeek概念;高端装备;AI智能体;锂电池概念;AI应用;动力电池回收;金属回收;融资融券,17,688420.SH
11.0,688778,钠离子电池;固态电池;宁德时代概念;锂电池概念;专精特新;低空经济;氢能源;福建自贸区;国企改革;融资融券;沪股通,17,688778.SH
13.0,301291,智能电网;风电;储能;光伏概念;数据中心;海工装备;氢能源;光伏建筑一体化;东数西算(算力);粤港澳大湾区;抖音概念(字节概念);深股通;融资融券,33,301291.SZ
3.0,301222,人民币贬值受益;工业互联网;融资融券,33,301222.SZ
14.0,688307,光刻机;智能穿戴;智能座舱;机器视觉;专精特新;无人驾驶;无人机;海峡两岸;虚拟现实;华为概念;机器人概念;安防;人工智能;融资融券,17,688307.SH
5.0,002948,高股息精选;一带一路;跨境支付(CIPS);融资融券;深股通,33,002948.SZ
10.0,920090,ST板块;虚拟现实;职业教育;数据中心;数字经济;元宇宙;京津冀一体化;互联网金融;MR(混合现实);DeepSeek概念,151,920090.BJ
10.0,002240,盐湖提锂;固态电池;小金属概念;锂电池概念;宁德时代概念;比亚迪概念;西部大开发;回购增持再贷款概念;深股通;融资融券,33,002240.SZ
8.0,688319,幽门螺杆菌概念;专精特新;生物疫苗;流感;西部大开发;创新药;沪股通;融资融券,17,688319.SH
17.0,301526,PCB概念;华为手机;5G;消费电子概念;汽车电子;特高压;光伏概念;风电;华为概念;工业互联网;一带一路;西部大开发;绿色电力;国企改革;数字经济;深股通;融资融券,33,301526.SZ
7.0,601975,航运概念;央企国企改革;国企改革;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,17,601975.SH
3.0,920802,医疗器械概念;PM2.5;融资融券,151,920802.BJ
5.0,603369,白酒概念;国企改革;沪股通;融资融券;回购增持再贷款概念,17,603369.SH
7.0,688409,光刻机;芯片概念;专精特新;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券,17,688409.SH
4.0,600455,职业教育;鸿蒙概念;国企改革;西部大开发,17,600455.SH
3.0,002394,数字经济;创投;一带一路,33,002394.SZ
17.0,300056,钙钛矿电池;固废处理;燃料电池;垃圾分类;PVDF概念;污水处理;PPP概念;锂电池概念;金属回收;海峡两岸;福建自贸区;东数西算(算力);金属铜;算力租赁;黄金概念;深股通;股权转让(并购重组),33,300056.SZ
