market_code,股票代码,code,所属概念,所属概念数量
33,000533.SZ,000533,百度概念;智能电网;阿里巴巴概念;东数西算(算力);抽水蓄能;数字经济;风电;充电桩;数据中心(AIDC);超超临界发电;水利;核电;储能;海工装备;光伏概念;粤港澳大湾区;可控核聚变;比亚迪概念;中芯国际概念;深股通;融资融券,21
17,601700.SH,601700,智能电网;柔性直流输电;特高压;光伏概念;一带一路;化债概念(AMC概念);国企改革;硅能源;2026中报预增;沪股通;融资融券,11
33,301373.SZ,301373,光伏概念;专精特新;深股通;融资融券,4
33,002900.SZ,002900,维生素;流感;仿制药一致性评价;创新药;医美概念;宠物经济;消毒剂;医疗器械概念;黑龙江自贸区,9
33,000892.SZ,000892,短剧游戏;IP经济(谷子经济);文化传媒概念;虚拟数字人;AIGC概念;AI应用;AI智能体;人工智能;西部大开发;深股通,10
17,603222.SH,603222,幽门螺杆菌概念;创新药;医美概念;细胞免疫治疗;民营医院;医疗器械概念;融资融券,7
17,600353.SH,600353,光刻机;第三代半导体;先进封装;可控核聚变;5G;特高压;柔性直流输电;核电;航空发动机;东数西算(算力);无人机;军工;智能电网;无人驾驶;军民融合;人形机器人;风电;智慧城市;虚拟电厂;信创;西部大开发;DeepSeek概念;沪股通;融资融券,24
33,002674.SZ,002674,华为汽车;PPP概念;固废处理;海峡两岸,4
17,605303.SH,605303,存储芯片;芯片概念;数据中心(AIDC);共同富裕示范区;新型城镇化;乡村振兴;雄安新区;PPP概念;旅游概念,9
17,601858.SH,601858,国资云;知识产权保护;中字头股票;在线教育;文化传媒概念;数据要素;DeepSeek概念;数字经济;国企改革;智能医疗;芯片概念;同花顺中特估100;沪股通;融资融券,14
17,600330.SH,600330,第三代半导体;先进封装;PCB概念;OLED;MicroLED概念;5G;芯片概念;AI眼镜;无线充电;汽车电子;智能穿戴;毫米波雷达;卫星导航;量子科技;数据中心(AIDC);商业航天;光伏概念;军工;充电桩;储能;新能源汽车;锂电池概念;高端装备;长三角一体化;创投;固废处理;智能物流;融资融券;乡村振兴;沪股通,30
33,001267.SZ,001267,共封装光学(CPO);铜缆高速连接;新型城镇化;土壤修复;污水处理;乡村振兴;融资融券;深股通;股权转让(并购重组),9
33,001266.SZ,001266,PCB概念;传感器;专精特新;汽车电子;新型工业化;数据中心(AIDC);新能源汽车;商业航天;智能座舱;卫星导航;储能;机器人概念;充电桩;换电概念;物联网;无人驾驶;工业互联网;车联网(车路协同);农机;人工智能;风电;AI智能体;2026中报预增,23
33,002536.SZ,002536,液冷服务器;芯片概念;汽车电子;数据中心(AIDC);汽车热管理;华为概念;无人机;新能源汽车;特斯拉概念;小米汽车;低空经济;充电桩;储能;机器人概念;海峡两岸;长安汽车概念;燃料电池;人民币贬值受益;一带一路;深股通;融资融券,21
17,600397.SH,600397,国企改革;煤炭概念;沪股通;股权转让(并购重组),4
33,002364.SZ,002364,中国AI 50;5G;数据中心(AIDC);高压快充;东数西算(算力);特高压;智能电网;充电桩;华为概念;虚拟电厂;储能;换电概念;新能源汽车;宁德时代概念;核电;阿里巴巴概念;百度概念;风电;数字孪生;腾讯概念;海工装备;工业互联网;氢能源;拼多多概念;碳中和;水利;两轮车;数据要素;深股通;融资融券,30
33,002655.SZ,002655,无线充电;苹果概念;汽车电子;消费电子概念;毫米波雷达;智能音箱;智能穿戴;无线耳机;新型烟草(电子烟);传感器;小米概念;芯片概念;新能源汽车;无人机;华为概念;智能家居;元宇宙;一带一路;深股通,19
33,002796.SZ,002796,共封装光学(CPO);6G概念;5G;军工;储能;医疗器械概念;一带一路;深股通;融资融券,9
17,605287.SH,605287,AI视频;虚拟现实;AIGC概念;AI应用;装配式建筑;新型城镇化;短剧游戏;文化传媒概念;光伏建筑一体化;乡村振兴;沪股通,11
33,002693.SZ,002693,辅助生殖;CRO概念;阿尔茨海默概念;肝炎概念;仿制药一致性评价;海南自贸区;摘帽,7
33,002289.SZ,002289,消费电子概念;算力租赁;数据中心(AIDC);柔性屏(折叠屏);深股通;摘帽;股权转让(并购重组),7
33,002827.SZ,002827,民爆概念;雅下水电概念;西部大开发;国企改革;芯片概念;股权转让(并购重组);深股通,7
33,003032.SZ,003032,机器人概念;人形机器人;华为概念;职业教育;鸿蒙概念;在线教育;阿里巴巴概念;ChatGPT概念;智谱AI;短剧游戏;摘帽,11
33,002361.SZ,002361,航空发动机;卫星导航;军民融合;高铁;商业航天;高端装备;低空经济;军工;3D打印;无人机;污水处理;石墨烯;国企改革;深股通;股权转让(并购重组);融资融券,16
17,603757.SH,603757,液冷服务器;数据中心(AIDC);空气能热泵;专精特新;储能;商业航天;新能源汽车;高端装备;核电;海工装备;燃料电池;氢能源;水利;沪股通,14
33,001388.SZ,001388,电力物联网;鸿蒙概念;人工智能;电子身份证;物联网;工业互联网;智能电网;算力租赁;中俄贸易概念;机器人概念;华为概念;核电;新型工业化;风电;特高压;专精特新;传感器;芯片概念;PCB概念;多模态AI;深股通;融资融券,22
17,600105.SH,600105,共封装光学(CPO);光纤概念;5G;芯片概念;超导概念;数据中心(AIDC);3D打印;可控核聚变;商业航天;比亚迪概念;东数西算(算力);专精特新;新能源汽车;华为概念;华为汽车;军工;低空经济;长三角一体化;核电;海工装备;网络安全;工业互联网;数据安全;沪股通;风电;一带一路;参股银行;2026中报预增;融资融券,29
17,603306.SH,603306,共封装光学(CPO);光刻胶;芯片概念;数据中心(AIDC);比亚迪概念;新能源汽车;特斯拉概念;机器人概念;海峡两岸;福建自贸区;沪股通;融资融券,12
17,603269.SH,603269,液冷服务器;数据中心(AIDC);核电;海峡两岸;氢能源;超超临界发电;一带一路,7
33,001326.SZ,001326,物联网;智能家居;充电桩;人民币贬值受益;粤港澳大湾区;一带一路;储能;融资融券,8
33,002428.SZ,002428,光纤概念;第三代半导体;芯片概念;小金属概念;卫星导航;商业航天;光伏概念;军工;金属回收;华为概念;氟化工概念;深股通;融资融券;西部大开发;2026中报预增,15
33,000962.SZ,000962,芯片概念;超级电容;超导概念;商业航天;3D打印;可控核聚变;小金属概念;航空发动机;核电;西部大开发;央企国企改革;国企改革;融资融券;深股通,14
33,001229.SZ,001229,军工信息化;智慧城市;智慧政务;商业航天;信创;在线教育;数字经济;智能电网;AI应用;人工智能;车联网(车路协同);安防;粤港澳大湾区;专精特新;光纤概念;芯片概念,16
17,603124.SH,603124,PCB概念;PET铜箔;液冷服务器;专精特新;工业母机;2026中报预增;沪股通;融资融券,8
17,603459.SH,603459,共封装光学(CPO);PCB概念;注册制次新股;华为手机;存储芯片;MiniLED;富士康概念;汽车电子;智能座舱;消费电子概念;智能穿戴;芯片概念;小米概念;卫星导航;比亚迪概念;东数西算(算力);商业航天;无人驾驶;虚拟现实;华为概念;机器人概念;锂电池概念;一带一路;2026中报预增;新股与次新股;融资融券,26
33,002281.SZ,002281,F5G概念;光纤概念;共封装光学(CPO);6G概念;5G;液冷服务器;芯片概念;量子科技;数据中心(AIDC);东数西算(算力);华为概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;2026中报预增;先进封装;股权转让(并购重组),22
33,002957.SZ,002957,共封装光学(CPO);光纤概念;苹果概念;无线耳机;AI眼镜;消费电子概念;新型烟草(电子烟);液冷服务器;芯片概念;智能穿戴;宁德时代概念;比亚迪概念;虚拟现实;华为概念;固态电池;锂电池概念;物联网;机器视觉;无人机;粤港澳大湾区;新型工业化;人形机器人;机器人概念;低空经济;工业互联网;智能物流;融资融券;深股通,28
17,603938.SH,603938,光纤概念;存储芯片;芯片概念;有机硅概念;硅能源;光伏概念;海峡两岸;京津冀一体化;2026中报预增;沪股通;融资融券,11
17,603083.SH,603083,F5G概念;共封装光学(CPO);WiFi 6;5G;液冷服务器;华为概念;物联网;工业互联网;智能家居;人民币贬值受益;一带一路;2026中报预增;沪股通;融资融券,14
33,003031.SZ,003031,共封装光学(CPO);光刻机;第三代半导体;6G概念;华为海思概念股;芯片概念;5G;消费电子概念;汽车电子;卫星导航;商业航天;专精特新;比亚迪概念;新能源汽车;华为概念;军工;充电桩;央企国企改革;国企改革;中字头股票;融资融券;深股通,22
33,002779.SZ,002779,机器人概念;人民币贬值受益;华为概念;乡村振兴;融资融券;深股通,6
17,601126.SH,601126,柔性直流输电;特高压;智能电网;数据中心(AIDC);东数西算(算力);电力物联网;光伏概念;储能;虚拟电厂;核电;抽水蓄能;军工;阿里巴巴概念;风电;机器人概念;数字孪生;人工智能;DeepSeek概念;雅下水电概念;氢能源;绿色电力;京津冀一体化;融资融券;沪股通,24
33,000815.SZ,000815,算力租赁;云计算;国资云;东数西算(算力);数据中心(AIDC);绿色电力;央企国企改革;国企改革;西部大开发;深股通;融资融券,11
17,603629.SH,603629,算力租赁;英伟达概念;东数西算(算力);液冷服务器;腾讯概念;云计算;消费电子概念;华为概念;芯片概念;军工;小米概念;OLED;2026中报预增;沪股通,14
17,603163.SH,603163,中芯国际概念;芯片概念;富士康概念;海峡两岸;一带一路;融资融券;沪股通,7
17,688596.SH,688596,中芯国际概念;第三代半导体;存储芯片;芯片概念;光纤概念;氟化工概念;光伏概念;专精特新;锂电池概念;储能;高端装备;氢能源;磷化工;医疗器械概念;合成生物;沪股通;融资融券,17
17,603580.SH,603580,海峡两岸;消费电子概念;人民币贬值受益;摘帽,4
17,601208.SH,601208,PET铜箔;PCB概念;OLED;光刻胶;芯片概念;BC电池;柔性屏(折叠屏);苹果概念;消费电子概念;光伏概念;商业航天;特高压;新能源汽车;军工;燃料电池;氢能源;西部大开发;MLCC概念;2026中报预增;沪股通;融资融券,21
17,600410.SH,600410,云计算;网络安全;东数西算(算力);华为鲲鹏;信创;智慧政务;百度概念;抖音概念(字节概念);阿里巴巴概念;数据中心(AIDC);腾讯概念;AI智能体;时空大数据;数据要素;AIGC概念;元宇宙;区块链;AI应用;华为概念;智慧城市;安防;在线教育;DeepSeek概念;人工智能;军工;工业互联网;芯片概念;无线耳机;京津冀一体化;创投;一带一路;沪股通;融资融券,33
17,603186.SH,603186,先进封装;PCB概念;MiniLED;芯片概念;消费电子概念;6G概念;5G;毫米波雷达;固态电池;锂电池概念;石墨烯;华为概念;海峡两岸;储能;冷链物流;绿色电力;2026中报预增;沪股通,18
33,000710.SZ,000710,基因测序;辅助生殖;三胎概念;智能医疗;医疗器械概念;AI应用;京津冀一体化;数据要素;人工智能;AI智能体;DeepSeek概念;AI语料;西部大开发;腾讯概念;智谱AI;海峡两岸,16
17,600721.SH,600721,青蒿素;肝炎概念;物业管理;流感;细胞免疫治疗;创新药;合成生物;CRO概念;减肥药;新疆振兴;国企改革;西部大开发;股权转让(并购重组),13
17,603259.SH,603259,创新药;CRO概念;同花顺出海50;同花顺漂亮100;人民币贬值受益;融资融券;沪股通,7
17,605167.SH,605167,新型工业化;氢能源;中俄贸易概念;海工装备;核电;一带一路;天然气;固废处理;沪股通,9
33,002929.SZ,002929,算力租赁;华为昇腾;东数西算(算力);云办公;数据安全;多模态AI;数据中心(AIDC);信创;阿里巴巴概念;智慧灯杆;电力物联网;5G;百度概念;MR(混合现实);AI智能体;空间计算;元宇宙;数字乡村;数字孪生;数据要素;智能电网;虚拟数字人;虚拟现实;华为概念;智慧城市;华为数字能源;AI应用;虚拟电厂;无人机;DeepSeek概念;军工;人工智能;充电桩;工业互联网;低空经济;机器人概念;光伏概念;储能;雄安新区;一带一路;跨境电商;乡村振兴;西部大开发;融资融券;深股通,45
17,603800.SH,603800,PET铜箔;PCB概念;先进封装;光刻机;芯片概念;机器视觉;锂电池概念;固态电池;海工装备;页岩气;天然气;玻璃基板;沪股通;融资融券,14
17,603203.SH,603203,先进封装;中芯国际概念;第三代半导体;OLED;存储芯片;共封装光学(CPO);PCB概念;富士康概念;苹果概念;芯片概念;消费电子概念;AI眼镜;汽车电子;液冷服务器;无线耳机;智能穿戴;机器视觉;专精特新;新型工业化;比亚迪概念;新能源汽车;机器人概念;华为概念;高端装备;宁德时代概念;工业互联网;人工智能;沪股通,28
33,003018.SZ,003018,富士康概念;液冷服务器;东数西算(算力);2026中报预增;深股通,5
17,600378.SH,600378,氟化工概念;PVDF概念;中芯国际概念;磷化工;PCB概念;俄乌冲突概念;芯片概念;煤化工概念;2026一季报预增;固态电池;锂电池概念;页岩气;钠离子电池;液冷服务器;燃料电池;氢能源;新能源汽车;西部大开发;国企改革;商业航天;军工;碳中和;国产航母;央企国企改革;大飞机;碳交易;股权转让(并购重组);沪股通;融资融券,29
33,002199.SZ,002199,股权转让(并购重组);锂电池概念;摘帽,3
17,603931.SH,603931,光刻胶;OLED;芯片概念;沪股通,4
33,002916.SZ,002916,PCB概念;先进封装;存储芯片;富士康概念;国家大基金持股;苹果概念;汽车电子;5G;芯片概念;数据中心(AIDC);新能源汽车;华为概念;深股通;粤港澳大湾区;央企国企改革;国企改革;2026中报预增;融资融券,18
33,002384.SZ,002384,共封装光学(CPO);光纤概念;同花顺果指数;PCB概念;MiniLED;苹果概念;AI手机;芯片概念;5G;消费电子概念;智能穿戴;2026一季报预增;数据中心(AIDC);小米概念;高压快充;华为概念;特斯拉概念;人形机器人;新能源汽车;机器人概念;深股通;人民币贬值受益;2026中报预增;融资融券,24
33,002463.SZ,002463,PCB概念;毫米波雷达;汽车电子;5G;芯片概念;2026一季报预增;数据中心(AIDC);无人驾驶;华为概念;深股通;同花顺出海50;海峡两岸;人民币贬值受益;污水处理;2026中报预增;融资融券,16
33,002938.SZ,002938,同花顺果指数;AI PC;PCB概念;富士康概念;共封装光学(CPO);MiniLED;苹果概念;汽车电子;AI手机;智能座舱;消费电子概念;AI眼镜;无线耳机;智能穿戴;人形机器人;无人驾驶;虚拟现实;华为概念;商业航天;新能源汽车;海峡两岸;人民币贬值受益;融资融券;深股通,24
33,002821.SZ,002821,CRO概念;减肥药;创新药;合成生物;智能医疗;深股通;人民币贬值受益;京津冀一体化;融资融券,9
17,603061.SH,603061,芯片概念;专精特新;2026中报预增;沪股通,4
