所属概念数量,股票代码,所属概念,code,market_code
9,300485.SZ,流感;创新药;肝炎概念;重组蛋白;辅助生殖;生物疫苗;医疗器械概念;创投;深股通,300485,33
14,600252.SH,医药电商;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;生物疫苗;创新药;参股券商;证金持股;西部大开发;医疗器械概念;国企改革;创投;沪股通;融资融券,600252,17
9,002328.SZ,液冷服务器;特斯拉概念;新能源汽车;长三角一体化;储能;数据中心;创投;一带一路;融资融券,002328,33
10,300972.SZ,农业种植;土地流转;乳业;海峡两岸;2025年报预增;乡村振兴;IP经济(谷子经济);股权转让(并购重组);深股通;融资融券,300972,33
6,688488.SH,创新药;医药电商;专精特新;DeepSeek概念;沪股通;融资融券,688488,17
6,688501.SH,储能;2025年报预增;超超临界发电;碳中和;氢能源;融资融券,688501,17
27,600268.SH,特高压;智能电网;抽水蓄能;虚拟电厂;超超临界发电;风电;充电桩;核电;高铁;储能;绿色电力;雅下水电概念;高端装备;水利;央企国企改革;商业航天;华为概念;机器人概念;雄安新区;DeepSeek概念;人工智能;新疆振兴;数据要素;AI智能体;国企改革;沪股通;融资融券,600268,17
2,688448.SH,污水处理;融资融券,688448,17
7,688759.SH,科创次新股;细胞免疫治疗;减肥药;创新药;注册制次新股;新股与次新股;融资融券,688759,17
5,002867.SZ,黄金概念;IP经济(谷子经济);创投;深股通;融资融券,002867,33
4,605055.SH,减速器;长三角一体化;共同富裕示范区;机器人概念,605055,17
11,603985.SH,算力租赁;东数西算(算力);英伟达概念;DeepSeek概念;高端装备;核电;海工装备;风电;国企改革;融资融券;沪股通,603985,17
8,605598.SH,商业航天;卫星导航;钙钛矿电池;无人机;一带一路;土壤修复;人民币贬值受益;沪股通,605598,17
5,000890.SZ,光纤概念;净水概念;污水处理;独角兽概念;储能,000890,33
14,688655.SH,共封装光学(CPO);PCB概念;5G;汽车电子;智能穿戴;智能座舱;专精特新;粤港澳大湾区;新能源汽车;机器人概念;医疗器械概念;绿色电力;股权转让(并购重组);融资融券,688655,17
11,605299.SH,足球概念;冰雪产业;体育产业;养老概念;跨境电商;海峡两岸;人工智能;AIGC概念;DeepSeek概念;鸿蒙概念;华为概念,605299,17
6,688180.SH,创新药;猴痘概念;生物疫苗;AIGC概念;沪股通;融资融券,688180,17
8,603871.SH,统一大市场;一带一路;中俄贸易概念;PPP概念;冷链物流;智能物流;沪股通;融资融券,603871,17
8,300110.SZ,仿制药一致性评价;医药电商;肝炎概念;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券,300110,33
14,300480.SZ,先进封装;共封装光学(CPO);第三代半导体;芯片概念;工业母机;传感器;华为概念;专精特新;高端装备;物联网;工业互联网;机器人概念;一带一路;深股通,300480,33
6,600707.SH,OLED;人民币贬值受益;西部大开发;国企改革;融资融券;沪股通,600707,17
18,300996.SZ,华为鲲鹏;AI语料;财税数字化;智慧政务;ERP概念;AI智能体;AIGC概念;数据要素;信创;区块链;跨境支付(CIPS);网络安全;AI应用;数字经济;互联网金融;人工智能;小米概念;融资融券,300996,33
17,688248.SH,虚拟电厂;柔性直流输电;智能电网;风电;储能;华为概念;DeepSeek概念;无人机;人工智能;氢能源;低空经济;机器人概念;央企国企改革;人形机器人;国企改革;沪股通;融资融券,688248,17
2,603016.SH,特高压;国企改革,603016,17
23,002519.SZ,军工信息化;军民融合;商业航天;军工;人工智能;安防;无人驾驶;创投;核电;机器人概念;新型工业化;专精特新;智能家居;长安汽车概念;比亚迪概念;智能电网;新能源汽车;充电桩;储能;宁德时代概念;锂电池概念;深股通;融资融券,002519,33
10,002112.SZ,智能电网;风电;光伏概念;储能;核电;数据中心;共同富裕示范区;专精特新;国企改革;融资融券,002112,33
15,300427.SZ,特高压;电力物联网;智能电网;军民融合;商业航天;风电;军工;充电桩;区块链;专精特新;毫米波雷达;福建自贸区;绿色电力;海峡两岸;芯片概念,300427,33
9,600829.SH,流感;医药电商;民营医院;眼科医疗;宠物经济;医疗器械概念;冷链物流;黑龙江自贸区;沪股通,600829,17
17,301328.SZ,比亚迪概念;汽车电子;新能源汽车;人形机器人;毫米波雷达;智能座舱;机器人概念;无人驾驶;数据中心;低空经济;储能;粤港澳大湾区;海峡两岸;光伏概念;铜缆高速连接;深股通;融资融券,301328,33
28,300903.SZ,共封装光学(CPO);先进封装;MiniLED;存储芯片;PCB概念;汽车电子;芯片概念;消费电子概念;5G;毫米波雷达;小米概念;数据中心;专精特新;新能源汽车;比亚迪概念;充电桩;储能;血氧仪;无人机;机器人概念;军工;工业互联网;低空经济;锂电池概念;粤港澳大湾区;钠离子电池;深股通;融资融券,300903,33
20,000004.SZ,ST板块;手机游戏;互联网金融;人脸识别;人工智能;粤港澳大湾区;鸿蒙概念;数据安全;抖音概念(字节概念);云计算;车联网(车路协同);网络安全;信创;物联网;工业互联网;储能;华为概念;东数西算(算力);电力物联网;5G,000004,33
11,688796.SH,科创次新股;CRO概念;智能医疗;基因测序;AI智能体;2025年报预增;人民币贬值受益;注册制次新股;沪股通;新股与次新股;融资融券,688796,17
16,002860.SZ,TOPCON电池;HJT电池;光伏建筑一体化;光伏概念;储能;垃圾分类;新能源汽车;比亚迪概念;共同富裕示范区;军民融合;无人机;家用电器;传感器;ETC;5G;融资融券,002860,33
10,603097.SH,特高压;智能电网;风电;充电桩;光伏概念;储能;数据中心;军工;机器人概念;雄安新区,603097,17
15,301479.SZ,AI眼镜;消费电子概念;小米概念;虚拟现实;机器视觉;智能座舱;智能家居;粤港澳大湾区;专精特新;比亚迪概念;无人驾驶;机器人概念;人形机器人;深股通;融资融券,301479,33
11,603211.SH,卫星导航;毫米波雷达;特斯拉概念;无人驾驶;比亚迪概念;机器人概念;新能源汽车;专精特新;长三角一体化;智能家居;沪股通,603211,17
5,688331.SH,细胞免疫治疗;创新药;眼科医疗;沪股通;融资融券,688331,17
3,600599.SH,ST板块;互联网金融;人民币贬值受益,600599,22
5,688235.SH,创新药;人民币贬值受益;同花顺出海50;沪股通;融资融券,688235,17
5,301016.SZ,高铁;无人驾驶;高端装备;一带一路;融资融券,301016,33
7,600238.SH,ST板块;白酒概念;跨境电商;养老概念;海南自贸区;国企改革;专精特新,600238,22
15,300201.SZ,苹果概念;核污染防治;高端装备;无人机;军工;无人驾驶;储能;智能电网;军民融合;机器人概念;宁德时代概念;工业互联网;电力物联网;锂电池概念;深股通,300201,33
12,603858.SH,医药电商;仿制药一致性评价;流感;肝炎概念;创新药;生物疫苗;医美概念;医疗器械概念;参股银行;回购增持再贷款概念;融资融券;沪股通,603858,17
11,600186.SH,算力租赁;东数西算(算力);AI智能体;DeepSeek概念;智能医疗;土壤修复;回购增持再贷款概念;粮食概念;超级品牌;融资融券;沪股通,600186,17
6,605081.SH,雄安新区;污水处理;东数西算(算力);乡村振兴;ST板块;股权转让(并购重组),605081,22
3,603021.SH,ST板块;地下管网;跨境电商,603021,22
3,002569.SZ,ST板块;国企改革;股权转让(并购重组),002569,33
9,600581.SH,特钢概念;一带一路;国企改革;央企国企改革;风电;西部大开发;新疆振兴;ST板块;煤炭概念,600581,22
12,301589.SZ,MicroLED概念;MiniLED;芯片概念;虚拟现实;人工智能;智慧城市;创投;足球概念;体育产业;西部大开发;融资融券;深股通,301589,33
12,000790.SZ,流感;医药电商;合成生物;创新药;医美概念;装配式建筑;眼科医疗;医疗器械概念;西部大开发;氟化工概念;锂电池概念;融资融券,000790,33
10,301150.SZ,PET铜箔;固态电池;宁德时代概念;锂电池概念;PCB概念;比亚迪概念;储能;专精特新;深股通;融资融券,301150,33
7,603268.SH,股权转让(并购重组);高端装备;人民币贬值受益;在线教育;海工装备;ST板块;跨境电商,603268,22
12,001270.SZ,6G概念;商业航天;卫星导航;第三代半导体;军工信息化;军民融合;5G;芯片概念;军工;专精特新;ST板块;共同富裕示范区,001270,33
13,002630.SZ,生物质能发电;光热发电;新型城镇化;碳中和;PPP概念;核电;储能;ST板块;绿色电力;超超临界发电;一带一路;西部大开发;固废处理,002630,33
13,301197.SZ,专精特新;华为概念;新型城镇化;智慧城市;建筑节能;人工智能;回购增持再贷款概念;雄安新区;信创;华为鲲鹏;数据要素;蚂蚁集团概念;融资融券,301197,33
10,601799.SH,无人驾驶;毫米波雷达;智能座舱;人形机器人;汽车电子;机器人概念;华为汽车;沪股通;MicroLED概念;融资融券,601799,17
1,600769.SH,国企改革,600769,17
14,920225.BJ,地下管网;中俄贸易概念;食品安全;核电;数据中心;页岩气;液冷服务器;融资融券;白酒概念;专精特新;海工装备;人民币贬值受益;高端装备;军工,920225,151
36,600880.SH,小红书概念;Sora概念(文生视频);短剧游戏;AIGC概念;虚拟数字人;NFT概念;文化传媒概念;网络游戏;知识产权保护;手机游戏;抖音概念(字节概念);AI智能体;数据要素;数据确权;百度概念;阿里巴巴概念;腾讯概念;鸿蒙概念;蚂蚁集团概念;区块链;人工智能;DeepSeek概念;数字经济;互联网金融;智慧城市;虚拟现实;华为概念;AI应用;旅游概念;跨境电商;乡村振兴;西部大开发;国企改革;融资融券;股权转让(并购重组);沪股通,600880,17
9,300086.SZ,幽门螺杆菌概念;仿制药一致性评价;流感;医药电商;创新药;肝炎概念;海南自贸区;三胎概念;消毒剂,300086,33
13,002120.SZ,统一大市场;冷链物流;乡村振兴;跨境电商;智能物流;回购增持再贷款概念;一带一路;低空经济;无人驾驶;阿里巴巴概念;抖音概念(字节概念);深股通;融资融券,002120,33
6,300937.SZ,智能医疗;医药电商;人工智能;DeepSeek概念;西部大开发;融资融券,300937,33
5,688506.SH,创新药;人民币贬值受益;西部大开发;沪股通;融资融券,688506,17
7,300905.SZ,光刻胶;染料;专精特新;3D打印;足球概念;深股通;融资融券,300905,33
5,301335.SZ,跨境电商;宠物经济;一带一路;股权转让(并购重组);融资融券,301335,33
14,688068.SH,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;人工智能;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,688068,17
6,002989.SZ,芯片概念;粤港澳大湾区;人工智能;新型城镇化;国企改革;深股通,002989,33
13,603037.SH,小米汽车;特斯拉概念;华为汽车;比亚迪概念;专精特新;新能源汽车;长安汽车概念;小米概念;无人驾驶;同花顺新质50;储能;氢能源;股权转让(并购重组),603037,17
12,688251.SH,数字孪生;物联网;人工智能;专精特新;机器人概念;人形机器人;智能物流;新型工业化;无人驾驶;新能源汽车;比亚迪概念;融资融券,688251,17
9,002300.SZ,特高压;风电;核电;充电桩;海工装备;军工;光伏概念;海峡两岸;融资融券,002300,33
8,301295.SZ,专精特新;智能家居;光伏概念;新能源汽车;小米概念;智能电网;汽车电子;融资融券,301295,33
13,301186.SZ,华为汽车;小米汽车;特斯拉概念;新能源汽车;长安汽车概念;小米概念;比亚迪概念;机器人概念;专精特新;换电概念;储能;锂电池概念;融资融券,301186,33
16,300723.SZ,重组蛋白;减肥药;创新药;猴痘概念;肝炎概念;生物疫苗;仿制药一致性评价;流感;医药电商;智能医疗;三胎概念;DeepSeek概念;粤港澳大湾区;英伟达概念;融资融券;深股通,300723,33
8,688280.SH,汽车电子;减速器;专精特新;无人驾驶;比亚迪概念;新能源汽车;两轮车;融资融券,688280,17
24,300020.SZ,家庭医生;ST板块;智慧城市;数字孪生;数字经济;数字乡村;共同富裕示范区;创投;数据要素;人工智能;智能医疗;智慧政务;元宇宙;华为鲲鹏;车联网(车路协同);百度概念;区块链;ETC;阿里巴巴概念;东数西算(算力);机器人概念;华为概念;数据中心;无人驾驶,300020,33
12,603633.SH,比亚迪概念;机器人概念;汽车电子;智能座舱;新能源汽车;消费电子概念;无人驾驶;毫米波雷达;华为概念;宁德时代概念;储能;中芯国际概念,603633,17
9,603530.SH,柔性直流输电;特高压;抽水蓄能;智能电网;风电;核电;绿色电力;沪股通;融资融券,603530,17
17,600312.SH,柔性直流输电;特高压;智能电网;风电;核电;充电桩;储能;高端装备;央企国企改革;一带一路;工业互联网;机器人概念;数字孪生;国企改革;DeepSeek概念;沪股通;融资融券,600312,17
6,688816.SH,注册制次新股;科创次新股;机器视觉;高端装备;新股与次新股;融资融券,688816,17
11,600351.SH,维生素;医药电商;农业种植;流感;仿制药一致性评价;幽门螺杆菌概念;三胎概念;创新药;重组蛋白;沪股通;融资融券,600351,17
15,300561.SZ,语音技术;人脸识别;物联网;网络安全;信创;人工智能;粤港澳大湾区;数据安全;互联网金融;区块链;ST板块;百度概念;AI应用;物业管理;股权转让(并购重组),300561,33
9,688682.SH,军工信息化;卫星导航;商业航天;军工;低空经济;毫米波雷达;5G;人工智能;融资融券,688682,17
8,002370.SZ,仿制药一致性评价;创新药;幽门螺杆菌概念;肝炎概念;猴痘概念;股权转让(并购重组);2025年报预增;融资融券,002370,33
14,603083.SH,共封装光学(CPO);F5G概念;液冷服务器;WiFi 6;5G;华为概念;物联网;工业互联网;2025年报预增;人民币贬值受益;智能家居;一带一路;沪股通;融资融券,603083,17
5,000610.SZ,旅游概念;创投;国企改革;西部大开发;一带一路,000610,33
5,920078.BJ,商业航天;核污染防治;专精特新;新股与次新股;融资融券,920078,151
15,600468.SH,柔性直流输电;智能电网;风电;可控核聚变;核电;海工装备;储能;军民融合;氢能源;超导概念;军工;京津冀一体化;一带一路;国企改革;沪股通,600468,17
