所属概念,market_code,股票代码,所属概念数量,code
钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;2025年报预增;仿制药一致性评价;比亚迪概念;合成生物;猴痘概念;流感;深股通;融资融券,33,301246.SZ,13,301246
CRO概念;细胞免疫治疗;创新药;智能医疗;国企改革;央企国企改革;沪股通;融资融券,17,688710.SH,8,688710
煤炭概念;超导概念;风电;2025年报预增;融资融券;沪股通,17,600595.SH,6,600595
金属铅;黄金概念;金属锌;小金属概念;西部大开发;回购增持再贷款概念;国企改革;深股通;融资融券,33,000975.SZ,9,000975
F5G概念;共封装光学(CPO);光纤概念;铜缆高速连接;5G;芯片概念;数据中心;2025年报预增;专精特新;华为概念;长三角一体化;机器人概念;抖音概念(字节概念);融资融券;深股通,33,300548.SZ,15,300548
高端装备;食品安全;页岩气;白酒概念;融资融券;液冷服务器;海工装备;数据中心;核电;地下管网;军工;人民币贬值受益;中俄贸易概念;专精特新,151,920225.BJ,14,920225
锂电池概念;融资融券,17,603285.SH,2,603285
福建自贸区;海峡两岸;露营经济;特色小镇;旅游概念;物业管理;跨境电商;创投;国企改革,33,000632.SZ,9,000632
金属回收;特高压;锂电池概念;固态电池;中韩自贸区;储能;新能源汽车;比亚迪概念;消费电子概念;军工;机器人概念;5G;融资融券;沪股通,17,601677.SH,14,601677
智能电网;回购增持再贷款概念;光伏概念;一带一路;海工装备;人民币贬值受益;中俄贸易概念;工业互联网;沪股通,17,605196.SH,9,605196
高铁;新能源汽车;一带一路;西部大开发;国企改革;央企国企改革;融资融券,17,688285.SH,7,688285
算力租赁;国资云;数据确权;云计算;数据安全;网络安全;东数西算(算力);抖音概念(字节概念);阿里巴巴概念;数据要素;量子科技;电力物联网;数据中心;DeepSeek概念;数字孪生;数字经济;华为概念;物联网;京津冀一体化;核电;国企改革;深股通;融资融券,33,300895.SZ,23,300895
卫星导航;商业航天;时空大数据;智慧政务;福建自贸区;低空经济;无人机;智慧城市;车联网(车路协同);数字乡村;数据要素;数字经济;人工智能;数字孪生;海峡两岸;物联网;虚拟现实;房屋检测;水利;海工装备;数据中心;新型城镇化;土壤修复;地下管网;乡村振兴;污水处理;国企改革;碳中和;AI应用;融资融券,33,301136.SZ,30,301136
新型城镇化;房屋检测;海峡两岸;水利;福建自贸区;国企改革;智慧城市;人工智能;新疆振兴,17,603909.SH,9,603909
细胞免疫治疗;创新药;眼科医疗;沪股通;融资融券,17,688331.SH,5,688331
水利;天然气;高端装备;融资融券;专精特新,151,920942.BJ,5,920942
黄金概念;2025三季报预增;2025年报预增;国企改革;证金持股;沪股通;融资融券;数字经济,17,600547.SH,8,600547
染料;算力租赁;东数西算(算力);AI智能体,33,300798.SZ,4,300798
阿尔茨海默概念;医药电商;医疗器械概念;创新药;跨境电商;机器人概念;深股通;融资融券,33,301015.SZ,8,301015
超导概念;消费电子概念;可控核聚变;专精特新;PET铜箔;一带一路;锂电池概念;宁德时代概念;固态电池;深股通;融资融券,33,002859.SZ,11,002859
华为鲲鹏;智慧政务;财税数字化;ChatGPT概念;信创;数据要素;阿里巴巴概念;东数西算(算力);区块链;国产操作系统;人脸识别;数字经济;智慧城市;互联网金融;华为概念;数据中心;5G;机器人概念;长三角一体化;深股通;融资融券,33,300245.SZ,21,300245
阿尔茨海默概念;仿制药一致性评价;创新药;肝炎概念;共同富裕示范区;流感;医疗器械概念;生物疫苗;医药电商;一带一路;深股通,33,002082.SZ,11,002082
民爆概念;雅下水电概念;芯片概念;机器人概念;一带一路;军工;军民融合;深股通,33,003002.SZ,8,003002
第三代半导体;芯片概念;专精特新;华为概念;高端装备;京津冀一体化;沪股通;融资融券,17,688200.SH,8,688200
稀土永磁;股权转让(并购重组);煤炭概念;2025年报预增;深股通;融资融券,33,000612.SZ,6,000612
净水概念;空气能热泵;创投;家用电器;粤港澳大湾区;智能家居;数字经济;鸿蒙概念;无人机;深股通;融资融券,33,002035.SZ,11,002035
大豆;生态农业;创新药;2025三季报预增;人民币贬值受益,17,603086.SH,5,603086
商业航天;海工装备;高端装备;光伏概念;专精特新;风电;国企改革;绿色电力;新疆振兴;深股通;融资融券,33,300129.SZ,11,300129
新型城镇化;建筑节能;上海自贸区;水利;创投;国企改革;车联网(车路协同);自由贸易港;证金持股;沪股通;融资融券,17,600284.SH,11,600284
IP经济(谷子经济);长三角一体化;海峡两岸;高股息精选,17,603886.SH,4,603886
消毒剂;煤化工概念;西部大开发;国企改革;芯片概念,17,600423.SH,5,600423
新能源汽车;机器人概念;长安汽车概念;专精特新;比亚迪概念;机器视觉;新股与次新股;融资融券,151,920091.BJ,8,920091
无线充电;汽车电子;高压快充;小米汽车;新能源汽车;比亚迪概念;充电桩;华为汽车;储能;燃料电池;机器人概念;长安汽车概念;氢能源;融资融券,33,300745.SZ,14,300745
福建自贸区;海峡两岸;水泥概念;参股银行;国企改革;参股券商;核电;融资融券,17,600802.SH,8,600802
太赫兹;军工信息化;商业航天;卫星导航;军民融合;大飞机;6G概念;军工;无人机;低空经济;毫米波雷达;车联网(车路协同);5G;东数西算(算力);无人驾驶;人工智能;数据要素;芯片概念;华为概念;京津冀一体化;DeepSeek概念;汽车电子;比亚迪概念;存储芯片;养老概念;深股通;融资融券,33,002413.SZ,27,002413
商业航天;卫星导航;航空发动机;大飞机;无人机;低空经济;专精特新;沪股通;融资融券,17,688523.SH,9,688523
锂电池概念,17,603937.SH,1,603937
中芯国际概念;国家大基金持股;光刻胶;存储芯片;先进封装;PCB概念;OLED;芯片概念;2025年报预增;专精特新;回购增持再贷款概念;融资融券,17,688720.SH,12,688720
汽车热管理;新疆振兴;液冷服务器;无人机;燃料电池;新能源汽车;农机;芯片概念;机器人概念;央企国企改革;西部大开发;数据中心;充电桩;高铁;宁德时代概念;高压快充;碳中和;风电;国企改革;储能;人工智能;乡村振兴;绿色电力;股权转让(并购重组),17,600506.SH,24,600506
粮食概念;农业种植;土地流转;新疆振兴;乡村振兴;西部大开发;国企改革;风电;统一大市场;建筑节能;冷链物流,17,600540.SH,11,600540
财税数字化;华为鲲鹏;国资云;数据确权;数据安全;智慧政务;信创;AI智能体;网络安全;数据要素;阿里巴巴概念;百度概念;DeepSeek概念;数字经济;东数西算(算力);数字孪生;智慧城市;智能医疗;人工智能;车联网(车路协同);独角兽概念;华为概念;物联网;京津冀一体化;养老概念;创投;数据中心;无人驾驶;乡村振兴;华为数字能源;雄安新区;PPP概念;国企改革;央企国企改革;一带一路;深股通;融资融券,33,300212.SZ,37,300212
流感;肝炎概念;医药电商;三胎概念;医疗器械概念;农业种植;西部大开发;国企改革;消毒剂,33,002644.SZ,9,002644
钙钛矿电池;商业航天;卫星导航;军工;光伏概念;柔性屏(折叠屏);风电;储能;固态电池;华为概念;专精特新;芯片概念;消费电子概念;PCB概念;先进封装;融资融券,17,688323.SH,16,688323
高压氧舱;脑机接口;智能医疗;医美概念;养老概念;民营医院;医疗器械概念;AI智能体;人工智能;DeepSeek概念;物联网;创投;机器人概念;AI应用;融资融券;深股通,33,300143.SZ,16,300143
ST板块;医疗器械概念;安防;燃料电池;数据安全;信创;网络安全;数字经济;NFT概念;区块链;光伏概念,33,002808.SZ,11,002808
锂电池概念;回购增持再贷款概念;储能;比亚迪概念;粤港澳大湾区;深股通;融资融券,33,002192.SZ,7,002192
商业航天;卫星导航;6G概念;低空经济;WiFi 6;毫米波雷达;铜缆高速连接;数字乡村;人工智能;F5G概念;5G;华为概念;无人驾驶;换电概念;虚拟电厂;共封装光学(CPO);储能;粤港澳大湾区;一带一路;汽车电子;消费电子概念;华为汽车;中俄贸易概念;乡村振兴;深股通;融资融券,33,002792.SZ,26,002792
毫米波雷达;特斯拉概念;卫星导航;机器人概念;比亚迪概念;无人驾驶;新能源汽车;专精特新;长三角一体化;智能家居;沪股通,17,603211.SH,11,603211
PET铜箔;固态电池;锂电池概念;PCB概念;宁德时代概念;比亚迪概念;军工;新能源汽车;特斯拉概念;储能;核电;无人机;粤港澳大湾区;绿色电力;融资融券;股权转让(并购重组);沪股通,17,600110.SH,17,600110
ST板块;小金属概念;人民币贬值受益;智能家居,22,603838.SH,4,603838
预制菜;三胎概念;海峡两岸;回购增持再贷款概念,33,001215.SZ,4,001215
ST板块;消费电子概念;人民币贬值受益;海峡两岸,22,603580.SH,4,603580
ST板块;眼科医疗;创新药;仿制药一致性评价;流感;基因测序;医美概念;医疗器械概念;消毒剂,33,000908.SZ,9,000908
ST板块;新能源汽车;高压快充;充电桩;智能电网;网络游戏;创投;光伏概念;华为概念;储能;区块链;腾讯概念;手机游戏;国企改革;西部大开发,33,002168.SZ,15,002168
算力租赁;东数西算(算力);AIGC概念;元宇宙;人工智能;数字经济;互联网金融;数据中心;小米概念;智能物流;智能家居;ST板块;装配式建筑;AI应用,33,002713.SZ,14,002713
固废处理;稀土永磁;融资融券;深股通,33,300779.SZ,4,300779
ST板块;股权转让(并购重组);乡村振兴;农业种植;西部大开发;新疆振兴;医疗器械概念;国企改革;维生素,33,000972.SZ,9,000972
特斯拉概念;新能源汽车;燃料电池;比亚迪概念;锂电池概念;储能;氢能源;深股通;融资融券,33,002662.SZ,9,002662
农村电商;ST板块;无人零售;超级品牌;乡村振兴;跨境电商;智能物流;智能医疗;家用电器;互联网金融;智能家居;人工智能;DeepSeek概念;区块链;独角兽概念;AI智能体;阿里巴巴概念,33,002024.SZ,17,002024
6G概念;商业航天;卫星导航;军工信息化;军民融合;第三代半导体;军工;芯片概念;5G;专精特新;ST板块;共同富裕示范区,33,001270.SZ,12,001270
ST板块;物业管理,33,000668.SZ,2,000668
算力租赁;云办公;东数西算(算力);华为昇腾;数据安全;信创;阿里巴巴概念;多模态AI;百度概念;AI智能体;数据中心;虚拟数字人;数据要素;华为数字能源;元宇宙;电力物联网;MR(混合现实);空间计算;数字乡村;DeepSeek概念;智慧城市;虚拟电厂;数字孪生;华为概念;智慧灯杆;虚拟现实;人工智能;5G;智能电网;工业互联网;充电桩;AI应用;低空经济;无人机;军工;机器人概念;储能;光伏概念;跨境电商;乡村振兴;一带一路;雄安新区;西部大开发;融资融券;深股通,33,002929.SZ,45,002929
PET铜箔;锂电池概念;固态电池;超级电容;钠离子电池;宁德时代概念;柔性屏(折叠屏);OLED;比亚迪概念;光伏概念;建筑节能;储能;小米概念;华为概念;DeepSeek概念;AI智能体;虚拟数字人;深股通;融资融券,33,300057.SZ,19,300057
成飞概念;可控核聚变;大飞机;ST板块;军民融合;军工;低空经济;无人机;高端装备;西部大开发,22,603261.SH,10,603261
ST板块;西部大开发;乡村振兴;参股银行;仿制药一致性评价;民营医院;流感;肝炎概念;创新药;医疗器械概念;智能医疗;腾讯概念,33,002424.SZ,12,002424
军工信息化;卫星导航;商业航天;6G概念;军民融合;DeepSeek概念;军工;无人机;毫米波雷达;5G;芯片概念;第三代半导体;央企国企改革;先进封装;回购增持再贷款概念;国企改革;沪股通;融资融券,17,688375.SH,18,688375
高股息精选;污水处理;参股银行;长三角一体化;回购增持再贷款概念;传感器;芯片概念,17,603165.SH,7,603165
ST板块;光伏概念;建筑节能;光伏建筑一体化;绿色电力;ERP概念;新型城镇化;装配式建筑,33,002620.SZ,8,002620
雅下水电概念;高压氧舱;央企国企改革;农机;地下管网;抽水蓄能;水利;一带一路;国企改革;海工装备;高铁;高端装备;新疆振兴;乡村振兴;新型工业化;机器人概念;海峡两岸;无人驾驶;华为概念;人工智能;DeepSeek概念;AI智能体;沪股通;融资融券,17,688425.SH,24,688425
ST板块;白酒概念;西部大开发,22,600381.SH,3,600381
粤港澳大湾区;融资融券,33,300804.SZ,2,300804
智能穿戴;AI眼镜;海峡两岸;专精特新;消费电子概念;汽车热管理;新股与次新股;融资融券;新能源汽车,151,920005.BJ,9,920005
共封装光学(CPO);PCB概念;5G;毫米波雷达;汽车电子;华为概念;2025年报预增;工业互联网;2025三季报预增;沪股通;融资融券,17,688183.SH,11,688183
MCU芯片;汽车芯片;英伟达概念;芯片概念;小米概念;无线充电;专精特新;沪股通;融资融券,17,688368.SH,9,688368
数字孪生;物联网;人工智能;人形机器人;新型工业化;机器人概念;专精特新;无人驾驶;智能物流;比亚迪概念;新能源汽车;融资融券,17,688251.SH,12,688251
WiFi 6;5G;光纤概念;智慧灯杆;网络安全;华为概念;芯片概念;专精特新;物联网;新型工业化;安防;人工智能;智慧城市;工业互联网;星闪概念;车联网(车路协同);DeepSeek概念;高铁;换电概念;无人驾驶;数字经济;智能电网;水利;粤港澳大湾区;机器人概念;充电桩;海工装备;智能物流;储能;风电;一带一路;融资融券,17,688618.SH,32,688618
科创次新股;注册制次新股;芯片概念;人工智能;东数西算(算力);信创;新股与次新股;融资融券,17,688802.SH,8,688802
装配式建筑;新型城镇化;建筑节能;水利;无人驾驶;机器人概念;智慧城市;垃圾分类;污水处理;数字经济;DeepSeek概念;数据要素;氢能源;天然气;股权转让(并购重组),33,300746.SZ,15,300746
商业航天;军工信息化;卫星导航;军民融合;军工;无人机;低空经济;MR(混合现实);5G;芯片概念;安防;海工装备;网络安全;华为欧拉;华为概念;数据安全;虚拟现实;信创;多模态AI;智慧政务;华为鲲鹏;人工智能;元宇宙;海峡两岸;福建自贸区;数字经济;DeepSeek概念;央企国企改革;风电;国企改革;乡村振兴;深股通;融资融券,33,000547.SZ,33,000547
人形机器人;比亚迪概念;机器人概念;商业航天;军工;安防;人民币贬值受益;石墨烯;海工装备;体育产业;深股通;融资融券,33,300952.SZ,12,300952
